id,source_edge_id,doc_id,sentence_id,sentence_text,subj_canonical_id,subj_canonical_term,rel_text,obj_canonical_id,obj_canonical_term,rel_len,has_prep,is_generic_rel,rel_support_total,rel_support_subj,rel_support_obj,accept,normalized_relation,reason,evidence,model_name,created_at
198,1102,doc_e8f0,doc_e8f0_sent_00034,"It can be used to log and/or modify the job parameters supplied by the user as desired. Note that this function has access to the slurmctld's global data structures, for example to examine the available partitions, reservations, etc.",841,function,have,4174,access,4,0,1,130,52,72,1,unknown,The sentence states that the function 'has access to' the slurmctld's global data structures.,It can be used to log and/or modify the job parameters supplied by the user as desired. Note that this function has access to the,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
199,1103,doc_e8f0,doc_e8f0_sent_00042,Only sbatch sends the environment to slurmctld.,156,sbatch,send,1472,environment,4,0,1,8,7,7,1,unknown,The sentence states that'sbatch sends' the environment to slurmctld.,Only sbatch sends the environment to slurmctld.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
200,1104,doc_e8f0,doc_e8f0_sent_00043,"salloc and srun do not send the environment to slurmctld, so job_desc.environment is not available in the job_submit plugin for these jobs.",854,salloc,send,1472,environment,4,0,1,8,7,7,1,unknown,"The sentence states that salloc does not send the environment to slurmctld, implying a 'does not' relation.","salloc and srun do not send the environment to slurmctld, so job_desc.environment is not available in the job_submit plugin for these jobs.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
201,1106,doc_e8f0,doc_e8f0_sent_00049,"It can be used to log and/or modify the job parameters supplied by the user as desired. Note that this function has access to the slurmctld's global data structures, for example to examine the available partitions, reservations, etc.",841,function,have,4174,access,4,0,1,130,52,72,1,unknown,The sentence states that the function 'has access to' the slurmctld's global data structures.,It can be used to log and/or modify the job parameters supplied by the user as desired. Note that this function has access to the,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
202,1108,doc_e8f0,doc_e8f0_sent_00061,"It can be used to log and/or modify the job parameters supplied by the user as desired. Note that this function has access to the slurmctld's global data structures, for example to examine the available partitions, reservations, etc.",841,function,have,4174,access,4,0,1,130,52,72,1,unknown,The sentence states that the function 'has access to' the slurmctld's global data structures.,It can be used to log and/or modify the job parameters supplied by the user as desired. Note that this function has access to the,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
203,1116,doc_32e0,doc_32e0_sent_00024,"The following diagram illustrates the functionality being described:
The jobcomp/kafka plugin has a background poll handler thread that periodically calls the librdkafka API rd_kafka_poll() function. How frequent the thread makes the call is configurable via JobCompParams=poll_interval.",106,plugin,have,184,thread,4,0,1,130,52,72,1,unknown,"The sentence states that the plugin 'has' a thread, which is a clear relation.",The jobcomp/kafka plugin has a background poll handler thread,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
204,1119,doc_6b88,doc_6b88_sent_00001,Slurm provides a RFC7519 compliant implementation of JSON Web Tokens (JWT).,50,slurm,provide,2398,implementation,7,0,1,42,27,28,1,unknown,The sentence states that Slurm 'provides' a RFC7519 compliant implementation of JSON Web Tokens.,Slurm provides a RFC7519 compliant implementation of JSON Web Tokens (JWT).,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
205,1122,doc_6b88,doc_6b88_sent_00015,"There already exists a plethora of authentication systems, and the expectation is that any site that wants more complexity than the default offering will use one of those systems instead.",199,site,use,1285,system,3,0,1,63,35,45,1,uses,The sentence states that a site 'uses' an authentication system when it wants more complexity.,"There already exists a plethora of authentication systems, and the expectation is that any site that wants more complexity than the default offering will use",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
206,1125,doc_6b88,doc_6b88_sent_00029,"Restart slurmctld
Create tokens for users as desired:
scontrol token username=$USER
An optional lifespan=$LIFESPAN option can be used to change the token lifespan from the default 1800 seconds. The root account, or SlurmUser account can be used to generate tokens for any user. Alternatively, a user may use the command to generate tokens for themselves by simply calling
scontrol token
Note that administrators can prevent users from generating tokens by setting the following parameter in slurm.conf:",98,user,use,900,command,3,0,1,63,35,45,1,uses,The sentence states that a user can 'use' the scontrol command to generate tokens for themselves.,Restart slurmctld Create tokens for users as desired: scontrol token [username=$USER] Note that administrators can prevent users from generating tokens by setting the following parameter,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
207,1126,doc_6b88,doc_6b88_sent_00029,"Restart slurmctld
Create tokens for users as desired:
scontrol token username=$USER
An optional lifespan=$LIFESPAN option can be used to change the token lifespan from the default 1800 seconds. The root account, or SlurmUser account can be used to generate tokens for any user. Alternatively, a user may use the command to generate tokens for themselves by simply calling
scontrol token
Note that administrators can prevent users from generating tokens by setting the following parameter in slurm.conf:",98,user,use,1173,note,3,0,1,63,35,45,1,uses,The sentence states that a user can generate a token for themselves using the scontrol command.,A user can generate tokens for themselves by simply calling scontrol token.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
208,1128,doc_6b88,doc_6b88_sent_00054,"If the service uses a different field, you will need to correct this for it to work with Slurm.
Option 1: Change Slurm to use a different field.",1432,service,use,1224,field,3,0,1,63,35,45,1,uses,The sentence explicitly states that the service 'uses' a different field.,"If the service uses a different field, you will need to correct this for it to work with Slurm.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
209,1132,doc_e2d8,doc_e2d8_sent_00007,"Presentations from 2023
Slurm and/or/vs Kubernetes, Tim Wickberg, SchedMD (SC23, November 2023)
Never use Slurm HA again: Solve all your problems with Kubernetes, Chris Samuel and Doug Jacobsen, NERSC (SLUG23, November 2023)",11108,presentation,use,11112,slurm ha,3,0,1,63,35,45,1,uses,The sentence mentions 'Presentations from 2023' which implies that the presentations are discussing the use of Slurm and Kubernetes.,"Presentations from 2023
Slurm and/or/vs Kubernetes",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
210,1136,doc_85cb,doc_85cb_sent_00022,"The site has two clusters named ""fluid"" and ""pdf"" dedicated to run simulation jobs using both products.",199,site,have,340,cluster,4,0,1,130,52,72,1,unknown,The sentence explicitly states 'has' and 'dedicated to run simulation jobs using both products'.,The site has two clusters named 'fluid' and 'pdf' dedicated to run simulation jobs using both products.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
211,1138,doc_85cb,doc_85cb_sent_00027,"Type = License
$ sacctmgr add resource name=matlab server=rlm_host \
 cluster=fluid allowed=30
 Adding Resource(s)
 matlab@rlm_host
 Cluster - fluid 30
 Settings
 Name = matlab
 Server = rlm_host
 Count = 50
 LastConsumed = 0
 Flags = (null)",4244,sacctmgr,add,7622,server,3,0,1,17,9,15,1,allocates,The sentence explicitly states that sacctmgr is adding a resource (matlab) to a server (rlm_host).,"Type = License
$ sacctmgr add resource name=matlab server=rlm_host 
 cluster=fluid allowed=30
 Adding Resource(s)
 matlab@rlm_host
 Cluster - fluid 30
 Settings
 Name = matlab
 Server = rlm_host",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
212,1141,doc_85cb,doc_85cb_sent_00042,This can also be established as the default for all newly created licenses by adding AllResourcesAbsolute=yes to slurmdbd.conf (and restarting SlurmDBD to make the change take effect).,56,change,take,144,effect,4,0,1,12,10,7,1,unknown,The sentence states that 'this can also be established as the default for all newly created licenses by adding AllResourcesAbsolute=yes to slurmdbd.conf (and restarting SlurmDBD to make the change take effect)' which implies that the change takes effect.,This can also be established as the default for all newly created licenses by adding AllResourcesAbsolute=yes to slurmdbd.conf (and restarting SlurmDBD to make the change,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
213,1142,doc_85cb,doc_85cb_sent_00047,"E.g., on this cluster 100 ""foobar"" licenses are available, and we are allocating access to 80 of them on the ""blackhole"" cluster:
$ sacctmgr add resource foobar count=100 flags=absolute cluster=blackhole allowed=80
 Adding Resource(s)
 foobar@slurmdb
 Cluster - blackhole 80
 Settings
 Name = foobar
 Server = slurmdb
 Description = foobar
 Count = 100
 Flags = Absolute
 Type = Unknown
Would you like to commit changes? (You have 30 seconds to decide)",4244,sacctmgr,add,1749,resource,3,0,1,17,9,15,1,allocates,The sentence mentions 'allocating access to' and 'Adding Resource(s)' with the command'sacctmgr add resource'.,"E.g., on this cluster 100 'foobar' licenses are available, and we are allocating access to 80 of them on the 'blackhole' cluster: $ sacctmgr add",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
214,1143,doc_85cb,doc_85cb_sent_00047,"E.g., on this cluster 100 ""foobar"" licenses are available, and we are allocating access to 80 of them on the ""blackhole"" cluster:
$ sacctmgr add resource foobar count=100 flags=absolute cluster=blackhole allowed=80
 Adding Resource(s)
 foobar@slurmdb
 Cluster - blackhole 80
 Settings
 Name = foobar
 Server = slurmdb
 Description = foobar
 Count = 100
 Flags = Absolute
 Type = Unknown
Would you like to commit changes? (You have 30 seconds to decide)",4244,sacctmgr,add,436,flag,3,0,1,17,9,15,1,allocates,The sentence mentions 'allocating access to' and 'flags=absolute' which implies allocation.,"E.g., on this cluster 100 'foobar' licenses are available, and we are allocating access to 80 of them on the 'blackhole' cluster: $ sacctmgr add",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
215,1149,doc_10c5,doc_10c5_sent_00027,"Available distributions include:
arbitrary | block | cyclic | plane=x | [block|cyclic]:[block|cyclic|fcyclic]
The plane distribution (plane=x) results in a block:cyclic distribution of blocksize equal to x.",1569,distribution,include,1573,plane,7,0,1,52,24,24,1,unknown,The sentence states that 'plane distribution includes plane=x'.,Available distributions include: arbitrary | block | cyclic | plane=x,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
216,1165,doc_50f7,doc_50f7_sent_00008,"Slurm also has the PrivateData slurm.conf parameter, which is used to control what type of information is hidden from regular users.",50,slurm,have,205,parameter,4,0,1,130,52,72,1,unknown,The sentence states that Slurm 'has' the parameter.,"Slurm also has the PrivateData slurm.conf parameter,",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
217,1176,doc_2329,doc_2329_sent_00026,"If running PMIx v1, it is recommended to run at least 1.2.5 since older versions may have some compatibility issues with support of pmi and pmi2 APIs. Note also that Intel MPI doesn't officially support PMIx.",1418,version,have,1382,issue,4,0,1,130,52,72,1,unknown,The sentence states that 'older versions may have compatibility issues' which implies that the 'have' relation is appropriate.,"If running PMIx v1, it is recommended to run at least 1.2.5 since older versions may have some compatibility issues with support of pmi and",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
218,1179,doc_2329,doc_2329_sent_00035,"Any application compiled against PMIx should use the same PMIx or at least a PMIx with the same security domain than the one Slurm is using, otherwise there could be authentication issues.",1555,application,use,2164,pmix,3,0,1,63,35,45,1,uses,The sentence states that 'Any application compiled against PMIx should use the same PMIx' which matches the 'uses' relation.,Any application compiled against PMIx should use the same PMIx,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
219,1182,doc_2329,doc_2329_sent_00048,OpenMPI configure script provides the options --with-libevent=PATH and/or --with-hwloc=PATH to make OpenMPI match what PMIx was built against.,115,script,provide,1174,path,7,0,1,42,27,28,1,unknown,The sentence states that the 'configure script provides' the options.,OpenMPI configure script provides the options --with-libevent=PATH and/or --with-hwloc=PATH to make OpenMPI match what PMIx was built against.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
220,1183,doc_2329,doc_2329_sent_00050,OpenMPI has a limitation that does not support calls to MPI_Comm_spawn() from within a Slurm allocation.,2228,openmpi,have,1017,limitation,4,0,1,130,52,72,1,unknown,The sentence explicitly states that OpenMPI 'has' a limitation.,OpenMPI has a limitation that does not support calls to MPI_Comm_spawn() from within a Slurm allocation.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
221,1185,doc_2329,doc_2329_sent_00057,This description provides detailed information on these two methods.,622,description,provide,275,information,7,0,1,42,27,28,1,unknown,The sentence states that the description 'provides' information.,This description provides detailed information on these two methods.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
222,1186,doc_2329,doc_2329_sent_00059,"When launched within an allocation the mpirun command will automatically read the environment variables set by Slurm such as nodes, cpus, tasks, etc, in order to start the required hydra daemons on every node.",900,command,read,1460,environment variable,4,0,1,8,8,6,1,reads_from,The sentence states that mpirun'reads' environment variables set by Slurm.,When launched within an allocation the mpirun command will automatically read the environment variables set by Slurm,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
223,1187,doc_2329,doc_2329_sent_00063,"With these, Hydra will also pass the argument '--external-launcher' to srun in order to not consider these hydra processes as regular steps. This automatic variable injection mechanism can be disabled by setting ""MpiParams=disable_slurm_hydra_bootstrap"" in slurm.conf, with the exception of the cases where ""slurm"" is already explicitly set as a bootstrap.",1645,hydra,pass,868,argument,4,0,1,5,3,3,1,sets,"The sentence states that Hydra 'passes' the argument to srun, which can be interpreted as'sets' the argument for srun.","With these, Hydra will also pass the argument '--external-launcher' to srun in order to not consider these hydra processes as regular steps.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
224,1190,doc_2329,doc_2329_sent_00079,"With these, Hydra will also pass the argument '--external-launcher' to srun in order to not consider these hydra processes as regular steps. This automatic variable injection mechanism can be disabled by setting ""MpiParams=disable_slurm_hydra_bootstrap"" in slurm.conf, with the exception of the cases where ""slurm"" is already explicitly set as a bootstrap.",1645,hydra,pass,868,argument,4,0,1,5,3,3,1,sets,"The sentence states that Hydra 'passes' the argument to srun, which can be interpreted as'sets' the argument for srun.","With these, Hydra will also pass the argument '--external-launcher' to srun in order to not consider these hydra processes as regular steps.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
225,1192,doc_2329,doc_2329_sent_00102,"With these, Hydra will also pass the argument '--external-launcher' to srun in order to not consider these hydra processes as regular steps. This automatic variable injection mechanism can be disabled by setting ""MpiParams=disable_slurm_hydra_bootstrap"" in slurm.conf, with the exception of the cases where ""slurm"" is already explicitly set as a bootstrap.",1645,hydra,pass,868,argument,4,0,1,5,3,3,1,sets,"The sentence states that Hydra 'passes' the argument to srun, which can be interpreted as'sets' the argument for srun.","With these, Hydra will also pass the argument '--external-launcher' to srun in order to not consider these hydra processes as regular steps.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
226,1193,doc_2329,doc_2329_sent_00117,"Its availability is shown by running the following command:
$ srun --mpi=list
MPI plugin types are...
 cray_shasta
 none
The Cray PMI plugin will use some reserved ports for its communication. These ports are configurable by using --resv-ports option on the command line with srun, or by setting MpiParams=ports=[port_range] in your slurm.conf. The first port listed in this option will be used as the PMI control port, defined by Cray as the PMI_CONTROL_PORT environment variable. There cannot be more than one application launched in the same node using the same PMI_CONTROL_PORT.",2225,cray_shasta,use,222,port,3,0,1,63,35,45,1,uses,The sentence states that the Cray Shasta system uses ports for its communication.,The sentence states that the Cray Shasta system uses ports for its communication.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
227,1200,doc_e2a1,doc_e2a1_sent_00002,Some sites have security requirements that prevent them from opening all communications between the machines and will need to be able to selectively open just the ports that are necessary. This document will go over what is needed for different components to be able to talk to each other.,199,site,have,1041,requirement,4,0,1,130,52,72,1,unknown,The sentence states that 'Some sites have security requirements' and 'will need to be able to selectively open just the ports that are necessary'. This implies that sites have requirements.,Some sites have security requirements that prevent them from opening all communications between the machines and will need to be able to selectively open just,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
228,1214,doc_e2a1,doc_e2a1_sent_00034,"srun sends step create request to slurmctld
2b. slurmctld responds with step credential
3. srun opens sockets for I/O
4. srun forwards credential with task info to slurmd
5. slurmd forwards request as needed (per fanout)",909,srun,send,1009,step,4,0,1,8,7,7,1,unknown,The sentence explicitly states that srun sends a request to slurmctld,srun sends step create request to slurmctld,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
229,1216,doc_e2a1,doc_e2a1_sent_00044,"Multi-Cluster configuration
Communication in a federation
Slurm also provides the ability to schedule jobs in a peer-to-peer fashion between multiple clusters, allowing jobs to run on the cluster that has available resources first.",183,communication,provide,4225,ability,7,0,1,42,27,28,1,unknown,The sentence states that Slurm provides the ability to schedule jobs between multiple clusters.,"Communication in a federation
Slurm also provides the ability to schedule jobs in a peer-to-peer fashion between multiple clusters,",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
230,1217,doc_e2a1,doc_e2a1_sent_00044,"Multi-Cluster configuration
Communication in a federation
Slurm also provides the ability to schedule jobs in a peer-to-peer fashion between multiple clusters, allowing jobs to run on the cluster that has available resources first.",50,slurm,provide,4225,ability,7,0,1,42,27,28,1,unknown,The sentence states that Slurm 'provides the ability' to schedule jobs in a peer-to-peer fashion between multiple clusters.,"Multi-Cluster configuration
Communication in a federation
Slurm also provides the ability to schedule jobs in a peer-to-peer fashion between multiple clusters,",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
231,1219,doc_e643,doc_e643_sent_00002,"When enabled on the cluster, for each job, the job's user will have their full struct passwd info — username, uid, primary gid, gecos info, home directory, and shell — securely sent as part of each step launch, and cached within the slurmstepd process.",98,user,have,4151,info,4,0,1,130,52,72,1,unknown,The sentence states that 'the job's user will have their full struct passwd info' which implies a 'has' relation.,"When enabled on the cluster, for each job, the job's user will have their full struct passwd info",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
232,1228,doc_e643,doc_e643_sent_00028,"It accomplishes this by removing the ""thundering-herd"" issue should all tasks of a large job make simultaneous lookup requests — generally for info related to the user themselves, which is the only information nss_slurm will be able to provide — and overwhelm the underlying directory services.",506,task,make,87,request,4,0,1,4,4,4,1,configures,The sentence states that 'It accomplishes this by removing the thundering-herd issue for tasks of a large job' and'should all tasks make simultaneous lookup requests'. This implies that the tasks are configuring the system to prevent the issue.,It accomplishes this by removing the 'thundering-herd' issue should all tasks of a large job make simultaneous lookup requests,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
233,1234,doc_7425,doc_7425_sent_00217,"Slurm 23.11.7
data_parser/v0.0.40
Add missing schema for job states query
modified field.paths.""/slurm/v0.0.40/jobs/state"".get.responses.""200"".content
modified field.paths.""/slurm/v0.0.40/jobs/state"".get.responses.""default"".content
new schema.components.schemas.""v0.0.40_openapi_job_state_resp""
Slurm 23.11.6
data_parser/v0.0.40
Add new endpoint
new path.paths.""/slurm/v0.0.40/jobs"".delete
new path.components.schemas.""v0.0.40_openapi_kill_jobs_resp""
new path.components.schemas.""v0.0.40_kill_jobs_msg""
new path.components.schemas.""v0.0.40_kill_jobs_resp_msg",50,slurm,add,7036,schema,3,0,1,17,9,15,1,unknown,The sentence states that a new schema is being added for Slurm,Add missing schema for job states query,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
234,1236,doc_7425,doc_7425_sent_00264,"openapi/dbv0.0.39
Add missing fields
path.components.schemas.""v0.0.39_stats_rpc"".properties.time.properties.average .components.schemas.""v0.0.39_stats_user"".properties.time.properties.average",7102,openapi,add,7119,path.components.schema,3,0,1,17,9,15,1,unknown,The sentence mentions 'Add missing fields' and the relation 'add' is a synonym of 'adds'.,"openapi/dbv0.0.39 Add missing fields path.components.schemas.""v0.0.39_stats_rpc"".properties.time.properties.average path.components.schemas.""v0.0.39_stats_user"".properties.time.properties.average",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
235,1239,doc_7425,doc_7425_sent_00313,"Slurm 22.05.6
openapi/v0.0.38
Fix misnamed reference to prior version
Field modified.components.schemas.""dbv0.0.38_tres_info"".properties.tres
Slurm 22.05.4
openapi/v0.0.38
Add missing field to job properties
Add field prefer to jobs.components.schemas.""v0.0.38_job_properties"".properties.prefer",7102,openapi,add,7149,missing field,3,0,1,17,9,15,1,unknown,The sentence states that a new field is being added to the job properties,"Add field prefer to jobs.components.schemas.""v0.0.38_job_properties"".properties.prefer",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
236,1246,doc_8e0f,doc_8e0f_sent_00002,"Slurm requires no kernel modifications for its operation and is relatively self-contained. As a cluster workload manager, Slurm has three key functions.",50,slurm,have,841,function,4,0,1,130,52,72,1,unknown,"The sentence states that Slurm 'has three key functions', implying that it possesses these functions.",Slurm has three key functions.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
237,1248,doc_8e0f,doc_8e0f_sent_00007,"Architecture
Slurm has a centralized manager, slurmctld, to monitor resources and work.",50,slurm,have,7610,manager,4,0,1,130,52,72,1,unknown,The sentence states that Slurm 'has' a centralized manager.,"Architecture
Slurm has a centralized manager, slurmctld,",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
238,1249,doc_8e0f,doc_8e0f_sent_00009,"Each compute server (node) has a slurmd daemon, which can be compared to a remote shell: it waits for work, executes that work, returns status, and waits for more work. The slurmd daemons provide fault-tolerant hierarchical communications.",7622,server,have,1833,slurmd daemon,4,0,1,130,52,72,1,unknown,The sentence states that each server 'has' a slurmd daemon.,"Each compute server (node) has a slurmd daemon,",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
239,1250,doc_8e0f,doc_8e0f_sent_00012,"User tools include srun to initiate jobs, scancel to terminate queued or running jobs, sinfo to report system status, squeue to report the status of jobs, and sacct to get information about jobs and job steps that are running or have completed. The sview commands graphically reports system and job status including network topology.",8217,user tool,include,909,srun,7,0,1,52,24,24,1,unknown,The sentence states that 'User tools include srun'.,"User tools include srun to initiate jobs,",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
240,1251,doc_8e0f,doc_8e0f_sent_00016,"Slurm components
Slurm has a general-purpose plugin mechanism available to easily support various infrastructures.",50,slurm,have,2762,mechanism,4,0,1,130,52,72,1,unknown,The sentence states that Slurm 'has' a'mechanism',Slurm has a general-purpose plugin mechanism available to easily support various infrastructures.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
241,1256,doc_8e0f,doc_8e0f_sent_00033,Process tracking (for signaling): Provides a mechanism for identifying the processes associated with each job. Used for job accounting and signaling.,2776,process tracking,provide,2762,mechanism,7,0,1,42,27,28,1,unknown,"The sentence states that process tracking 'Provides a mechanism' for job accounting and signaling, which aligns with the 'provides' relation.",Process tracking Provides a mechanism for identifying the processes associated with each job.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
242,1257,doc_8e0f,doc_8e0f_sent_00039,Task Affinity: Provides mechanism to bind a job and its individual tasks to specific processors.,1578,task affinity,provide,2762,mechanism,7,0,1,42,27,28,1,unknown,The sentence explicitly states that Task Affinity 'provides' a mechanism.,Task Affinity: Provides mechanism to bind a job and its individual tasks to specific processors.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
243,1259,doc_8e0f,doc_8e0f_sent_00041,"The entities managed by these Slurm daemons, shown in Figure 2, include nodes, the compute resource in Slurm, partitions, which group nodes into logical sets, jobs, or allocations of resources assigned to a user for a specified amount of time, and job steps, which are sets of (possibly parallel) tasks within a job.",2612,entity,include,285,node,7,0,1,52,24,24,1,manages,The sentence states that 'entities managed by these Slurm daemons include nodes'. This implies a managing relationship.,The entities managed by these Slurm daemons include nodes.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
244,1264,doc_8e0f,doc_8e0f_sent_00046,Additional node information includes weight (preference in being allocated work) and features (arbitrary information such as processor speed or type).,275,information,include,8078,weight,7,0,1,52,24,24,1,unknown,The sentence states that 'Additional node information includes weight'.,Additional node information includes weight,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
245,1269,doc_732b,doc_732b_sent_00014,"Jobs launched without this option do not have an extern step, so pam_slurm_adopt will not have access to those jobs.",2141,pam_slurm_adopt,have,4174,access,4,0,1,130,52,72,1,unknown,The sentence states that 'Jobs launched without this option do not have an extern step' and 'pam_slurm_adopt will not have access to those jobs'. This implies that pam_slurm_adopt has access to jobs that do have an extern step.,"Jobs launched without this option do not have an extern step, so pam_slurm_adopt will not have access to those jobs.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
246,1270,doc_732b,doc_732b_sent_00023,"PAM Configuration
Add the following line to the appropriate file in /etc/pam.d, such as system-auth or sshd (you may use either the ""required"" or ""sufficient"" PAM control flag):
account required pam_slurm_adopt.so
The order of plugins is very important. pam_slurm_adopt.so should be the last PAM module in the account stack. Included files such as common-account should normally be included before pam_slurm_adopt.",6759,pam configuration,add,2913,line,3,0,1,17,9,15,1,configures,"The sentence states that the 'following line' should be 'added' to the PAM configuration file, implying a configuration relationship.",Add the following line to the appropriate file in /etc/pam.d: account required pam_slurm_adopt.so,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
247,1273,doc_732b,doc_732b_sent_00035,"Administrative Access Configuration
pam_slurm_adopt will always allow the root user access, and will do so even before checking for slurm configuration.",2141,pam_slurm_adopt,allow,4174,access,5,0,1,3,3,3,1,unknown,The sentence states that pam_slurm_adopt 'allows' the root user 'access'.,"pam_slurm_adopt will always allow the root user access, and will do so even before checking for slurm configuration.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
248,1288,doc_e992,doc_e992_sent_00011,Slurm will use this string to identify the plugin to end users.,50,slurm,use,439,string,3,0,1,63,35,45,1,uses,The sentence states that Slurm 'uses' a string to identify the plugin.,Slurm will use this string to identify the plugin to end users.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
249,1299,doc_8ca0,doc_8ca0_sent_00001,"Slurm provides an integrated mechanism for nodes being suspended (powered down, placed into power saving mode) and resumed (powered up, restored from power saving mode) on demand or by request.",50,slurm,provide,2762,mechanism,7,0,1,42,27,28,1,unknown,"The sentence states that Slurm 'provides' a mechanism, which matches the 'provides' relation.",Slurm provides an integrated mechanism for nodes being suspended and resumed.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
250,1303,doc_8ca0,doc_8ca0_sent_00029,This program may use the scontrol show nodename command to ensure that a node has booted and the slurmd daemon started.,1780,program,use,900,command,3,0,1,63,35,45,1,uses,"The sentence states that the program'may use' the command, which is a clear use relation.",This program may use the scontrol show nodename command to ensure that a node has booted and the slurmd daemon started.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
251,1307,doc_8ca0,doc_8ca0_sent_00042,The sbatch command can use the --wait-all-nodes option to override this configuration parameter.,903,sbatch command,use,205,parameter,3,0,1,63,35,45,1,uses,The sentence states that 'The sbatch command can use the --wait-all-nodes option to override this configuration parameter.',The sbatch command can use the --wait-all-nodes option to override this configuration parameter.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
252,1315,doc_8ca0,doc_8ca0_sent_00080,"State
Nodes which are to be added on demand should have a state of CLOUD.",285,node,have,716,state,4,0,1,130,52,72,1,unknown,The sentence states that 'Nodes which are to be added on demand should have a state of CLOUD'. This implies that nodes have a state.,State Nodes which are to be added on demand should have a state of CLOUD.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
253,1317,doc_8ca0,doc_8ca0_sent_00103,"Node Lifecycle
When Slurm is configured for Power Saving operation, nodes have an expanded set of states associated with them.",8097,node lifecycle,have,5749,set,4,0,1,130,52,72,1,unknown,"The sentence states that nodes 'have' an expanded set of states, which is a form of 'have' relation.","When Slurm is configured for Power Saving operation, nodes have an expanded set of states associated with them.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
