head_text,head_canonical_id,frequency,example_terms_json
network,6956,16,"[""network switch"", ""AccountingStoragePort network port SlurmDBD"", ""network problem"", ""network switches"", ""network configuration problem"", ""network topology information"", ""accountingstorageport network port slurmdbd"", ""network configuration problems"", ""local slurmstepd process alternate network"", ""SystemFailure Failure Slurm system file system network"", ""systemfailure failure slurm system file system network"", ""network topology"", ""system dragonfly network configure slurm topologyplugin"", ""systems dragonfly network configure Slurm TopologyPlugin"", ""network address slurm.conf""]"
count,688,15,"[""Slurm lower core count"", ""count leaf switch dragonfly group slurm"", ""multiple jobs count"", ""slurm.conf job core specialization count"", ""Slurm license count"", ""job count"", ""maximum job count"", ""cpu count"", ""slurm low core count"", ""node slurm.conf file CoreSpecCount"", ""slurm license count"", ""specific count leaf switches Dragonfly group Slurm"", ""CPU count"", ""thread count"", ""node count""]"
application,1555,15,"[""good performance application slurm"", ""Slurm multithreaded application"", ""api application program interface slurm code"", ""user application Slurm"", ""api Application Program Interfaces Slurm code"", ""machine user application"", ""type application hint slurm multi core support"", ""slurm multithreaded application"", ""default application"", ""types application hints Slurm multi core support"", ""application slurm upgrade unlikely event"", ""application Slurm upgrade unlikely event"", ""user application slurm"", ""application json"", ""libslurm.so.x.y.z reference application""]"
runtime,,15,"[""runtime possible slurm"", ""runtime behavior slurm job launch additional documentation"", ""runtime behavior Slurm job launch Additional documentation"", ""OCI runtime"", ""OCI Runtime Specification"", ""configuration oci runtime"", ""Slurm poll OCI runtime"", ""scrunan oci runtime proxy slurm"", ""scrunAn OCI runtime proxy slurm"", ""runtime authtype keyword slurm configuration file"", ""default runtime slurm"", ""oci runtime specification"", ""oci runtime"", ""slurm poll oci runtime"", ""runtime AuthType keyword Slurm configuration file""]"
implementation,2398,15,"[""detail slurm implementation gre support"", ""MPI implementation appropriate Slurm plugin"", ""internal pmi implementation"", ""mpi implementation slurm mpi plugin"", ""limitation slurm oci container implementation"", ""MPI implementation"", ""ndb slurmdbd mysql implementation"", ""details Slurm implementation GRES support"", ""mpi implementation appropriate slurm plugin"", ""mpi implementation"", ""NDB SlurmDBD MySQL implementation"", ""current implementation mpi interface slurm"", ""limitations Slurm OCI container implementation"", ""current implementation MPI interfaces Slurm"", ""internal PMI implementation""]"
output,1493,15,"[""job slurm job id standard output"", ""job standard output"", ""default output file format job array slurm %a_%a.out"", ""job Slurm job ID standard output"", ""log output slurmrestd"", ""async output"", ""openapi output"", ""default output file format job array slurm-%A_%a.out"", ""Log output slurmrestd"", ""output format"", ""OpenAPI output"", ""output color"", ""output formats"", ""squeue output"", ""log output slurmrestd path socket""]"
effect,144,14,"[""slurmctld changes effect"", ""limit effect slurmd daemon spawned job"", ""ulimit value effect slurmctld daemon"", ""option effect slurmctld restart"", ""scontrol reconfig effect"", ""Slurm control daemons clusters effect"", ""slurm control daemon cluster effect"", ""SlurmDBD change effect"", ""slurmctld change effect"", ""ulimit values effect slurmctld daemon"", ""slurmctld restart Reconfiguration SIGHUP sufficient effect"", ""slurmdbd change effect"", ""effect downtime slurmctld slurmd daemon"", ""slurmctld restart reconfiguration sighup sufficient effect""]"
specification,496,14,"[""specification target slurmrestd daemon"", ""numeric range specification"", ""OCI Runtime Specification"", ""quality service qos specification slurm database"", ""node name specification nodename slurm tool"", ""openapi specification oas"", ""OpenAPI Specification OAS"", ""openapi specification"", ""specification srun option"", ""slurm plugin api following specification"", ""job specification"", ""oci runtime specification"", ""burst buffer size specification slurm"", ""OpenAPI specification""]"
pmi,2226,14,"[""mpi pmi2 pmi"", ""internal pmi implementation"", ""slurm pmi 1 pmi 2 library licensing reason"", ""pointing slurm pmi"", ""pmi library"", ""pmi 1 slurm api function"", ""pmi 2 library api"", ""rank pmi slurmstepd"", ""pmi 1 pmi 2 pmix"", ""link instruction variety mpi pmi slurm"", ""slurm pmi 1 pmi"", ""openmpi mvapich2 link slurm pmi"", ""slurm pmi"", ""node slurm pmi 2 library""]"
pam_slurm_adopt,2141,14,"[""options end pam_slurm_adopt line appropriate file"", ""selinux pam_slurm_adopt documentation hint working"", ""option extern step pam_slurm_adopt access job"", ""option extern step pam_slurm_adopt access jobs"", ""pam_access pam_slurm_adopt"", ""pam_slurm_adopt user process"", ""pam_slurm_adopt module"", ""module pam_slurm_adopt"", ""process adoption pam_slurm_adopt"", ""default pam_slurm_adopt"", ""option end pam_slurm_adopt line appropriate file"", ""SELinux pam_slurm_adopt documentation hints working"", ""account entry pam_slurm_adopt"", ""modules pam_slurm_adopt""]"
field,1224,14,"[""field modified.components.schema"", ""missing field"", ""field added.components.schema"", ""Field added.components.schemas"", ""field changed.components.schema"", ""requestbody field"", ""slurm_job_extra extra field"", ""SLURM_JOB_EXTRA Extra field"", ""modified field"", ""exit field slurm db job record sjobexitmod"", ""Field modified.components.schemas"", ""requestBody field"", ""Field changed.components.schemas"", ""field interest""]"
address,5488,14,"[""address host slurmdbd"", ""address host SlurmDBD"", ""slurmd accessible ip address user"", ""address computer"", ""slurmd accessible IP address user"", ""slurmd port particular ip address"", ""node nodeaddr ip address slurm"", ""node NodeAddr IP address Slurm"", ""node address registration slurm communication"", ""node address registration Slurm communications"", ""slurmd port particular IP address"", ""correct ip address"", ""correct IP address"", ""network address slurm.conf""]"
array,4547,14,"[""array ID"", ""job job array environment variable slurm_array_task_id"", ""element job array"", ""job job array"", ""task job array"", ""subsequent loops array"", ""default output file format job array slurm-%A_%a.out"", ""subsequent loop array"", ""job array index"", ""tasks job array"", ""job array"", ""default output file format job array slurm %a_%a.out"", ""Jobs job array environment variable SLURM_ARRAY_TASK_ID"", ""array id""]"
performance,1660,13,"[""minimal improvement performance SlurmDBD"", ""slurmctld performance slurmctld"", ""statistics Slurm scheduling performance"", ""performance metrics Slurm"", ""mpi performance"", ""statistic slurm scheduling performance"", ""good performance applications Slurm"", ""slurm performance"", ""MPI performance"", ""performance metric slurm"", ""Slurm performance"", ""good performance application slurm"", ""minimal improvement performance slurmdbd""]"
gre,1800,13,"[""detail slurm implementation gre support"", ""cpu mem gre"", ""slurmctld daemon maintain gre information data structure"", ""memory slurm generic resource gre option hbm"", ""gre request"", ""gre gpu configuration"", ""gre gpu"", ""gre slurm.conf mig regular gpu"", ""aggregate gre"", ""aggregate gre limit"", ""slurmctld gre"", ""slurm gre hbm"", ""slurmctld daemon gre information job""]"
topology,7004,13,"[""topology tree plugin slurm"", ""string topology"", ""topology tree plugin Slurm"", ""String Topology"", ""topology tree"", ""slurmd pmix client hardware topology information"", ""network topology information"", ""slurmd PMIx client hardware topology information"", ""block topology"", ""Block Topology"", ""https: github.com aws samples ec2 topology aware for slurm"", ""network topology"", ""systems dragonfly network configure Slurm TopologyPlugin""]"
lua,2827,13,"[""slurm burst_buffer datawarp burst_buffer lua plugin"", ""slurm distribution directory contrib lua"", ""lua plugin"", ""Slurm burst_buffer datawarp burst_buffer lua plugins"", ""slurm distribution directory contrib lua lua script"", ""sample lua script"", ""Sample Lua scripts"", ""Slurm burst_buffer lua"", ""slurm burst_buffer lua"", ""Slurm distribution directory contribs lua Lua script"", ""Slurm distribution directory contribs lua"", ""lua script"", ""src lua slurm_lua.c""]"
management,,13,"[""user management"", ""CPU Management Slurm Accounting"", ""cluster management"", ""Cluster Management"", ""cpu management slurm user subject limit"", ""central management daemon slurm"", ""central management daemon Slurm"", ""token management"", ""resource management node"", ""Token management"", ""cpu management slurm accounting"", ""User Management"", ""CPU management Slurm users subject limits""]"
components,,13,"[""components slurmrestd"", ""lot components Slurm cluster"", ""authentication mechanism components Slurm"", ""components schemas v0.0.41_openapi_slurmdbd_jobs_resp"", ""pam_slurm.so auth_none.so components Slurm RPM"", ""Slurm components"", ""additional components core Slurm components"", ""previous versions Slurm similar components Slurm"", ""communications Slurm components"", ""components Slurm"", ""changes optional slurm components"", ""components job"", ""authentication method communications Slurm components""]"
size,,13,"[""burst buffer size specification slurm"", ""database reasonable size slurmdbd"", ""job size factor"", ""memory usage slurmctld DBD Agent queue size"", ""job size"", ""SLURM_RLIMIT_FSIZE Resource limit maximum size files job"", ""memory usage slurmctld dbd agent queue size"", ""Burst Buffers size specifications Slurm"", ""size jobs"", ""size job"", ""Job Size Factor"", ""size time limit"", ""slurm_rlimit_fsize resource limit maximum size file job""]"
gres.conf,1944,13,"[""Type File gres.conf"", ""AutoDetect disabled gres.conf"", ""autodetect disabled gres.conf"", ""slurm.conf gres.conf gpu type"", ""configuration slurm gres.conf file"", ""excerpt example slurm.conf gres.conf"", ""configurations Slurm gres.conf file"", ""flag autodetect option gres.conf"", ""slurm.conf gres.conf GPU Type"", ""gres.conf file"", ""type file gres.conf"", ""Flags AutoDetect options gres.conf"", ""configuration gres.conf file""]"
logging,,12,"[""SlurmctldDebug detailed logging"", ""verbose logging actions slurmd daemon"", ""Event Logging"", ""slurmddebug detailed logging"", ""Process ID Logging"", ""verbose logging action slurmd daemon"", ""Job Completion Logging"", ""SlurmdDebug detailed logging"", ""slurmctlddebug detailed logging"", ""process id logging"", ""job completion logging"", ""event logging""]"
licenses,,12,"[""v0.0.43 licenses Slurm"", ""Integer Number licenses"", ""Local Licenses Local licenses local cluster slurm.conf"", ""actual license use Slurm licenses"", ""Licenses configuration parameter slurm.conf file"", ""Licenses Slurm"", ""slurm.conf Licenses option"", ""Licenses job"", ""Remote licenses"", ""remote licenses Slurm"", ""aggregate Licenses"", ""list licenses""]"
changes,,12,"[""slurmctld changes effect"", ""major changes Slurm functionality"", ""changes container filesystem"", ""functions changes Slurm functions plugin"", ""state changes"", ""changes different Slurm versions"", ""configuration changes"", ""failures changes arguments"", ""changes configuration file scontrol reconfig slurmd restart"", ""changes optional slurm components"", ""Slurm new features release changes"", ""slurmctld changes""]"
functions,,12,"[""API Functions"", ""PMI-1 Slurm API functions"", ""functions changes Slurm functions plugin"", ""Slurm functions"", ""init fini functions"", ""Slurm daemons commands API functions"", ""cluster workload manager Slurm key functions"", ""slurm_bb_job_process slurm_bb_pools slurm_bb_paths functions"", ""common General purpose functions widespread use Slurm"", ""functions burst_buffer.lua"", ""access data structures functions slurmctld daemon"", ""result functions""]"
pmix,2164,12,"[""slurm pmix"", ""pmix pmix security domain slurm authentication issue"", ""slurmd pmix client hardware topology information"", ""building slurm pmix support"", ""number node directory slurm pmix plugin"", ""behavior slurm pmix plugin"", ""pmi 1 pmi 2 pmix"", ""multi instance gpu slurm pmix"", ""slurm support pmix"", ""testing slurm pmix"", ""slurm pmix gpu use client"", ""pmix v4 container""]"
line,2913,12,"[""options end pam_slurm_adopt line appropriate file"", ""node line slurm.conf cloud node"", ""command line option"", ""command line"", ""slurm.conf acct freq option command line"", ""configure line"", ""slurm.conf --acct freq option command line"", ""line slurm.conf"", ""Sample execute line"", ""option end pam_slurm_adopt line appropriate file"", ""sample execute line"", ""nodename line""]"
module,3556,12,"[""pam module pluggable authentication module available slurm"", ""pam module"", ""slurm pam module"", ""pyslurm python cython module"", ""module option"", ""Slurm PAM module"", ""pam_slurm_adopt module"", ""module pam_slurm_adopt"", ""PAM module Pluggable Authentication Module available Slurm"", ""PySlurm Python Cython module"", ""pam_listfile module"", ""Module Options""]"
flags,,11,"[""high level flags"", ""single mask nodes Slurm high level flags"", ""behavior flags"", ""PriorityFlags"", ""Flags slurmctld"", ""MAX_TRES_GRES priority flags slurm.conf"", ""MAX_TRES priority flags slurm.conf"", ""PrologFlags"", ""DebugFlags"", ""Flags AutoDetect options gres.conf"", ""Slurm code base states state flags""]"
start,534,11,"[""start time"", ""good start"", ""earliest start time"", ""Quick Start"", ""init.d slurm start"", ""init.d slurmdbd start"", ""create start"", ""early start time"", ""quick start"", ""database start slurmctld"", ""BatchStartTime startup""]"
communications,,11,"[""hierarchical communications slurmd daemons order"", ""authentication method communications Slurm components"", ""Authentication Slurm communications"", ""communications SlurmDBD"", ""node address registration Slurm communications"", ""Slurm communications"", ""communications Slurm components"", ""ephemeral ports available Slurm communications"", ""communications Slurm releases SchedMD"", ""nodes Slurm hierarchical communications"", ""Communications slurmd daemons compute nodes slurmctld daemon""]"
requests,,11,"[""requests auth slurm"", ""job requests"", ""API requests different Slurm systems"", ""incoming requests"", ""incoming requests port"", ""submission requests"", ""incoming RPC requests slurmctld"", ""slurmctld overwhelmed requests"", ""connection requests"", ""JWT variable Slurm commands REST API requests"", ""incoming requests slurmctld""]"
partitions,,11,"[""specific partitions"", ""nodes compute resource Slurm partitions group"", ""sinfoView information Slurm nodes partitions"", ""multiple partitions"", ""partitions reservations"", ""FORCE partitions"", ""partitions state"", ""default partitions"", ""partitions PreemptMode"", ""jobs different partitions"", ""sinfo User command information Slurm nodes partitions""]"
processes,,11,"[""resources slurmstepd processes cgroup v2 slurmstepd"", ""killable processes"", ""unrelated new jobs slurmd process processes"", ""slurmctld verifies termination processes slurmd"", ""Slurm processes"", ""cgroup v1 slurmstepd processes"", ""SLURM_RLIMIT_NPROC Resource limit number processes"", ""user processes srun"", ""job processes"", ""results processes"", ""processes nodes""]"
queue,4392,11,"[""slurm scheduling queue"", ""partition queue default"", ""scheduling resource job slurm partition queue"", ""slurmdbd Agent queue slurmctld node"", ""routing queue"", ""memory usage slurmctld DBD Agent queue size"", ""Slurm scheduling queue"", ""job partition queue"", ""memory usage slurmctld dbd agent queue size"", ""slurmdbd agent queue slurmctld node"", ""scheduling resources job Slurm partition queue""]"
thread,184,10,"[""thread counts"", ""slurm multi core multi thread support documentation"", ""thread core"", ""Slurm multi core multi thread support documentation"", ""separate slurmctld thread"", ""Socket Core Thread"", ""cpu core thread"", ""socket core thread"", ""thread count"", ""separate processing thread""]"
logic,213,10,"[""gang scheduling logic"", ""scheduling logic"", ""variation Slurm Gang Scheduling logic"", ""logic slurm"", ""logic user commands slurmd daemon slurmstepd daemon"", ""variation slurm gang scheduling logic"", ""slurm job preemption logic"", ""logic Slurm"", ""Slurm job preemption logic"", ""logic user command slurmd daemon slurmstepd daemon""]"
steps,,10,"[""daemons Slurm steps"", ""multitude job steps overhead Slurm"", ""container jobs steps"", ""optional steps simultaneous upgrade slurmd systems"", ""Slurm nodes jobs job steps"", ""jobs job steps control Slurm"", ""slurmctld daemon code select plugin job steps"", ""batch interactive steps"", ""Steps shards haveSLURM_SHARDS_ON_NODE"", ""slurmd root job steps""]"
tool,1037,10,"[""version slurm configuration tool"", ""functional oci bundle generation tool slurm"", ""stubl slurm tool ubilitie"", ""node name specification nodename slurm tool"", ""stubl collection supplemental tool utility script slurm"", ""version Slurm configuration tool"", ""user tool"", ""party tool"", ""simplified version slurm configuration tool"", ""simplified version Slurm configuration tool""]"
hostname,1254,10,"[""slurmctldhost primary controller hostname"", ""SlurmctldHost Primary Controller Hostname"", ""default hostname"", ""slurmd n hostname"", ""slurmd -N hostname"", ""hostnameIntegration Podman Slurm-23."", ""hostname -s"", ""hostname s"", ""node hostname"", ""scontrol hostname""]"
cores,1564,10,"[""number cores socket"", ""cores job"", ""CPUs CoresPerSocket"", ""cores nodes"", ""Subsequent cores"", ""CPUs cores threads"", ""number cores"", ""Sockets CoresPerSocket"", ""cores socket"", ""additional cores""]"
systems,,10,"[""Linux systems"", ""larger systems"", ""API requests different Slurm systems"", ""critical file systems"", ""systems choice"", ""systems Slurm"", ""optional steps simultaneous upgrade slurmd systems"", ""systems dragonfly network configure Slurm TopologyPlugin"", ""batch systems Slurm LSF Torque"", ""multiple Slurm systems""]"
selection,,10,"[""Slurm native mode resource selection"", ""slurm native mode resource selection"", ""resource selection mechanism Slurm"", ""node selection node"", ""Resource Selection"", ""resource selection mechanism slurm"", ""selection node"", ""resource selection"", ""Selection Nodes"", ""node selection nodes""]"
termination,,10,"[""slurmctld verifies termination processes slurmd"", ""job termination"", ""srun notifie slurmctld job termination"", ""srun notifies slurmctld job termination"", ""slurmctld verifie termination process slurmd"", ""Job Termination"", ""termination slurm"", ""task termination slurmstepd notifies srun"", ""termination Slurm"", ""task termination slurmstepd notifie srun""]"
expression,4750,10,"[""job slurm hostlist expression"", ""cloud use slurm hostlist expression"", ""cloud Use Slurm hostlist expression"", ""node slurm hostlist expression format"", ""regular expression"", ""power saving mode slurm hostlist expression format"", ""job Slurm hostlist expression"", ""node range expression"", ""nodes Slurm hostlist expression format"", ""power savings mode Slurm hostlist expression format""]"
update,7652,10,"[""major slurm update"", ""automatic update slurm"", ""scontrol update"", ""scontrol update partitionname"", ""update slurm"", ""update Slurm"", ""automatic update Slurm"", ""slurm package automatic update"", ""scontrol update PartitionName"", ""node information major slurm update""]"
proxy,6631,10,"[""proxy slurmrestd client"", ""Slurm user request authentication tokens proxy"", ""proxy slurmrestd clients"", ""authenticating proxy"", ""scrunan oci runtime proxy slurm"", ""scrunAn OCI runtime proxy slurm"", ""Authenticating Proxy"", ""slurm user request authentication token proxy"", ""SlurmUser proxy user cluster"", ""slurmuser proxy user cluster""]"
epilogslurmctld,5654,9,"[""drain state epilogslurmctld"", ""kind job summary epilogslurmctld"", ""prolog prologslurmctld epilog epilogslurmctld"", ""prolog epilog prologslurmctld epilogslurmctld script"", ""epilogslurmctld option"", ""epilog epilogslurmctld"", ""signal available epilog epilogslurmctld"", ""prologslurmctld epilogslurmctld"", ""job available prolog prologslurmctld epilog epilogslurmctld""]"
types,,9,"[""MPI plugin types"", ""MPI types"", ""overview different types nodes Slurm"", ""sum TRES types"", ""types application hints Slurm multi core support"", ""types nodes"", ""media types"", ""data types"", ""GresTypes""]"
feature,638,9,"[""configless slurm feature"", ""slurm_job_constraint feature"", ""Configless Slurm feature"", ""feature node"", ""slurm new feature release change"", ""node feature"", ""list feature"", ""active feature"", ""advantage slurm feature sbatch salloc command""]"
tre,369,9,"[""tre type"", ""sum global tre"", ""job tre group"", ""billing tre"", ""job tre usage"", ""string tre"", ""tre minute limit"", ""sum tre type"", ""billable tre""]"
functionality,72,9,"[""accounting support basic slurm functionality"", ""accounting support basic Slurm functionality"", ""major changes Slurm functionality"", ""slurmdbd functionality cluster"", ""current Slurm functionality"", ""Code Docker functionality Shifter SLURM"", ""code docker functionality shifter slurm"", ""current slurm functionality"", ""major change slurm functionality""]"
clusters,,9,"[""clusters common database"", ""Slurm control daemons clusters effect"", ""SlurmUser ID clusters"", ""larger clusters"", ""clusters federation"", ""jobs clusters"", ""SlurmUser clusters"", ""large clusters SlurmdTimeout"", ""familiar Slurm mode operation Linux clusters""]"
frequency,,9,"[""CPU Frequency"", ""EnergyIPMIFrequency acct_gather.conf"", ""cpu frequency job"", ""GPU frequency"", ""JobAcctGatherType JobAcctGatherFrequency parameters"", ""cpu frequency"", ""CPU frequency jobs"", ""gpu frequency"", ""JobAcctGatherType JobAcctGatherFrequency""]"
completion,4068,9,"[""database Job completion"", ""completion UsageFactor"", ""database job completion"", ""completion usagefactor"", ""accounting information slurmdbd job completion record"", ""job completion"", ""Job Completion Logging"", ""job completion logging"", ""accounting information SlurmDBD job completion records""]"
interest,,9,"[""Options interest"", ""information interest format"", ""option interest"", ""slurmdlogfile node interest"", ""fields interest"", ""node interest"", ""SlurmdLogFile nodes interest"", ""field interest"", ""nodes interest""]"
timeout,5162,9,"[""ResumeTimeout"", ""SlurmdTimeout SlurmctldTimeout"", ""preferred SlurmdTimeout"", ""SuspendTimeout"", ""large clusters SlurmdTimeout"", ""SlurmdTimeout seconds Slurm controller waits slurmd"", ""preferred SlurmdTimeout SlurmctldTimeout"", ""configuration parameter SlurmdTimeout"", ""SlurmdTimeout""]"
tree,3280,9,"[""Fair Tree"", ""Fair Tree algorithm"", ""topology tree plugin slurm"", ""fair tree"", ""topology tree plugin Slurm"", ""topology tree"", ""association tree"", ""fair tree algorithm"", ""tree slurmd""]"
kernel,11594,9,"[""kernel Slurm"", ""kernel modification operation"", ""local slurmd kernel"", ""kernel modifications operation"", ""Linux kernel"", ""kernel slurm"", ""slurmrestd supports UNIX domain sockets kernel"", ""slurmrestd support unix domain socket kernel"", ""linux kernel""]"
install,1217,9,"[""pkg install slurm wlm"", ""build install"", ""ports sysutils slurm wlm install"", ""install slurm"", ""slurm install"", ""Slurm install"", ""port sysutil slurm wlm install"", ""Build Install"", ""Install Slurm""]"
problem,1701,9,"[""problem version slurm"", ""short outage slurmdbd problem slurmctld"", ""file system problem"", ""network problem"", ""problem slurmdbd"", ""networking configuration problem"", ""problem slurmd.log file information"", ""problem version Slurm"", ""network configuration problem""]"
share,15,8,"[""Slurm fair share factor"", ""FairShare"", ""slurm fair share formula"", ""fair share"", ""slurm fair share factor"", ""total number share"", ""fair share factor"", ""Slurm Fair Share Formula""]"
detail,2171,8,"[""detail slurm implementation gre support"", ""consumable resource slurm detail configuration"", ""man page detail"", ""slurmctld section detail"", ""level detail"", ""slurm.conf man page specific detail"", ""man slurm.conf man scontrol detail"", ""man page slurm.conf detail new syntax""]"
int,490,8,"[""slurmd joule format int"", ""format int"", ""job format int"", ""integer tcp port number slurmd format int"", ""Integer Slurm numeric error identifier format int"", ""slurmd joules format int"", ""integer slurm numeric error identifier format int"", ""Integer TCP port number slurmd format int""]"
features,,8,"[""SLURM_JOB_CONSTRAINTS Features"", ""advantage Slurm features sbatch salloc commands"", ""node features"", ""list features"", ""features node"", ""active features"", ""Slurm new features release changes"", ""NodeFeaturesPlugins""]"
execution,1781,8,"[""job execution"", ""execution CLI"", ""SlurmDBD execution"", ""slurmdbd execution"", ""execution cli"", ""execution Slurm"", ""execution slurm"", ""execution time""]"
setup,1892,8,"[""auth slurm single key setup"", ""Slurm Refer official documentation initial setup"", ""Setup procedure"", ""slurm ha setup"", ""Slurm HA setup"", ""slurm.conf important non dynamic setup slurm.conf"", ""slurm refer official documentation initial setup"", ""setup procedure""]"
integration,,8,"[""MPICH Slurm integration"", ""integration slurm with slurm"", ""hostnameIntegration Podman Slurm-23."", ""mpich slurm integration"", ""integration Slurm Torque resource managers"", ""integration Slurm --with slurm"", ""party integration"", ""integration slurm torque resource manager""]"
rpm,6769,8,"[""slurmrestd deb rpm package"", ""slurm pam_slurm rpm"", ""slurmdbd slurm plugin rpm"", ""slurm slurm slurmdbd rpm server slurmdbd"", ""slurm rpm slurm libpmi package"", ""pam_slurm.so auth_none.so component slurm rpm"", ""command contrib torque distribution slurm torque rpm"", ""rpm slurm slurm slurmrestd""]"
context,2402,8,"[""current context Slurm controller context"", ""context job"", ""access context time munge slurm user security"", ""force specific context"", ""Force specific context"", ""SELinux context Slurm accounting"", ""current context slurm controller context"", ""selinux context slurm accounting""]"
software,1042,8,"[""Slurm operating system component software"", ""Slurm free software"", ""slurm cray datawarp software"", ""slurm free software"", ""slurmdbd software"", ""slurm operating system component software"", ""free software"", ""Slurm Cray Datawarp software""]"
libexec,,8,"[""slurm/17.02 libexec"", ""define x11_libexec_prog opt slurm 17.02 libexec slurm"", ""define X11_LIBEXEC_PROG /opt slurm/17.02 libexec slurm"", ""slurm spank x11 /opt slurm/17.02 libexec"", ""slurm 17.02 libexec"", ""X11_LIBEXEC_PROG /opt slurm/17.02 libexec slurm"", ""x11_libexec_prog /opt slurm/17.02 libexec slurm"", ""slurm spank x11 opt slurm 17.02 libexec""]"
administrator,4825,7,"[""slurm administrator information"", ""system administrator"", ""slurm operator administrator"", ""slurm user administrator"", ""Slurm administrator information"", ""slurm system administrator discussion community"", ""service administrator""]"
records,,7,"[""records database"", ""job records"", ""accounting records"", ""jobs slurmctld daemon records point time"", ""DNS SRV records"", ""Additional job records"", ""accounting information SlurmDBD job completion records""]"
details,,7,"[""slurmctld section details"", ""man pages slurm.conf details new syntax"", ""man slurm.conf man scontrol details"", ""details Slurm implementation GRES support"", ""Consumable Resources Slurm details configuration"", ""man page details"", ""slurm.conf man page specific details""]"
rpc,346,7,"[""slurmd source node login node well rpc"", ""datum slurm control daemon rpc"", ""optional support tls encryption slurm rpc traffic"", ""rpc slurmctld daemon"", ""incoming rpc request slurmctld"", ""epilog_complete rpc slurmctld daemon"", ""integer number rpc""]"
message,719,7,"[""message slurmctld daemon command version 23.11.x 23.02.x"", ""verbosity debug message"", ""undelivered message resilient slurmctld restart"", ""message slurmctld daemon"", ""plugin state file slurm statesavelocation message"", ""error message"", ""integer number message slurmdbd""]"
permission,6661,7,"[""permission user"", ""special user permission"", ""slurm user special permission"", ""slurmuser appropriate permission"", ""permission slurmuser core file"", ""slurmrestd service permission parent directory"", ""permission SlurmUser core file""]"
docker,1036,7,"[""docker swarm command"", ""slurm docker"", ""Slurm Docker"", ""rootless docker"", ""Rootless Docker"", ""Code Docker functionality Shifter SLURM"", ""code docker functionality shifter slurm""]"
slurm_job_id,1300,7,"[""printenv slurm_job_id"", ""slurm_job_id job id"", ""result task low slurm_job_id high slurm_array_task_id"", ""resource allocation environment variable slurm_job_id"", ""print slurm_job_id"", ""slurm_job_id environment variable order srun command"", ""addition slurm_job_id environment variable""]"
token,1481,7,"[""token slurm"", ""slurmuser root user token"", ""jwt header x slurm user token"", ""x slurm user token"", ""token management"", ""slurm user request authentication token proxy"", ""Token management""]"
processor,3412,7,"[""individual processor allocation"", ""processor information number"", ""task specific processor"", ""knl processor"", ""logical processor"", ""c0 c1 processor"", ""KNL processor""]"
structures,,7,"[""Data Structures"", ""function access slurmctld global data structures"", ""slurmctld daemon maintains GRES information data structures"", ""data structures slurmctld daemon"", ""Slurm data structures node"", ""access data structures functions slurmctld daemon"", ""minimal dependencies Slurm data structures""]"
startup,3904,7,"[""cloud information slurmd startup"", ""batchstarttime startup"", ""invalid slurm_jwt environment variable startup"", ""invalid SLURM_JWT environment variable startup"", ""slurmd startup"", ""information slurmd startup"", ""BatchStartTime startup""]"
conf,11080,7,"[""slurmd conf server"", ""slurmd conf server option"", ""Config files SlurmdSpoolDir conf"", ""run slurm conf"", ""config file slurmdspooldir conf"", ""slurmd z conf option slurmd"", ""slurm config file run slurm conf""]"
algorithm,3273,7,"[""fit algorithm"", ""Fair Tree algorithm"", ""slow scheduling algorithm slurm"", ""slower scheduling algorithm Slurm"", ""fair tree algorithm"", ""define algorithm"", ""Define algorithm""]"
spec,,7,"[""resources TaskPluginParam SlurmdOffSpec"", ""v0.0.41 s slurmdbd slurmctld generate openapi spec"", ""slurmrestd generate openapi spec"", ""v0.0.41 -s slurmdbd slurmctld --generate openapi spec"", ""slurmrestd --generate openapi spec"", ""node slurm.conf file CoreSpecCount"", ""AllowSpecResourcesUsage""]"
period,7861,7,"[""PriorityCalcPeriod"", ""SlurmctldHost primary returns service brief period"", ""workload maintenance period"", ""current measurement period"", ""slurmctldhost primary return service brief period"", ""time period"", ""measurement period""]"
base,,7,"[""plugin Slurm code base"", ""c file slurm code base"", ""plugin slurm code base"", ""C file Slurm code base"", ""slurm code base state state flag"", ""Slurm code base states state flags"", ""optional slurmdbd Slurm DataBase Daemon""]"
burst_buffer.conf,6301,7,"[""GetSysState burst_buffer.conf"", ""GetSysStatus burst_buffer.conf"", ""directive option burst_buffer.conf"", ""getsysstate burst_buffer.conf"", ""Directive option burst_buffer.conf"", ""getsysstatu burst_buffer.conf"", ""burst_buffer.confSlurm""]"
indication,,7,"[""log file slurmctldlog slurm.conf file indication"", ""file slurmctldlog slurmdlog slurm.conf file indication"", ""files SlurmctldLog SlurmdLog slurm.conf file indication"", ""log file SlurmdLog slurm.conf file indication"", ""log file slurmdlog slurm.conf file indication"", ""log file indication"", ""log file SlurmctldLog slurm.conf file indication""]"
machines,,6,"[""typical cluster slurmctld slurmdbd separate machines"", ""Control Machines"", ""key machines"", ""Compute Machines"", ""memory machines"", ""machines user applications""]"
json,8388,6,"[""json string slurm serialization plugin"", ""json c"", ""import json"", ""json c library"", ""plugin serializer json"", ""application json""]"
index,,6,"[""slurm index"", ""jobs slurm index"", ""Delete slurm index caution"", ""job slurm index"", ""job array index"", ""delete slurm index caution""]"
