id,src_taxonomy_id,child_canonical_id,child_canonical_term,proposed_parent_head_text,proposed_parent_canonical_id,proposed_parent_canonical_term,llm_accept,llm_best_parent,llm_best_parent_canonical_id,llm_best_parent_canonical_term,llm_confidence,llm_reason,candidates_json,evidence_json,created_at
309,1608,8450,memory usage slurmctld dbd agent queue size,size,,size,1,size,,size,0.25,LLM parse failed; fallback decision.,"[""size"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]",[],2026-01-15T09:24:20Z
310,1609,8452,slurmdb url path,path,1174,path,1,path,1174,path,0.25,LLM parse failed; fallback decision.,"[""path"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]",[],2026-01-15T09:24:20Z
311,1613,8462,slurmdbd daemon binary library systemd unit file,file,59,file,1,file,59,file,0.25,LLM parse failed; fallback decision.,"[""file"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]",[],2026-01-15T09:24:20Z
312,1620,8484,optional step simultaneous upgrade slurmd system,system,1285,system,1,system,1285,system,0.25,LLM parse failed; fallback decision.,"[""system"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]",[],2026-01-15T09:24:20Z
313,1623,8490,slurmd daemon systemd service file,file,59,file,1,file,59,file,0.25,LLM parse failed; fallback decision.,"[""file"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]",[],2026-01-15T09:24:20Z
314,1627,8499,slurmd daemon systemd unit file,file,59,file,1,file,59,file,0.25,LLM parse failed; fallback decision.,"[""file"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]",[],2026-01-15T09:24:20Z
315,1636,8526,version slurm unique directory,directory,1068,directory,1,directory,1068,directory,0.25,LLM parse failed; fallback decision.,"[""directory"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]",[],2026-01-15T09:24:20Z
316,1651,8563,slurm authentication type,type,706,type,1,type,706,type,0.25,LLM parse failed; fallback decision.,"[""type"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]","[""The \""munge\"" service should be running on any machines that need to use it for authentication. It should be enabled and started on all the machines you distributed a key to:\nsystemctl enable munge\nsystemctl start munge\nChanging the authentication mechanism requires a restart of Slurm daemons. The daemons need to be stopped before updating the slurm.conf so that client commands do not use a mechanism other than what the running daemons are expecting. Update your slurm.conf and slurmdbd.conf to use MUNGE authentication. AuthType = auth/munge\nStart the Slurm daemons back up with the appropriate method for your cluster. Slurm\nBeginning with version 23.11, Slurm has its own plugin that can create and validate credentials. It validates that the requests come from legitimate UIDs and GIDs on other hosts with matching users and groups. All hosts in the cluster must have a shared cryptographic key. Single Key Setup\nFor the authentication to happen correctly you must have a shared key on the machine running slurmctld, slurmdbd and the nodes. You can create a key file by entering your own text or by generating random data:\ndd if=/dev/random of=/etc/slurm/slurm.key bs=1024 count=1\nThe slurm.key or slurm.jwks should be owned by SlurmUser and should not be readable or writable by other users. This example assumes the SlurmUser is 'slurm':\nchown slurm:slurm /etc/slurm/slurm.key\nchmod 600 /etc/slurm/slurm.key\nDistribute the key file to the machines on the cluster. It needs to be on the machines running slurmctld, slurmdbd, slurmd and sackd. Update your slurm.conf and slurmdbd.conf to use the Slurm authentication type.\nslurm.conf:\nAuthType = auth/slurm\nCredType = cred/slurm\nslurmdbd.conf:"", ""Update your slurm.conf and slurmdbd.conf to use the Slurm authentication type.\nslurm.conf:\nAuthType = auth/slurm\nCredType = cred/slurm\nslurmdbd.conf: AuthType = auth/slurm\nIf not using systemd, create the runtime directories. (Systemd takes care of this automatically if you're starting the daemons using the provided service files). mkdir /run/slurmctld /run/slurmdbd\nchown slurm:slurm /run/slurmctld /run/slurmdbd\nStart the daemons back up with the appropriate method for your cluster. Beginning with version 24.05, you may alternatively create a slurm.jwks file with multiple keys defined. The slurm.jwks file aids with key rotation, as the cluster does not need to be restarted at once when a key is rotated. Instead, an scontrol reconfigure is sufficient. There are no slurm.conf parameters required to use the slurm.jwks file, instead, the presence of the slurm.jwks file enables this functionality. If the slurm.jwks is not present or cannot be read, the cluster defaults to the slurm.key. Multiple Key Setup\nSetup for multiple keys is very similar to the single key setup with the exception of a richer key file. The key file is composed of one jwks-esque \""keys\"" list, with a number of \""key\"" entries into this list. The key entries have many different fields. An example file is below. \""keys\"": [\n \""kid\"": \""key-identifier\"",\n \""k\"": \""VGhlIGtleSBiZWxvdyBtZSBuZXZlciBsaWVz\"",\n },\n \""kid\"": \""key-identifier-2\"",\n \""k\"": \""VGhlIGtleSBhYm92ZSBtZSBhbHdheXMgbGllcw==\"",\n \""use\"": \""default\""\n }\n ]\n}""]",2026-01-15T09:24:20Z
317,1657,8574,slurm.jwks file,file,59,file,1,file,59,file,0.25,LLM parse failed; fallback decision.,"[""file"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]","[""Update your slurm.conf and slurmdbd.conf to use the Slurm authentication type.\nslurm.conf:\nAuthType = auth/slurm\nCredType = cred/slurm\nslurmdbd.conf: AuthType = auth/slurm\nIf not using systemd, create the runtime directories. (Systemd takes care of this automatically if you're starting the daemons using the provided service files). mkdir /run/slurmctld /run/slurmdbd\nchown slurm:slurm /run/slurmctld /run/slurmdbd\nStart the daemons back up with the appropriate method for your cluster. Beginning with version 24.05, you may alternatively create a slurm.jwks file with multiple keys defined. The slurm.jwks file aids with key rotation, as the cluster does not need to be restarted at once when a key is rotated. Instead, an scontrol reconfigure is sufficient. There are no slurm.conf parameters required to use the slurm.jwks file, instead, the presence of the slurm.jwks file enables this functionality. If the slurm.jwks is not present or cannot be read, the cluster defaults to the slurm.key. Multiple Key Setup\nSetup for multiple keys is very similar to the single key setup with the exception of a richer key file. The key file is composed of one jwks-esque \""keys\"" list, with a number of \""key\"" entries into this list. The key entries have many different fields. An example file is below. \""keys\"": [\n \""kid\"": \""key-identifier\"",\n \""k\"": \""VGhlIGtleSBiZWxvdyBtZSBuZXZlciBsaWVz\"",\n },\n \""kid\"": \""key-identifier-2\"",\n \""k\"": \""VGhlIGtleSBhYm92ZSBtZSBhbHdheXMgbGllcw==\"",\n \""use\"": \""default\""\n }\n ]\n}"", ""This field is optional. Once the slurm.jwks file has been created, use the same process for setting up auth/slurm as in the single key setup, except use the slurm.jwks file instead of the slurm.key file. If the cluster does not have access to consistent user ids from LDAP or the operating system, you can use the use_client_ids option to allow it to use the Slurm authentication mechanism. SACK\nSlurm's internal authentication makes use of a subsystem — the Slurm Auth and Cred Kiosk (SACK) — that is responsible for handling requests from the auth/slurm and cred/slurm plugins. This subsystem is automatically started and managed internally by the slurmctld, slurmdbd, and slurmd daemons on each system with no need to run a separate daemon. For login nodes not running one of these Slurm daemons, the sackd daemon should be run to allow the Slurm client commands to authenticate to the rest of the cluster. This daemon can also manage cached configuration files for configless environments. Beginning with version 25.05, it's possible for multiple sackd daemons to co-exist on the same login node by changing the RuntimeDirectory option in separate systemd service files. Clients can authenticate against different sackd daemons on the same login node by managing the SLURM_CONF environment variable to point at the different cluster configuration files. Refer to the sackd(8) manual for more information. JWT\nSlurm can be configured to use JSON Web Tokens (JWT) for authentication purposes. This is configured with the AuthAltType parameter and is used only for client to server communication. You can read more about this authentication mechanism and how to install it here.""]",2026-01-15T09:24:20Z
318,1658,8575,presence slurm.jwks file,file,59,file,1,file,59,file,0.25,LLM parse failed; fallback decision.,"[""file"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]",[],2026-01-15T09:24:20Z
319,1661,8595,slurm.key file,file,59,file,1,file,59,file,0.25,LLM parse failed; fallback decision.,"[""file"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]","[""This field is optional. Once the slurm.jwks file has been created, use the same process for setting up auth/slurm as in the single key setup, except use the slurm.jwks file instead of the slurm.key file. If the cluster does not have access to consistent user ids from LDAP or the operating system, you can use the use_client_ids option to allow it to use the Slurm authentication mechanism. SACK\nSlurm's internal authentication makes use of a subsystem — the Slurm Auth and Cred Kiosk (SACK) — that is responsible for handling requests from the auth/slurm and cred/slurm plugins. This subsystem is automatically started and managed internally by the slurmctld, slurmdbd, and slurmd daemons on each system with no need to run a separate daemon. For login nodes not running one of these Slurm daemons, the sackd daemon should be run to allow the Slurm client commands to authenticate to the rest of the cluster. This daemon can also manage cached configuration files for configless environments. Beginning with version 25.05, it's possible for multiple sackd daemons to co-exist on the same login node by changing the RuntimeDirectory option in separate systemd service files. Clients can authenticate against different sackd daemons on the same login node by managing the SLURM_CONF environment variable to point at the different cluster configuration files. Refer to the sackd(8) manual for more information. JWT\nSlurm can be configured to use JSON Web Tokens (JWT) for authentication purposes. This is configured with the AuthAltType parameter and is used only for client to server communication. You can read more about this authentication mechanism and how to install it here.""]",2026-01-15T09:24:20Z
320,1669,8641,memory slurm generic resource gre option hbm,hbm,,hbm,1,hbm,,hbm,0.25,LLM parse failed; fallback decision.,"[""hbm"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]",[],2026-01-15T09:24:20Z
321,1670,8642,slurm gre hbm,hbm,,hbm,1,hbm,,hbm,0.25,LLM parse failed; fallback decision.,"[""hbm"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]",[],2026-01-15T09:24:20Z
322,1671,8645,mem_sort option slurm.conf file,file,59,file,1,file,59,file,0.25,LLM parse failed; fallback decision.,"[""file"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]",[],2026-01-15T09:24:20Z
323,1675,8666,minute time limit,limit,64,limit,1,limit,64,limit,0.25,LLM parse failed; fallback decision.,"[""limit"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]","[""Sorting of the free cache pages at step startup using Intel's zonesort module can be configured as the default for all steps using the \""LaunchParameters=mem_sort\"" option in the slurm.conf file. Individual job steps can enable or disable sorting using the \""--mem-bind=sort\"" or \""--mem-bind=nosort\"" command line options for srun. Sorting will be performed only for the NUMA nodes allocated to the job step. Slurm provides limited support for restricting use of HBM. At some point in the future, the amount of HBM requested by the job will be compared with the total amount of HBM and number of memory-containing NUMA nodes available on the KNL processor. The job will then be bound to specific NUMA nodes in order to limit the total amount of HBM available to the job, and thus reserve the remaining HBM for other jobs running on that KNL processor. Slurm can only support homogeneous nodes (e.g. the same number of cores per NUMA node). KNL processors with 68 cores (a subset of KNL models) will not have homogeneous NUMA nodes in snc4 mode, but each NUMA node will have either 16 or 18 cores. This will result in Slurm using the lower core count, finding a total of 256 threads rather than 272 threads and setting the node to a DOWN state. Accounting\nIf a node requires rebooting for a job's required configuration, the job will be charged for the resource allocation from the time of allocation through the lifetime of the job, including the time consumed for booting the nodes. The job's time limit will be calculated from the time that all nodes are ready for use. For example, a job with a 10 minute time limit may be allocated resources at 10:00:00. If the nodes require rebooting, they might not be available for use until 10:20:00, 20 minutes after allocation, and the job will begin execution at that time. The job must complete no later than 10:30:00 in order to satisfy its time limit (10 minutes after execution actually begins)."", ""Attempts by users to make use of a reservation with a floating start time will be rejected. When ready to perform the maintenance, place the node in DRAINING state and delete the previously created advanced reservation. Create the reservation by using the flag value of TIME_FLOAT and a start time that is relative to the current time (use the keyword now). The reservation duration should generally be a value which is large relative to typical job run times in order to not adversely impact backfill scheduling decisions. Alternately the reservation can have a specific end time, in which case the reservation's start time will increase through time until the reservation's end time is reached. When the current time passes the reservation end time then the reservation will be purged. In the example below, node tux8 is prevented from starting any jobs exceeding a 60 minute time limit. The duration of this reservation is 100 (minutes). $ scontrol create reservation user=operator nodes=tux8 \\\n starttime=now+60minutes duration=100 flags=time_float\nReservations that Replace Allocated Resources\nBy default, nodes in a reservation that are DOWN or DRAINED will be replaced, but not nodes that are allocated to jobs. This behavior may be explicitly requested with the REPLACE_DOWN flag. However, you may instruct Slurm to also replace nodes which are allocated to jobs with new idle nodes. This is done using the REPLACE flag as shown in the example below. The effect of this is to always maintain a constant size pool of resources. This option is not supported for reservations specifying cores which span more than one node, rather than full nodes.""]",2026-01-15T09:24:20Z
324,1678,8696,slurm intel knl system,system,1285,system,1,system,1285,system,0.25,LLM parse failed; fallback decision.,"[""system"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]",[],2026-01-15T09:24:20Z
325,1682,8743,numa mode,mode,2349,mode,1,mode,2349,mode,0.25,LLM parse failed; fallback decision.,"[""mode"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]","[""When the slurmd daemon starts on each compute node, it will update the available and active features as needed.\nFeatures which are not KNL-specific (e.g. rack number, \""knl\"", etc.) will be copied from the node's \""Features\"" configuration in \""slurm.conf\"" to both the available and active feature fields and not modified by the NodeFeatures plugin. For Dell KNL systems you must also include the SystemType=Dell option for successful operation and will likely need to increase the SyscfgTimeout to allow enough time for the command to successfully complete. Experience at one site has shown that a 10 second timeout may be necessary, configured as SyscfgTimeout=10000. Slurm does not support the concept of multiple NUMA nodes within a single socket. If a KNL node is booted with multiple NUMA, then each NUMA node will appear in Slurm as a separate socket. In the slurm.conf configuration file, set node socket and core counts to values which are appropriate for some NUMA mode to be used on the node. When the node boots and the slurmd daemon on the node starts, it will report to the slurmctld daemon the node's actual socket (NUMA) and core counts, which will update Slurm data structures for the node to the values which are currently configured. Note that Slurm currently does not support the concept of differing numbers of cores in each socket (or NUMA node). We are currently working to address these issues. Mode of Operation\nThe node's configured \""Features\"" are copied to the available and active feature fields. The node features plugin determines the node's current MCDRAM and NUMA values as well as those which are available and adds those values to the node's active and available feature fields respectively. Note that these values may not be available until the node has booted and the slurmd daemon on the compute node sends that information to the slurmctld daemon. Jobs will be allocated nodes already in the requested MCDRAM and NUMA mode if possible. If insufficient resources are available with the requested configuration then other nodes will be selected and booted into the desired configuration once no other jobs are active on the node. Until a node is idle, its configuration can not be changed. Note that node reboot time is roughly on the order of 20 minutes. Generic Cluster Configuration\nAll other clusters should have NodeFeaturesPlugins configured to \""knl_generic\"". This plugin performs all operations directly on the compute nodes using Intel's syscfg program to get and modify the node's MCDRAM and NUMA mode and uses the Linux reboot program to reboot the compute node in order for modifications in MCDRAM and/or NUMA mode to take effect. Make sure that RebootProgram is defined in the slurm.conf file."", ""This plugin performs all operations directly on the compute nodes using Intel's syscfg program to get and modify the node's MCDRAM and NUMA mode and uses the Linux reboot program to reboot the compute node in order for modifications in MCDRAM and/or NUMA mode to take effect. Make sure that RebootProgram is defined in the slurm.conf file. This plugin currently does not permit the specification of ResumeProgram, SuspendProgram, SuspendTime, etc. in slurm.conf, however that limitation may be removed in the future (the ResumeProgram currently has no means of changing the node's MCDRAM and/or NUMA mode prior to reboot). The syscfg program reports the MCDRAM and NUMA mode to be used when the node is next booted. If the syscfg program is used to modify the MCDRAM or NUMA mode of a node, but it is not rebooted, then Slurm will be making scheduling decisions based upon incorrect state information. If you want to change node state information outside of Slurm then use the following procedure:\nDrain the nodes of interest\nChange their MCDRAM and/or NUMA mode\nReboot the nodes, then\nRestore them to service in Slurm\nSample knl_generic.conf File\n# Sample knl_generic.conf\nSyscfgPath=/usr/bin/syscfg\nDefaultNUMA=a2a # NUMA=all2all\nAllowNUMA=a2a,snc2,hemi\nDefaultMCDRAM=cache # MCDRAM=cache\nSample slurm.conf File\n# Sample slurm.conf\nNodeFeaturesPlugins=knl_generic\nDebugFlags=NodeFeatures\nGresTypes=hbm\nRebootProgram=/sbin/reboot\nNodename=default Sockets=1 CoresPerSocket=68 ThreadsPerCore=4 RealMemory=128000 Feature=knl\nNodeName=nid[00000-00127] State=UNKNOWN""]",2026-01-15T09:24:20Z
326,1684,8750,node interest,interest,,interest,1,interest,,interest,0.25,LLM parse failed; fallback decision.,"[""interest"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]",[],2026-01-15T09:24:20Z
327,1685,8753,sample knl_generic.conf,type:config_file,,type:config_file,1,config_file,,config_file,0.25,LLM parse failed; fallback decision.,"[""type:config_file"", ""config_file"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""none""]","[""This plugin performs all operations directly on the compute nodes using Intel's syscfg program to get and modify the node's MCDRAM and NUMA mode and uses the Linux reboot program to reboot the compute node in order for modifications in MCDRAM and/or NUMA mode to take effect. Make sure that RebootProgram is defined in the slurm.conf file. This plugin currently does not permit the specification of ResumeProgram, SuspendProgram, SuspendTime, etc. in slurm.conf, however that limitation may be removed in the future (the ResumeProgram currently has no means of changing the node's MCDRAM and/or NUMA mode prior to reboot). The syscfg program reports the MCDRAM and NUMA mode to be used when the node is next booted. If the syscfg program is used to modify the MCDRAM or NUMA mode of a node, but it is not rebooted, then Slurm will be making scheduling decisions based upon incorrect state information. If you want to change node state information outside of Slurm then use the following procedure:\nDrain the nodes of interest\nChange their MCDRAM and/or NUMA mode\nReboot the nodes, then\nRestore them to service in Slurm\nSample knl_generic.conf File\n# Sample knl_generic.conf\nSyscfgPath=/usr/bin/syscfg\nDefaultNUMA=a2a # NUMA=all2all\nAllowNUMA=a2a,snc2,hemi\nDefaultMCDRAM=cache # MCDRAM=cache\nSample slurm.conf File\n# Sample slurm.conf\nNodeFeaturesPlugins=knl_generic\nDebugFlags=NodeFeatures\nGresTypes=hbm\nRebootProgram=/sbin/reboot\nNodename=default Sockets=1 CoresPerSocket=68 ThreadsPerCore=4 RealMemory=128000 Feature=knl\nNodeName=nid[00000-00127] State=UNKNOWN""]",2026-01-15T09:24:20Z
328,1686,8754,sample slurm.conf file,file,59,file,1,file,59,file,0.25,LLM parse failed; fallback decision.,"[""file"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]","[""--gpus-per-node=: Number of GPUs per node. --gpus-per-socket=: Number of GPUs per socket. --gpus-per-task=: Number of GPUs per task.\n--mem-per-gpu=: Amount of memory for each GPU.\nsrun's -B extension for sockets, cores, and threads is ignored within the node allocation mechanism when CR_CPU or CR_CPU_MEMORY is selected. It is used to compute the total number of tasks when -n is not specified. In the cases where Memory is a consumable resource, the RealMemory parameter must be set in the slurm.conf to define a node's amount of real memory. The job submission commands (salloc, sbatch and srun) support the options --mem=MB and --mem-per-cpu=MB, permitting users to specify the maximum amount of real memory required per node or per allocated CPU. This option is required in the environments where Memory is a consumable resource. It is important to specify enough memory since Slurm will not allow the application to use more than the requested amount of real memory. The default value for --mem is inherited from DefMemPerNode. See srun(1) for more details. Using --overcommit or -O is allowed. When the process to logical processor pinning is enabled by using an appropriate TaskPlugin configuration parameter, the extra processes will time share the allocated resources. The Consumable Trackable Resource plugin is enabled via the SelectType parameter in the slurm.conf. # Excerpt from sample slurm.conf file\nSelectType=select/cons_tres\nGeneral Comments\nSlurm's default select/linear plugin is using a best fit algorithm based on number of consecutive nodes. The select/cons_tres plugin is enabled or disabled cluster-wide."", ""This plugin performs all operations directly on the compute nodes using Intel's syscfg program to get and modify the node's MCDRAM and NUMA mode and uses the Linux reboot program to reboot the compute node in order for modifications in MCDRAM and/or NUMA mode to take effect. Make sure that RebootProgram is defined in the slurm.conf file. This plugin currently does not permit the specification of ResumeProgram, SuspendProgram, SuspendTime, etc. in slurm.conf, however that limitation may be removed in the future (the ResumeProgram currently has no means of changing the node's MCDRAM and/or NUMA mode prior to reboot). The syscfg program reports the MCDRAM and NUMA mode to be used when the node is next booted. If the syscfg program is used to modify the MCDRAM or NUMA mode of a node, but it is not rebooted, then Slurm will be making scheduling decisions based upon incorrect state information. If you want to change node state information outside of Slurm then use the following procedure:\nDrain the nodes of interest\nChange their MCDRAM and/or NUMA mode\nReboot the nodes, then\nRestore them to service in Slurm\nSample knl_generic.conf File\n# Sample knl_generic.conf\nSyscfgPath=/usr/bin/syscfg\nDefaultNUMA=a2a # NUMA=all2all\nAllowNUMA=a2a,snc2,hemi\nDefaultMCDRAM=cache # MCDRAM=cache\nSample slurm.conf File\n# Sample slurm.conf\nNodeFeaturesPlugins=knl_generic\nDebugFlags=NodeFeatures\nGresTypes=hbm\nRebootProgram=/sbin/reboot\nNodename=default Sockets=1 CoresPerSocket=68 ThreadsPerCore=4 RealMemory=128000 Feature=knl\nNodeName=nid[00000-00127] State=UNKNOWN""]",2026-01-15T09:24:20Z
329,1687,8755,sample slurm.conf,slurm.conf,1180,slurm.conf,1,config_file,,config_file,0.25,LLM parse failed; fallback decision.,"[""slurm.conf"", ""config_file"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""daemon"", ""none""]","[""--gpus-per-node=: Number of GPUs per node. --gpus-per-socket=: Number of GPUs per socket. --gpus-per-task=: Number of GPUs per task.\n--mem-per-gpu=: Amount of memory for each GPU.\nsrun's -B extension for sockets, cores, and threads is ignored within the node allocation mechanism when CR_CPU or CR_CPU_MEMORY is selected. It is used to compute the total number of tasks when -n is not specified. In the cases where Memory is a consumable resource, the RealMemory parameter must be set in the slurm.conf to define a node's amount of real memory. The job submission commands (salloc, sbatch and srun) support the options --mem=MB and --mem-per-cpu=MB, permitting users to specify the maximum amount of real memory required per node or per allocated CPU. This option is required in the environments where Memory is a consumable resource. It is important to specify enough memory since Slurm will not allow the application to use more than the requested amount of real memory. The default value for --mem is inherited from DefMemPerNode. See srun(1) for more details. Using --overcommit or -O is allowed. When the process to logical processor pinning is enabled by using an appropriate TaskPlugin configuration parameter, the extra processes will time share the allocated resources. The Consumable Trackable Resource plugin is enabled via the SelectType parameter in the slurm.conf. # Excerpt from sample slurm.conf file\nSelectType=select/cons_tres\nGeneral Comments\nSlurm's default select/linear plugin is using a best fit algorithm based on number of consecutive nodes. The select/cons_tres plugin is enabled or disabled cluster-wide."", ""This plugin performs all operations directly on the compute nodes using Intel's syscfg program to get and modify the node's MCDRAM and NUMA mode and uses the Linux reboot program to reboot the compute node in order for modifications in MCDRAM and/or NUMA mode to take effect. Make sure that RebootProgram is defined in the slurm.conf file. This plugin currently does not permit the specification of ResumeProgram, SuspendProgram, SuspendTime, etc. in slurm.conf, however that limitation may be removed in the future (the ResumeProgram currently has no means of changing the node's MCDRAM and/or NUMA mode prior to reboot). The syscfg program reports the MCDRAM and NUMA mode to be used when the node is next booted. If the syscfg program is used to modify the MCDRAM or NUMA mode of a node, but it is not rebooted, then Slurm will be making scheduling decisions based upon incorrect state information. If you want to change node state information outside of Slurm then use the following procedure:\nDrain the nodes of interest\nChange their MCDRAM and/or NUMA mode\nReboot the nodes, then\nRestore them to service in Slurm\nSample knl_generic.conf File\n# Sample knl_generic.conf\nSyscfgPath=/usr/bin/syscfg\nDefaultNUMA=a2a # NUMA=all2all\nAllowNUMA=a2a,snc2,hemi\nDefaultMCDRAM=cache # MCDRAM=cache\nSample slurm.conf File\n# Sample slurm.conf\nNodeFeaturesPlugins=knl_generic\nDebugFlags=NodeFeatures\nGresTypes=hbm\nRebootProgram=/sbin/reboot\nNodename=default Sockets=1 CoresPerSocket=68 ThreadsPerCore=4 RealMemory=128000 Feature=knl\nNodeName=nid[00000-00127] State=UNKNOWN""]",2026-01-15T09:24:20Z
330,1688,8755,sample slurm.conf,type:config_file,,type:config_file,1,config_file,,config_file,0.25,LLM parse failed; fallback decision.,"[""type:config_file"", ""config_file"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""none""]","[""--gpus-per-node=: Number of GPUs per node. --gpus-per-socket=: Number of GPUs per socket. --gpus-per-task=: Number of GPUs per task.\n--mem-per-gpu=: Amount of memory for each GPU.\nsrun's -B extension for sockets, cores, and threads is ignored within the node allocation mechanism when CR_CPU or CR_CPU_MEMORY is selected. It is used to compute the total number of tasks when -n is not specified. In the cases where Memory is a consumable resource, the RealMemory parameter must be set in the slurm.conf to define a node's amount of real memory. The job submission commands (salloc, sbatch and srun) support the options --mem=MB and --mem-per-cpu=MB, permitting users to specify the maximum amount of real memory required per node or per allocated CPU. This option is required in the environments where Memory is a consumable resource. It is important to specify enough memory since Slurm will not allow the application to use more than the requested amount of real memory. The default value for --mem is inherited from DefMemPerNode. See srun(1) for more details. Using --overcommit or -O is allowed. When the process to logical processor pinning is enabled by using an appropriate TaskPlugin configuration parameter, the extra processes will time share the allocated resources. The Consumable Trackable Resource plugin is enabled via the SelectType parameter in the slurm.conf. # Excerpt from sample slurm.conf file\nSelectType=select/cons_tres\nGeneral Comments\nSlurm's default select/linear plugin is using a best fit algorithm based on number of consecutive nodes. The select/cons_tres plugin is enabled or disabled cluster-wide."", ""This plugin performs all operations directly on the compute nodes using Intel's syscfg program to get and modify the node's MCDRAM and NUMA mode and uses the Linux reboot program to reboot the compute node in order for modifications in MCDRAM and/or NUMA mode to take effect. Make sure that RebootProgram is defined in the slurm.conf file. This plugin currently does not permit the specification of ResumeProgram, SuspendProgram, SuspendTime, etc. in slurm.conf, however that limitation may be removed in the future (the ResumeProgram currently has no means of changing the node's MCDRAM and/or NUMA mode prior to reboot). The syscfg program reports the MCDRAM and NUMA mode to be used when the node is next booted. If the syscfg program is used to modify the MCDRAM or NUMA mode of a node, but it is not rebooted, then Slurm will be making scheduling decisions based upon incorrect state information. If you want to change node state information outside of Slurm then use the following procedure:\nDrain the nodes of interest\nChange their MCDRAM and/or NUMA mode\nReboot the nodes, then\nRestore them to service in Slurm\nSample knl_generic.conf File\n# Sample knl_generic.conf\nSyscfgPath=/usr/bin/syscfg\nDefaultNUMA=a2a # NUMA=all2all\nAllowNUMA=a2a,snc2,hemi\nDefaultMCDRAM=cache # MCDRAM=cache\nSample slurm.conf File\n# Sample slurm.conf\nNodeFeaturesPlugins=knl_generic\nDebugFlags=NodeFeatures\nGresTypes=hbm\nRebootProgram=/sbin/reboot\nNodename=default Sockets=1 CoresPerSocket=68 ThreadsPerCore=4 RealMemory=128000 Feature=knl\nNodeName=nid[00000-00127] State=UNKNOWN""]",2026-01-15T09:24:20Z
