id,child_canonical_id,child_canonical_term,parent_head_text,parent_canonical_id,parent_canonical_term,method,rule,score,support,created_at
1101,5498,communication slurmd daemon compute node slurmctld daemon,daemon,1447,daemon,head_parent_candidates_v2,head_last_token,188.0,1,2026-01-15T09:21:47Z
1102,5500,slurmctld head node,node,285,node,head_parent_candidates_v2,head_last_token,242.0,1,2026-01-15T09:21:47Z
1103,5501,file node cluster,cluster,340,cluster,head_parent_candidates_v2,head_last_token,87.0,1,2026-01-15T09:21:47Z
1104,5502,systemctl restart slurmd node,node,285,node,head_parent_candidates_v2,head_last_token,242.0,1,2026-01-15T09:21:47Z
1105,5503,head node,node,285,node,head_parent_candidates_v2,head_last_token,242.0,1,2026-01-15T09:21:47Z
1106,5504,procedure sufficient slurm,slurm,50,slurm,head_parent_candidates_v2,head_last_token,1469.0,1,2026-01-15T09:21:47Z
1107,5505,run scontrol reconfigure,reconfigure,,reconfigure,head_parent_candidates_v2,head_last_token,5.0,1,2026-01-15T09:21:47Z
1108,5510,drain node job,job,24,job,head_parent_candidates_v2,head_last_token,416.0,1,2026-01-15T09:21:47Z
1109,5513,indicative slurmctld daemon,daemon,1447,daemon,head_parent_candidates_v2,head_last_token,188.0,1,2026-01-15T09:21:47Z
1110,5521,slurm.conf host,host,78,host,head_parent_candidates_v2,head_last_token,31.0,1,2026-01-15T09:21:47Z
1111,5525,slurm pdsh mpi,mpi,2129,mpi,head_parent_candidates_v2,head_last_token,20.0,1,2026-01-15T09:21:47Z
1112,5539,security limits.conf,type:config_file,,type:config_file,head_parent_candidates_v2,typed_rule,5.0,1,2026-01-15T09:21:47Z
1113,5543,slurm forwarding limit session srun,srun,909,srun,head_parent_candidates_v2,head_last_token,59.0,1,2026-01-15T09:21:47Z
1114,5545,line slurm.conf,slurm.conf,1180,slurm.conf,head_parent_candidates_v2,head_last_token,197.0,1,2026-01-15T09:21:47Z
1115,5545,line slurm.conf,type:config_file,,type:config_file,head_parent_candidates_v2,typed_rule,5.0,1,2026-01-15T09:21:47Z
1116,5549,slurm distribution,distribution,1569,distribution,head_parent_candidates_v2,head_last_token,24.0,1,2026-01-15T09:21:47Z
1117,5550,pam_slurm_adopt module,module,3556,module,head_parent_candidates_v2,head_last_token,12.0,1,2026-01-15T09:21:47Z
1118,5583,slurmctld change effect,effect,144,effect,head_parent_candidates_v2,head_last_token,14.0,1,2026-01-15T09:21:47Z
1119,5588,slurmctld change,change,56,change,head_parent_candidates_v2,head_last_token,19.0,1,2026-01-15T09:21:47Z
1120,5595,large job,job,24,job,head_parent_candidates_v2,head_last_token,416.0,1,2026-01-15T09:21:47Z
1121,5597,system job,job,24,job,head_parent_candidates_v2,head_last_token,416.0,1,2026-01-15T09:21:47Z
1122,5611,job standard output,output,1493,output,head_parent_candidates_v2,head_last_token,15.0,1,2026-01-15T09:21:47Z
1123,5620,print slurm_job_id,slurm_job_id,1300,slurm_job_id,head_parent_candidates_v2,head_last_token,7.0,1,2026-01-15T09:21:47Z
1124,5628,user process,process,1549,process,head_parent_candidates_v2,head_last_token,41.0,1,2026-01-15T09:21:47Z
1125,5635,kind job summary epilogslurmctld,epilogslurmctld,5654,epilogslurmctld,head_parent_candidates_v2,head_last_token,9.0,1,2026-01-15T09:21:47Z
1126,5637,slurmuser intensive validation file,file,59,file,head_parent_candidates_v2,head_last_token,224.0,1,2026-01-15T09:21:47Z
1127,5643,scontrol requeuehold state,state,716,state,head_parent_candidates_v2,head_last_token,53.0,1,2026-01-15T09:21:47Z
1128,5656,slurm_job_exit2 format exit sig number exit code,code,3448,code,head_parent_candidates_v2,head_last_token,50.0,1,2026-01-15T09:21:47Z
1129,5657,exit function,function,841,function,head_parent_candidates_v2,head_last_token,25.0,1,2026-01-15T09:21:47Z
1130,5661,echo job,job,24,job,head_parent_candidates_v2,head_last_token,416.0,1,2026-01-15T09:21:47Z
1131,5668,check slurm,slurm,50,slurm,head_parent_candidates_v2,head_last_token,1469.0,1,2026-01-15T09:21:47Z
1132,5677,job_container tmpf slurm.conf file,file,59,file,head_parent_candidates_v2,head_last_token,224.0,1,2026-01-15T09:21:47Z
1133,5679,tmpf plugin,plugin,106,plugin,head_parent_candidates_v2,head_last_token,158.0,1,2026-01-15T09:21:47Z
1134,5700,ssh session,session,5538,session,head_parent_candidates_v2,head_last_token,6.0,1,2026-01-15T09:21:47Z
1135,5701,pam_slurm_adopt user process,process,1549,process,head_parent_candidates_v2,head_last_token,41.0,1,2026-01-15T09:21:47Z
1136,5705,default pam_slurm_adopt,pam_slurm_adopt,2141,pam_slurm_adopt,head_parent_candidates_v2,head_last_token,14.0,1,2026-01-15T09:21:47Z
1137,5709,kernel slurm,slurm,50,slurm,head_parent_candidates_v2,head_last_token,1469.0,1,2026-01-15T09:21:47Z
1138,5719,realmemory slurm.conf,slurm.conf,1180,slurm.conf,head_parent_candidates_v2,head_last_token,197.0,1,2026-01-15T09:21:47Z
1139,5719,realmemory slurm.conf,type:config_file,,type:config_file,head_parent_candidates_v2,typed_rule,5.0,1,2026-01-15T09:21:47Z
1140,5720,linux distribution,distribution,1569,distribution,head_parent_candidates_v2,head_last_token,24.0,1,2026-01-15T09:21:47Z
1141,5722,unrelated new job slurmd process process,process,1549,process,head_parent_candidates_v2,head_last_token,41.0,1,2026-01-15T09:21:47Z
1142,5723,slurm job epilog script,script,115,script,head_parent_candidates_v2,head_last_token,37.0,1,2026-01-15T09:21:47Z
1143,5727,slurmctldlogfile absolute path core file,file,59,file,head_parent_candidates_v2,head_last_token,224.0,1,2026-01-15T09:21:47Z
1144,5730,permission slurmuser core file,file,59,file,head_parent_candidates_v2,head_last_token,224.0,1,2026-01-15T09:21:47Z
1145,5731,slurmdlogfile absolute path core file,file,59,file,head_parent_candidates_v2,head_last_token,224.0,1,2026-01-15T09:21:47Z
1146,5733,slurmstepd core file,file,59,file,head_parent_candidates_v2,head_last_token,224.0,1,2026-01-15T09:21:47Z
1147,5750,sysctl.conf,type:config_file,,type:config_file,head_parent_candidates_v2,typed_rule,5.0,1,2026-01-15T09:21:47Z
1148,5765,slurmuser appropriate permission,permission,6661,permission,head_parent_candidates_v2,head_last_token,7.0,1,2026-01-15T09:21:47Z
1149,5767,diskless node,node,285,node,head_parent_candidates_v2,head_last_token,242.0,1,2026-01-15T09:21:47Z
1150,5778,package data.conf,type:config_file,,type:config_file,head_parent_candidates_v2,typed_rule,5.0,1,2026-01-15T09:21:47Z
1151,5791,gdb ex t bt batch path slurmctld,slurmctld,801,slurmctld,head_parent_candidates_v2,head_last_token,257.0,1,2026-01-15T09:21:47Z
1152,5795,gdb path slurmctld,slurmctld,801,slurmctld,head_parent_candidates_v2,head_last_token,257.0,1,2026-01-15T09:21:47Z
1153,5798,pidof slurmctld,slurmctld,801,slurmctld,head_parent_candidates_v2,head_last_token,257.0,1,2026-01-15T09:21:47Z
1154,5799,plugin previous version slurm,slurm,50,slurm,head_parent_candidates_v2,head_last_token,1469.0,1,2026-01-15T09:21:47Z
1155,5807,long time,time,117,time,head_parent_candidates_v2,head_last_token,88.0,1,2026-01-15T09:21:47Z
1156,5815,slurmd persistent daemon,daemon,1447,daemon,head_parent_candidates_v2,head_last_token,188.0,1,2026-01-15T09:21:47Z
1157,5816,debug level second program slurmstepd,slurmstepd,5742,slurmstepd,head_parent_candidates_v2,head_last_token,33.0,1,2026-01-15T09:21:47Z
1158,5818,job option,option,150,option,head_parent_candidates_v2,head_last_token,101.0,1,2026-01-15T09:21:47Z
1159,5819,level detail,detail,2171,detail,head_parent_candidates_v2,head_last_token,8.0,1,2026-01-15T09:21:47Z
1160,5823,program slurmd daemon executing compute node,node,285,node,head_parent_candidates_v2,head_last_token,242.0,1,2026-01-15T09:21:47Z
1161,5824,slurmctld program,program,1780,program,head_parent_candidates_v2,head_last_token,20.0,1,2026-01-15T09:21:47Z
1162,5836,multi instance gpu slurm pmix,pmix,2164,pmix,head_parent_candidates_v2,head_last_token,12.0,1,2026-01-15T09:21:47Z
1163,5837,variable systemd unit file slurmd,slurmd,1910,slurmd,head_parent_candidates_v2,head_last_token,208.0,1,2026-01-15T09:21:47Z
1164,5841,slurmctlddebug configuration parameter,parameter,205,parameter,head_parent_candidates_v2,head_last_token,57.0,1,2026-01-15T09:21:47Z
1165,5848,slurmdbd daemon,daemon,1447,daemon,head_parent_candidates_v2,head_last_token,188.0,1,2026-01-15T09:21:47Z
1166,5857,drop database slurm_acct_db,slurm_acct_db,4162,slurm_acct_db,head_parent_candidates_v2,head_last_token,4.0,1,2026-01-15T09:21:47Z
1167,5859,part slurm,slurm,50,slurm,head_parent_candidates_v2,head_last_token,1469.0,1,2026-01-15T09:21:47Z
1168,5864,issue sure slurm,slurm,50,slurm,head_parent_candidates_v2,head_last_token,1469.0,1,2026-01-15T09:21:47Z
1169,5906,connection request,request,87,request,head_parent_candidates_v2,head_last_token,38.0,1,2026-01-15T09:21:47Z
1170,5917,issue slurmctld,slurmctld,801,slurmctld,head_parent_candidates_v2,head_last_token,257.0,1,2026-01-15T09:21:47Z
1171,5924,user limit,limit,64,limit,head_parent_candidates_v2,head_last_token,60.0,1,2026-01-15T09:21:47Z
1172,5931,slurmstepd daemon compute node,node,285,node,head_parent_candidates_v2,head_last_token,242.0,1,2026-01-15T09:21:47Z
1173,5954,slurm control daemon,daemon,1447,daemon,head_parent_candidates_v2,head_last_token,188.0,1,2026-01-15T09:21:47Z
1174,5957,configuration parameter slurmdtimeout,slurmdtimeout,5449,slurmdtimeout,head_parent_candidates_v2,head_last_token,6.0,1,2026-01-15T09:21:47Z
1175,5961,large cluster slurmdtimeout,slurmdtimeout,5449,slurmdtimeout,head_parent_candidates_v2,head_last_token,6.0,1,2026-01-15T09:21:47Z
1176,5969,message slurmctld daemon,daemon,1447,daemon,head_parent_candidates_v2,head_last_token,188.0,1,2026-01-15T09:21:47Z
1177,5972,slurmd daemon node slurmctld daemon time order,order,1049,order,head_parent_candidates_v2,head_last_token,18.0,1,2026-01-15T09:21:47Z
1178,5976,hierarchical communication slurmd daemon order,order,1049,order,head_parent_candidates_v2,head_last_token,18.0,1,2026-01-15T09:21:47Z
1179,5984,heterogeneous job component,component,907,component,head_parent_candidates_v2,head_last_token,23.0,1,2026-01-15T09:21:47Z
1180,5989,hetjob component,component,907,component,head_parent_candidates_v2,head_last_token,23.0,1,2026-01-15T09:21:47Z
1181,6006,component heterogeneous job,job,24,job,head_parent_candidates_v2,head_last_token,416.0,1,2026-01-15T09:21:47Z
1182,6015,batch script,script,115,script,head_parent_candidates_v2,head_last_token,37.0,1,2026-01-15T09:21:47Z
1183,6020,resource limit test,test,3581,test,head_parent_candidates_v2,head_last_token,18.0,1,2026-01-15T09:21:47Z
1184,6021,current limit,limit,64,limit,head_parent_candidates_v2,head_last_token,60.0,1,2026-01-15T09:21:47Z
1185,6023,regular job,job,24,job,head_parent_candidates_v2,head_last_token,416.0,1,2026-01-15T09:21:47Z
1186,6025,burst buffer,buffer,4160,buffer,head_parent_candidates_v2,head_last_token,27.0,1,2026-01-15T09:21:47Z
1187,6029,persistent burst buffer,buffer,4160,buffer,head_parent_candidates_v2,head_last_token,27.0,1,2026-01-15T09:21:47Z
1188,6032,datawarp plugin,plugin,106,plugin,head_parent_candidates_v2,head_last_token,158.0,1,2026-01-15T09:21:47Z
1189,6036,job script knowledge slurm hetjob directive slurm,slurm,50,slurm,head_parent_candidates_v2,head_last_token,1469.0,1,2026-01-15T09:21:47Z
1190,6044,slurm heterogeneous job,job,24,job,head_parent_candidates_v2,head_last_token,416.0,1,2026-01-15T09:21:47Z
1191,6061,error job,job,24,job,head_parent_candidates_v2,head_last_token,416.0,1,2026-01-15T09:21:47Z
1192,6076,slurm configuration option,option,150,option,head_parent_candidates_v2,head_last_token,101.0,1,2026-01-15T09:21:47Z
1193,6081,component job,job,24,job,head_parent_candidates_v2,head_last_token,416.0,1,2026-01-15T09:21:47Z
1194,6085,default application,application,1555,application,head_parent_candidates_v2,head_last_token,15.0,1,2026-01-15T09:21:47Z
1195,6092,mpi implementation slurm mpi plugin,plugin,106,plugin,head_parent_candidates_v2,head_last_token,158.0,1,2026-01-15T09:21:47Z
1196,6093,entire cluster,cluster,340,cluster,head_parent_candidates_v2,head_last_token,87.0,1,2026-01-15T09:21:47Z
1197,6119,slurm environment variable,variable,79,variable,head_parent_candidates_v2,head_last_token,23.0,1,2026-01-15T09:21:47Z
1198,6120,addition slurm_job_id environment variable,variable,79,variable,head_parent_candidates_v2,head_last_token,23.0,1,2026-01-15T09:21:47Z
1199,6126,grep slurm,slurm,50,slurm,head_parent_candidates_v2,head_last_token,1469.0,1,2026-01-15T09:21:47Z
1200,6141,slurm_procid environment variable,variable,79,variable,head_parent_candidates_v2,head_last_token,23.0,1,2026-01-15T09:21:47Z
1201,6151,cluster job,job,24,job,head_parent_candidates_v2,head_last_token,416.0,1,2026-01-15T09:21:47Z
1202,6158,magnetic reservation,reservation,642,reservation,head_parent_candidates_v2,head_last_token,22.0,1,2026-01-15T09:21:47Z
1203,6168,slurm perl api,api,254,api,head_parent_candidates_v2,head_last_token,29.0,1,2026-01-15T09:21:47Z
1204,6190,late component,component,907,component,head_parent_candidates_v2,head_last_token,23.0,1,2026-01-15T09:21:47Z
1205,6214,slurm prep plugin,plugin,106,plugin,head_parent_candidates_v2,head_last_token,158.0,1,2026-01-15T09:21:47Z
1206,6217,prolog epilog prologslurmctld epilogslurmctld script,script,115,script,head_parent_candidates_v2,head_last_token,37.0,1,2026-01-15T09:21:47Z
1207,6229,epilogslurmctld option,option,150,option,head_parent_candidates_v2,head_last_token,101.0,1,2026-01-15T09:21:47Z
1208,6243,function pointer slurmctld,slurmctld,801,slurmctld,head_parent_candidates_v2,head_last_token,257.0,1,2026-01-15T09:21:47Z
1209,6249,slurmd root step job,job,24,job,head_parent_candidates_v2,head_last_token,416.0,1,2026-01-15T09:21:47Z
1210,6252,slurmd root job step,step,1009,step,head_parent_candidates_v2,head_last_token,38.0,1,2026-01-15T09:21:47Z
1211,6253,slurmctld job launch,launch,,launch,head_parent_candidates_v2,head_last_token,16.0,1,2026-01-15T09:21:47Z
1212,6255,async output,output,1493,output,head_parent_candidates_v2,head_last_token,15.0,1,2026-01-15T09:21:47Z
1213,6257,separate processing thread,thread,184,thread,head_parent_candidates_v2,head_last_token,10.0,1,2026-01-15T09:21:47Z
1214,6258,slurmctld job,job,24,job,head_parent_candidates_v2,head_last_token,416.0,1,2026-01-15T09:21:47Z
1215,6265,heterogeneou job support,support,2122,support,head_parent_candidates_v2,head_last_token,44.0,1,2026-01-15T09:21:47Z
1216,6269,statu command,command,900,command,head_parent_candidates_v2,head_last_token,78.0,1,2026-01-15T09:21:47Z
1217,6270,advanced reservation,reservation,642,reservation,head_parent_candidates_v2,head_last_token,22.0,1,2026-01-15T09:21:47Z
1218,6272,slurm burst buffer plugin,plugin,106,plugin,head_parent_candidates_v2,head_last_token,158.0,1,2026-01-15T09:21:47Z
1219,6274,job submission,submission,1688,submission,head_parent_candidates_v2,head_last_token,18.0,1,2026-01-15T09:21:47Z
1220,6277,slurmctld node,node,285,node,head_parent_candidates_v2,head_last_token,242.0,1,2026-01-15T09:21:47Z
1221,6287,burst buffer api,api,254,api,head_parent_candidates_v2,head_last_token,29.0,1,2026-01-15T09:21:47Z
1222,6291,burst buffer plugin,plugin,106,plugin,head_parent_candidates_v2,head_last_token,158.0,1,2026-01-15T09:21:47Z
1223,6292,burstbuffertype slurm.conf,slurm.conf,1180,slurm.conf,head_parent_candidates_v2,head_last_token,197.0,1,2026-01-15T09:21:47Z
1224,6292,burstbuffertype slurm.conf,type:config_file,,type:config_file,head_parent_candidates_v2,typed_rule,5.0,1,2026-01-15T09:21:47Z
1225,6301,burst_buffer.conf,type:config_file,,type:config_file,head_parent_candidates_v2,typed_rule,5.0,1,2026-01-15T09:21:47Z
1226,6306,json c library,library,2207,library,head_parent_candidates_v2,head_last_token,24.0,1,2026-01-15T09:21:47Z
1227,6307,slurm burst_buffer datawarp burst_buffer lua plugin,plugin,106,plugin,head_parent_candidates_v2,head_last_token,158.0,1,2026-01-15T09:21:47Z
1228,6310,dw_wlm_cli slurm burst_buffer datawarp plugin,plugin,106,plugin,head_parent_candidates_v2,head_last_token,158.0,1,2026-01-15T09:21:47Z
1229,6313,location script,script,115,script,head_parent_candidates_v2,head_last_token,37.0,1,2026-01-15T09:21:47Z
1230,6314,getsysstate burst_buffer.conf,burst_buffer.conf,6301,burst_buffer.conf,head_parent_candidates_v2,head_last_token,7.0,1,2026-01-15T09:21:47Z
1231,6314,getsysstate burst_buffer.conf,type:config_file,,type:config_file,head_parent_candidates_v2,typed_rule,5.0,1,2026-01-15T09:21:47Z
1232,6315,template script,script,115,script,head_parent_candidates_v2,head_last_token,37.0,1,2026-01-15T09:21:47Z
1233,6317,dwstat slurm burst_buffer datawarp plugin,plugin,106,plugin,head_parent_candidates_v2,head_last_token,158.0,1,2026-01-15T09:21:47Z
1234,6319,getsysstatu burst_buffer.conf,burst_buffer.conf,6301,burst_buffer.conf,head_parent_candidates_v2,head_last_token,7.0,1,2026-01-15T09:21:47Z
1235,6319,getsysstatu burst_buffer.conf,type:config_file,,type:config_file,head_parent_candidates_v2,typed_rule,5.0,1,2026-01-15T09:21:47Z
1236,6343,function burst_buffer.lua,burst_buffer.lua,6323,burst_buffer.lua,head_parent_candidates_v2,head_last_token,6.0,1,2026-01-15T09:21:47Z
1237,6350,fork slurmctld,slurmctld,801,slurmctld,head_parent_candidates_v2,head_last_token,257.0,1,2026-01-15T09:21:47Z
1238,6351,slurmctld performance slurmctld,slurmctld,801,slurmctld,head_parent_candidates_v2,head_last_token,257.0,1,2026-01-15T09:21:47Z
1239,6356,slurm_bb_job_process slurm_bb_pool slurm_bb_path function,function,841,function,head_parent_candidates_v2,head_last_token,25.0,1,2026-01-15T09:21:47Z
1240,6361,result function,function,841,function,head_parent_candidates_v2,head_last_token,25.0,1,2026-01-15T09:21:47Z
1241,6363,lightweight slurm daemon,daemon,1447,daemon,head_parent_candidates_v2,head_last_token,188.0,1,2026-01-15T09:21:47Z
1242,6368,burst_buffer.lua.example file,file,59,file,head_parent_candidates_v2,head_last_token,224.0,1,2026-01-15T09:21:47Z
1243,6371,burst buffer resource,resource,1749,resource,head_parent_candidates_v2,head_last_token,80.0,1,2026-01-15T09:21:47Z
1244,6376,pool space slurm,slurm,50,slurm,head_parent_candidates_v2,head_last_token,1469.0,1,2026-01-15T09:21:47Z
1245,6378,stage begin slurm,slurm,50,slurm,head_parent_candidates_v2,head_last_token,1469.0,1,2026-01-15T09:21:47Z
1246,6380,complete slurm,slurm,50,slurm,head_parent_candidates_v2,head_last_token,1469.0,1,2026-01-15T09:21:47Z
1247,6381,space pool,pool,6383,pool,head_parent_candidates_v2,head_last_token,6.0,1,2026-01-15T09:21:47Z
1248,6386,pool pool,pool,6383,pool,head_parent_candidates_v2,head_last_token,6.0,1,2026-01-15T09:21:47Z
1249,6435,burst buffer size specification slurm,slurm,50,slurm,head_parent_candidates_v2,head_last_token,1469.0,1,2026-01-15T09:21:47Z
1250,6437,job submission slurm,slurm,50,slurm,head_parent_candidates_v2,head_last_token,1469.0,1,2026-01-15T09:21:47Z
1251,6440,validation directive job script slurm,slurm,50,slurm,head_parent_candidates_v2,head_last_token,1469.0,1,2026-01-15T09:21:47Z
1252,6452,slurm cray datawarp software,software,1042,software,head_parent_candidates_v2,head_last_token,8.0,1,2026-01-15T09:21:47Z
1253,6461,directive option burst_buffer.conf,burst_buffer.conf,6301,burst_buffer.conf,head_parent_candidates_v2,head_last_token,7.0,1,2026-01-15T09:21:47Z
1254,6461,directive option burst_buffer.conf,type:config_file,,type:config_file,head_parent_candidates_v2,typed_rule,5.0,1,2026-01-15T09:21:47Z
1255,6475,buffer option slurm_bb_job_process function burst_buffer.lua,burst_buffer.lua,6323,burst_buffer.lua,head_parent_candidates_v2,head_last_token,6.0,1,2026-01-15T09:21:47Z
1256,6492,slurm operator administrator,administrator,4825,administrator,head_parent_candidates_v2,head_last_token,7.0,1,2026-01-15T09:21:47Z
1257,6503,buffer plugin bb option slurm,slurm,50,slurm,head_parent_candidates_v2,head_last_token,1469.0,1,2026-01-15T09:21:47Z
1258,6508,sample execute line,line,2913,line,head_parent_candidates_v2,head_last_token,12.0,1,2026-01-15T09:21:47Z
1259,6511,equivalent script,script,115,script,head_parent_candidates_v2,head_last_token,37.0,1,2026-01-15T09:21:47Z
1260,6512,slurm burst_buffer datawarp plugin,plugin,106,plugin,head_parent_candidates_v2,head_last_token,158.0,1,2026-01-15T09:21:47Z
1261,6515,slurm burst_buffer lua,lua,2827,lua,head_parent_candidates_v2,head_last_token,13.0,1,2026-01-15T09:21:47Z
1262,6526,burst buffer information slurm track available scontrol,scontrol,1480,scontrol,head_parent_candidates_v2,head_last_token,36.0,1,2026-01-15T09:21:47Z
1263,6547,slurm_bb_get_statu function,function,841,function,head_parent_candidates_v2,head_last_token,25.0,1,2026-01-15T09:21:47Z
1264,6563,burst buffer state,state,716,state,head_parent_candidates_v2,head_last_token,53.0,1,2026-01-15T09:21:47Z
1265,6570,failure slurm select plugin,plugin,106,plugin,head_parent_candidates_v2,head_last_token,158.0,1,2026-01-15T09:21:47Z
1266,6585,state change,change,56,change,head_parent_candidates_v2,head_last_token,19.0,1,2026-01-15T09:21:47Z
1267,6593,job slurmctld restart job,job,24,job,head_parent_candidates_v2,head_last_token,416.0,1,2026-01-15T09:21:47Z
1268,6604,slurmctld slurmdbd,slurmdbd,919,slurmdbd,head_parent_candidates_v2,head_last_token,163.0,1,2026-01-15T09:21:47Z
1269,6608,slurm_jwt environment,environment,1472,environment,head_parent_candidates_v2,head_last_token,37.0,1,2026-01-15T09:21:47Z
1270,6609,library development header available slurm,slurm,50,slurm,head_parent_candidates_v2,head_last_token,1469.0,1,2026-01-15T09:21:47Z
1271,6613,authentication system,system,1285,system,head_parent_candidates_v2,head_last_token,57.0,1,2026-01-15T09:21:47Z
1272,6622,slurm jwt,jwt,1478,jwt,head_parent_candidates_v2,head_last_token,18.0,1,2026-01-15T09:21:47Z
1273,6633,slurmuser root,root,3265,root,head_parent_candidates_v2,head_last_token,25.0,1,2026-01-15T09:21:47Z
1274,6644,slurm user request authentication token proxy,proxy,6631,proxy,head_parent_candidates_v2,head_last_token,10.0,1,2026-01-15T09:21:47Z
1275,6645,issue job slurm,slurm,50,slurm,head_parent_candidates_v2,head_last_token,1469.0,1,2026-01-15T09:21:47Z
1276,6647,auth munge auth slurm,slurm,50,slurm,head_parent_candidates_v2,head_last_token,1469.0,1,2026-01-15T09:21:47Z
1277,6649,authentication system slurm,slurm,50,slurm,head_parent_candidates_v2,head_last_token,1469.0,1,2026-01-15T09:21:47Z
1278,6656,slurm jwt support,support,2122,support,head_parent_candidates_v2,head_last_token,44.0,1,2026-01-15T09:21:47Z
1279,6657,jwt key controller slurmdbd,slurmdbd,919,slurmdbd,head_parent_candidates_v2,head_last_token,163.0,1,2026-01-15T09:21:47Z
1280,6658,jwt key statesavelocation example /var spool slurm,slurm,50,slurm,head_parent_candidates_v2,head_last_token,1469.0,1,2026-01-15T09:21:47Z
1281,6659,slurm slurm var spool slurm statesave,statesave,,statesave,head_parent_candidates_v2,head_last_token,3.0,1,2026-01-15T09:21:47Z
1282,6660,spool slurm statesave,statesave,,statesave,head_parent_candidates_v2,head_last_token,3.0,1,2026-01-15T09:21:47Z
1283,6662,slurm.conf slurmdbd.conf,slurmdbd.conf,3922,slurmdbd.conf,head_parent_candidates_v2,head_last_token,21.0,1,2026-01-15T09:21:47Z
1284,6662,slurm.conf slurmdbd.conf,type:config_file,,type:config_file,head_parent_candidates_v2,typed_rule,5.0,1,2026-01-15T09:21:47Z
1285,6665,restart slurmctld,slurmctld,801,slurmctld,head_parent_candidates_v2,head_last_token,257.0,1,2026-01-15T09:21:47Z
1286,6668,root account slurmuser account,account,334,account,head_parent_candidates_v2,head_last_token,19.0,1,2026-01-15T09:21:47Z
1287,6672,release slurm,slurm,50,slurm,head_parent_candidates_v2,head_last_token,1469.0,1,2026-01-15T09:21:47Z
1288,6674,jwk file,file,59,file,head_parent_candidates_v2,head_last_token,224.0,1,2026-01-15T09:21:47Z
1289,6679,note slurm,slurm,50,slurm,head_parent_candidates_v2,head_last_token,1469.0,1,2026-01-15T09:21:47Z
1290,6696,slurm refer official documentation initial setup,setup,1892,setup,head_parent_candidates_v2,head_last_token,8.0,1,2026-01-15T09:21:47Z
1291,6711,authentication method slurm,slurm,50,slurm,head_parent_candidates_v2,head_last_token,1469.0,1,2026-01-15T09:21:47Z
1292,6713,point slurm file authentication,authentication,1477,authentication,head_parent_candidates_v2,head_last_token,54.0,1,2026-01-15T09:21:47Z
1293,6720,jwt variable slurm command rest api request,request,87,request,head_parent_candidates_v2,head_last_token,38.0,1,2026-01-15T09:21:47Z
1294,6723,change slurm,slurm,50,slurm,head_parent_candidates_v2,head_last_token,1469.0,1,2026-01-15T09:21:47Z
1295,6735,token slurm,slurm,50,slurm,head_parent_candidates_v2,head_last_token,1469.0,1,2026-01-15T09:21:47Z
1296,6739,jwt key use slurm,slurm,50,slurm,head_parent_candidates_v2,head_last_token,1469.0,1,2026-01-15T09:21:47Z
1297,6743,import json,json,8388,json,head_parent_candidates_v2,head_last_token,6.0,1,2026-01-15T09:21:47Z
1298,6744,import time,time,117,time,head_parent_candidates_v2,head_last_token,88.0,1,2026-01-15T09:21:47Z
1299,6745,jwt import jwt,jwt,1478,jwt,head_parent_candidates_v2,head_last_token,18.0,1,2026-01-15T09:21:47Z
1300,6750,jwt key valid use slurm,slurm,50,slurm,head_parent_candidates_v2,head_last_token,1469.0,1,2026-01-15T09:21:47Z
1301,6758,ssh configuration,configuration,2,configuration,head_parent_candidates_v2,head_last_token,156.0,1,2026-01-15T09:21:47Z
1302,6759,pam configuration,configuration,2,configuration,head_parent_candidates_v2,head_last_token,156.0,1,2026-01-15T09:21:47Z
1303,6760,administrative access configuration,configuration,2,configuration,head_parent_candidates_v2,head_last_token,156.0,1,2026-01-15T09:21:47Z
1304,6761,module option,option,150,option,head_parent_candidates_v2,head_last_token,101.0,1,2026-01-15T09:21:47Z
1305,6763,slurm source directory,directory,1068,directory,head_parent_candidates_v2,head_last_token,40.0,1,2026-01-15T09:21:47Z
1306,6771,slurm pam_slurm rpm,rpm,6769,rpm,head_parent_candidates_v2,head_last_token,8.0,1,2026-01-15T09:21:47Z
1307,6774,slurm smd libpam slurm adopt package,package,8356,package,head_parent_candidates_v2,head_last_token,19.0,1,2026-01-15T09:21:47Z
1308,6777,task cgroup plugin slurm.conf slurm,slurm,50,slurm,head_parent_candidates_v2,head_last_token,1469.0,1,2026-01-15T09:21:47Z
1309,6781,option extern step pam_slurm_adopt access job,job,24,job,head_parent_candidates_v2,head_last_token,416.0,1,2026-01-15T09:21:47Z
1310,6802,account entry pam_slurm_adopt,pam_slurm_adopt,2141,pam_slurm_adopt,head_parent_candidates_v2,head_last_token,14.0,1,2026-01-15T09:21:47Z
1311,6803,pam_slurm_adopt.so file,file,59,file,head_parent_candidates_v2,head_last_token,224.0,1,2026-01-15T09:21:47Z
1312,6835,module pam_slurm_adopt,pam_slurm_adopt,2141,pam_slurm_adopt,head_parent_candidates_v2,head_last_token,14.0,1,2026-01-15T09:21:47Z
1313,6836,pam_access pam_slurm_adopt,pam_slurm_adopt,2141,pam_slurm_adopt,head_parent_candidates_v2,head_last_token,14.0,1,2026-01-15T09:21:47Z
1314,6837,pam_access configuration file etc security access.conf,type:config_file,,type:config_file,head_parent_candidates_v2,typed_rule,5.0,1,2026-01-15T09:21:47Z
1315,6853,pam_listfile module,module,3556,module,head_parent_candidates_v2,head_last_token,12.0,1,2026-01-15T09:21:47Z
