term_id,term_text,tf,idf,tf_idf,c_value,score
381,slurm.conf file,1.00,1.92,1.92,1.00,1.73
383,qualified pathname,1.00,1.92,1.92,1.00,1.73
384,syslog,1.00,1.92,1.92,0.00,1.33
385,PluginDir,1.00,1.92,1.92,0.00,3.33
387,colon,1.00,1.92,1.92,0.00,1.33
389,PATH environment variable,1.00,1.92,1.92,1.58,2.13
391,configure time,1.00,1.92,1.92,1.00,1.73
392,/lib,1.00,1.92,1.92,0.00,1.33
394,slurmctld execute,1.00,1.92,1.92,1.00,1.73
395,security purposes,1.00,1.92,1.92,1.00,1.73
397,same SlurmUser,1.00,1.92,1.92,1.00,1.73
398,one set,1.00,1.92,1.92,1.00,1.73
399,larger systems,1.00,1.92,1.92,1.00,1.73
401,default database,1.00,1.92,1.92,1.00,1.73
404,accounting storage mechanism,1.00,1.92,1.92,1.58,2.13
405,only acceptable value,1.00,1.92,1.92,1.58,2.13
407,StorageLoc parameter,1.00,1.92,1.92,1.00,1.73
408,MySQL Configuration,1.00,1.92,1.92,1.00,1.73
409,StorageUser,1.00,1.92,1.92,0.00,3.33
411,mysql user grant privileges,1.00,1.92,1.92,2.00,2.52
412,ON StorageLoc,1.00,1.92,1.92,1.00,1.73
413,ticks,1.00,1.92,1.92,0.00,1.33
415,password usage,1.00,1.92,1.92,1.00,1.73
417,continuation prompt,1.00,1.92,1.92,1.00,1.73
418,previous mysql statement,1.00,1.92,1.92,1.58,2.13
419,more info,1.00,1.92,1.92,1.00,1.73
420,future databases,1.00,1.92,1.92,1.00,1.73
421,grant line,1.00,1.92,1.92,1.00,1.73
422,Live example,1.00,1.92,1.92,1.00,1.73
423,mysql@snowflake:~$ mysql,1.00,1.92,1.92,1.00,1.73
424,MySQL monitor,1.00,1.92,1.92,1.00,1.73
425,MySQL connection i d,1.00,1.92,1.92,2.00,2.52
426,Server version,1.00,1.92,1.92,0.00,1.73
427,Ubuntu,1.00,1.92,1.92,0.00,2.03
428,buffer,1.00,1.92,1.92,0.00,1.33
429,slurm'@'localhost,1.00,1.92,1.92,0.00,1.33
437,InnoDB support,1.00,1.92,1.92,1.00,1.73
438,SHOW ENGINES,1.00,1.92,1.92,1.00,1.73
439,Engine,1.00,1.92,1.92,0.00,2.03
442,Transactions,1.00,1.92,1.92,0.00,2.03
443,Savepoints,1.00,1.92,1.92,0.00,2.03
444,Supports transactions,1.00,1.92,1.92,1.00,1.73
445,level locking,1.00,1.92,1.92,1.00,1.73
446,foreign keys,1.00,1.92,1.92,1.00,1.73
447,database slurm_acct_db,1.00,1.92,1.92,1.00,1.73
449,storage host system,1.00,1.92,1.92,1.58,2.13
450,other Slurm daemons,1.00,1.92,1.92,1.58,2.13
451,sbin,1.00,1.92,1.92,0.00,1.33
452,init.d,1.00,1.92,1.92,0.00,1.33
453,slurmdbd start,1.00,1.92,1.92,1.00,1.73
454,ps aux,1.00,1.92,1.92,1.00,1.73
455,grep slurmdbd,1.00,1.92,1.92,1.00,1.73
456,detailed information,1.00,1.92,1.92,1.00,1.73
457,daemon mode,1.00,1.92,1.92,1.00,1.73
458,SlurmDBD Archive,1.00,1.92,1.92,1.00,1.73
459,Purge,1.00,1.92,1.92,0.00,2.03
460,reasonable size,1.00,1.92,1.92,1.00,1.73
461,age,1.00,1.92,1.92,0.00,1.33
462,Purged data,1.00,1.92,1.92,1.00,1.73
463,plan,1.00,1.92,1.92,0.00,1.33
464,data retention,1.00,1.92,1.92,1.00,1.73
465,purging,1.00,1.92,1.92,0.00,1.33
466,unwieldy size,1.00,1.92,1.92,1.00,1.73
467,purge interval,1.00,1.92,1.92,1.00,1.73
468,Monitor table sizes,1.00,1.92,1.92,1.58,2.13
469,system utilization,1.00,1.92,1.92,1.00,1.73
470,relevant configuration options,1.00,1.92,1.92,1.58,2.13
473,Archive$,1.00,1.92,1.92,0.00,2.03
474,available configuration parameters,1.00,1.92,1.92,1.58,2.13
476,beginning,1.00,1.92,1.92,0.00,1.33
477,month,1.00,1.92,1.92,0.00,1.33
479,distinction,1.00,1.92,1.92,0.00,1.33
480,active clusters,1.00,1.92,1.92,1.00,1.73
483,ongoing access,1.00,1.92,1.92,1.00,1.73
486,production database,1.00,1.92,1.92,1.00,1.73
487,manageable size,1.00,1.92,1.92,1.00,1.73
488,sure old records,1.00,1.92,1.92,1.58,2.13
490,separate instances,1.00,1.92,1.92,1.00,1.73
491,Slurm controller,1.00,1.92,1.92,1.00,1.73
492,archive slurmdbd,1.00,1.92,1.92,1.00,1.73
493,certain database entries,1.00,1.92,1.92,1.58,2.13
494,archived information,1.00,1.92,1.92,1.00,1.73
495,unique identifiers,1.00,1.92,1.92,1.00,1.73
497,TRES information,1.00,1.92,1.92,1.00,1.73
498,appropriate values,1.00,1.92,1.92,1.00,1.73
499,mysqldump -u,1.00,1.92,1.92,1.00,1.73
500,Archive,1.00,1.92,1.92,0.00,2.03
501,Purge process,1.00,1.92,1.92,1.00,1.73
502,slight difference,1.00,1.92,1.92,1.00,1.73
503,archive files,1.00,1.92,1.92,1.00,1.73
504,gap,1.00,1.92,1.92,0.00,1.33
505,duplicate records,1.00,1.92,1.92,1.00,1.73
506,Tools,1.00,1.92,1.92,0.00,2.03
507,few tools,1.00,1.92,1.92,1.00,1.73
511,QOSs,1.00,1.92,1.92,0.00,2.03
512,various reports,1.00,1.92,1.92,1.00,1.73
513,time period,1.00,1.92,1.92,1.00,1.73
516,ability,1.00,1.92,1.92,0.00,1.33
517,additional control,1.00,1.92,1.92,1.00,1.73
518,party tools,1.00,1.92,1.92,1.00,1.73
520,graphs,1.00,1.92,1.92,0.00,1.33
521,relevant information,1.00,1.92,1.92,1.00,1.73
522,SchedMD,1.00,1.92,1.92,0.00,3.33
523,utilities,1.00,1.92,1.92,0.00,1.33
524,Grafana,1.00,1.92,1.92,0.00,2.03
525,various graphs,1.00,1.92,1.92,1.00,1.73
530,Database Configuration,1.00,1.92,1.92,1.00,1.73
531,elements,1.00,1.92,1.92,0.00,1.33
532,sacctmgr command,1.00,1.92,1.92,1.00,1.73
533,accounting associations,1.00,1.92,1.92,1.00,1.73
535,addition,1.00,1.92,1.92,0.00,1.33
538,sort,1.00,1.92,1.92,0.00,1.33
539,account none,1.00,1.92,1.92,1.00,1.73
540,similar syntax,1.00,1.92,1.92,1.00,1.73
541,user da,1.00,1.92,1.92,1.00,1.73
543,test execute,1.00,1.92,1.92,1.00,1.73
546,future,1.00,1.92,1.92,0.00,1.33
547,attempt,1.00,1.92,1.92,0.00,1.33
549,specific partitions,1.00,1.92,1.92,1.00,1.73
550,other associations,1.00,1.92,1.92,1.00,1.73
551,same Account,1.00,1.92,1.92,1.00,1.73
552,Cluster Options,1.00,1.92,1.92,1.00,1.73
554,Account Options,1.00,1.92,1.92,1.00,1.73
557,different bank accounts,1.00,1.92,1.92,1.58,2.13
558,different points,1.00,1.92,1.92,1.00,1.73
559,account hierarchy,1.00,1.92,1.92,1.00,1.73
560,parent account,1.00,1.92,1.92,1.00,1.73
561,organization,1.00,1.92,1.92,0.00,1.33
563,User Options,1.00,1.92,1.92,1.00,1.73
564,accounting privileges,1.00,1.92,1.92,1.00,1.73
565,database object,1.00,1.92,1.92,1.00,1.73
566,other operators,1.00,1.92,1.92,1.00,1.73
567,regular uses,1.00,1.92,1.92,1.00,1.73
568,PrivateData flag,1.00,1.92,1.92,1.00,1.73
569,Create,1.00,1.92,1.92,0.00,2.03
570,Alter,1.00,1.92,1.92,0.00,2.03
571,Delete Reservations,1.00,1.92,1.92,1.00,1.73
572,Admin,1.00,1.92,1.92,0.00,2.03
573,same level,1.00,1.92,1.92,1.00,1.73
574,privileges,1.00,1.92,1.92,0.00,1.33
575,Default wckey,1.00,1.92,1.92,1.00,1.73
576,accounting database,1.00,1.92,1.92,1.00,1.73
577,Slurm partition,1.00,1.92,1.92,1.00,1.73
579,Various limits,1.00,1.92,1.92,1.00,1.73
580,Resource Limits web page,1.00,1.92,1.92,2.00,2.52
581,Other options,1.00,1.92,1.92,1.00,1.73
582,explanation,1.00,1.92,1.92,0.00,1.33
583,Resource Limits document,1.00,1.92,1.92,1.58,2.13
584,Modifying Entities,1.00,1.92,1.92,1.00,1.73
585,many different options,1.00,1.92,1.92,1.58,2.13
586,SQL,1.00,1.92,1.92,0.00,2.83
587,like fashion,1.00,1.92,1.92,1.00,1.73
588,key words,1.00,1.92,1.92,1.00,1.73
589,typical execute line,1.00,1.92,1.92,1.58,2.13
591,appropriate Slurm daemons,1.00,1.92,1.92,1.58,2.13
592,Entities,1.00,1.92,1.92,0.00,2.03
593,Removing entities,1.00,1.92,1.92,1.00,1.73
594,modify example,1.00,1.92,1.92,1.00,1.73
595,set options,1.00,1.92,1.92,1.00,1.73
597,user brian,1.00,1.92,1.92,1.00,1.73
599,physics,1.00,1.92,1.92,0.00,1.33
600,most cases,1.00,1.92,1.92,1.00,1.73
601,removed entities,1.00,1.92,1.92,1.00,1.73
602,typographical errors,1.00,1.92,1.92,1.00,1.73
604,usage data,1.00,1.92,1.92,1.00,1.73
605,Accounting Interpretation,1.00,1.92,1.92,1.00,1.73
607,parallel computing,1.00,1.92,1.92,1.00,1.73
610,task level,1.00,1.92,1.92,1.00,1.73
614,many parallel tasks,1.00,1.92,1.92,1.58,2.13
616,JobAcctGather,1.00,1.92,1.92,0.00,3.33
618,Trackable Resources,1.00,1.92,1.92,1.00,1.73
623,JobAcctGatherFrequency,1.00,1.92,1.92,0.00,3.33
624,freq option,1.00,1.92,1.92,1.00,1.73
626,poll,1.00,1.92,1.92,0.00,1.33
627,nature,1.00,1.92,1.92,0.00,1.33
628,standalone values,1.00,1.92,1.92,1.00,1.73
629,data structure,1.00,1.92,1.92,1.00,1.73
630,TresUsageInTot field,1.00,1.92,1.92,1.00,1.73
631,sstat,1.00,1.92,1.92,0.00,1.33
632,job runtime,1.00,1.92,1.92,1.00,1.73
634,gathered metrics,1.00,1.92,1.92,1.00,1.73
636,same example,1.00,1.92,1.92,1.00,1.73
638,maximum memory peak,1.00,1.92,1.92,1.58,2.13
639,TresUsageInMaxNode,1.00,1.92,1.92,0.00,3.33
640,TresUsageInMaxTask,1.00,1.92,1.92,0.00,3.33
642,largest memory peak,1.00,1.92,1.92,1.58,2.13
643,event,1.00,1.92,1.92,0.00,1.33
644,dedicated fields MaxRSS,1.00,1.92,1.92,1.58,2.13
645,MaxRSSNode,1.00,1.92,1.92,0.00,3.33
646,MaxRSSTask,1.00,1.92,1.92,0.00,3.33
647,Other considerations,1.00,1.92,1.92,1.00,1.73
648,consumption,1.00,1.92,1.92,0.00,1.33
650,many tasks,1.00,1.92,1.92,1.00,1.73
651,running,1.00,1.92,1.92,0.00,1.33
653,other tools,1.00,1.92,1.92,1.00,1.73
654,TresUsage,1.00,1.92,1.92,0.00,3.33
655,different meanings,1.00,1.92,1.92,1.00,1.73
656,peaks,1.00,1.92,1.92,0.00,1.33
657,TresUsageInAve,1.00,1.92,1.92,0.00,3.33
658,average memory peaks,1.00,1.92,1.92,1.58,2.13
660,outlier task,1.00,1.92,1.92,1.00,1.73
661,much memory,1.00,1.92,1.92,1.00,1.73
662,indication,1.00,1.92,1.92,0.00,1.33
663,single task processes,1.00,1.92,1.92,1.58,2.13
664,maximum memory,1.00,1.92,1.92,0.00,1.73
665,step memory peak,1.00,1.92,1.92,1.58,2.13
666,Profiling,1.00,1.92,1.92,0.00,2.03
667,HDF,1.00,1.92,1.92,0.00,2.83
668,other ways,1.00,1.92,1.92,1.00,1.73
669,administrator overview,1.00,1.92,1.92,1.00,1.73
671,various types,1.00,1.92,1.92,1.00,1.73
672,workload,1.00,1.92,1.92,0.00,1.33
673,cluster operations,1.00,1.92,1.92,1.00,1.73
687,contact IBM,1.00,1.92,1.92,-2.00,1.73
701,IBM ® Spectrum LSF jobs,1.00,1.92,1.92,2.32,2.92
702,several states,1.00,1.92,1.92,1.00,1.73
706,dispatch,1.00,1.92,1.92,0.00,1.33
707,exit value,1.00,1.92,1.92,0.00,1.73
709,nonzero exit value,1.00,1.92,1.92,1.58,2.13
710,PSUSP,1.00,1.92,1.92,0.00,2.83
711,USUSP,1.00,1.92,1.92,0.00,2.83
712,SSUSP,1.00,1.92,1.92,0.00,2.83
715,POST_ERR,1.00,1.92,1.92,0.00,3.33
719,chunk job queue,1.00,1.92,1.92,1.58,2.13
720,members,1.00,1.92,1.92,0.00,1.33
721,chunk job,1.00,1.92,1.92,0.00,1.73
724,state,1.00,1.92,1.92,0.00,1.33
727,UNKWN status,1.00,1.92,1.92,1.00,1.73
728,kill signal,1.00,1.92,1.92,1.00,1.73
730,UNKWN state,1.00,1.92,1.92,1.00,1.73
731,UNKWN job,1.00,1.92,1.92,1.00,1.73
732,REMOVE_HUNG_JOBS_FOR parameter,1.00,1.92,1.92,1.00,1.73
734,hung jobs,1.00,1.92,1.92,1.00,1.73
735,REMOVE_HUNG_JOBS_FOR,1.00,1.92,1.92,0.00,3.33
736,bkill -r command,1.00,1.92,1.92,1.58,2.13
740,reply,1.00,1.92,1.92,0.00,1.33
742,typical cases,1.00,1.92,1.92,1.00,1.73
745,individual computer,1.00,1.92,1.92,1.00,1.73
747,Multiprocessor hosts,1.00,1.92,1.92,1.00,1.73
748,parallel jobs,1.00,1.92,1.92,1.00,1.73
749,single process queue,1.00,1.92,1.92,1.58,2.13
750,single machine,1.00,1.92,1.92,1.00,1.73
751,own process queue,1.00,1.92,1.92,1.58,2.13
753,execution,1.00,1.92,1.92,0.00,1.33
757,complex problems,1.00,1.92,1.92,1.00,1.73
758,simulation scenarios,1.00,1.92,1.92,1.00,1.73
759,extensive calculations,1.00,1.92,1.92,1.00,1.73
760,compute power,1.00,1.92,1.92,1.00,1.73
764,Bourne shell script,1.00,1.92,1.92,1.58,2.13
767,batch file,1.00,1.92,1.92,1.00,1.73
768,Interactive batch job,1.00,1.92,1.92,1.58,2.13
772,LSF scheduling policies,1.00,1.92,1.92,1.58,2.13
773,tolerance,1.00,1.92,1.92,0.00,1.33
774,input,1.00,1.92,1.92,0.00,1.33
775,terminal,1.00,1.92,1.92,0.00,1.33
780,batch queue,1.00,1.92,1.92,1.00,1.73
784,single process,1.00,1.92,1.92,0.00,1.73
785,batch processing features,1.00,1.92,1.92,1.58,2.13
789,Local task,1.00,1.92,1.92,1.00,1.73
790,sense,1.00,1.92,1.92,0.00,1.33
792,Remote task,1.00,1.92,1.92,1.00,1.73
795,type X86_,1.00,1.92,1.92,1.00,1.73
797,LSF host type,1.00,1.92,1.92,1.58,2.13
799,host CPU architecture,1.00,1.92,1.92,1.58,2.13
800,same operating system,1.00,1.92,1.92,1.58,2.13
801,same computer architecture,1.00,1.92,1.92,1.58,2.13
803,different set,1.00,1.92,1.92,1.00,1.73
805,LSF host model,1.00,1.92,1.92,1.58,2.13
806,CPU speed scaling factor,1.00,1.92,1.92,2.00,2.52
807,placement,1.00,1.92,1.92,0.00,1.33
811,objects,1.00,1.92,1.92,0.00,1.33
812,LSF system resources,1.00,1.92,1.92,1.58,2.13
813,track job requirements,1.00,1.92,1.92,1.58,2.13
814,schedule jobs,1.00,1.92,1.92,1.00,1.73
816,resource availability,1.00,1.92,1.92,1.00,1.73
819,fair share scheduling,1.00,1.92,1.92,1.58,2.13
820,Total CPU time,1.00,1.92,1.92,1.58,2.13
821,Total resident memory usage,1.00,1.92,1.92,2.00,2.52
822,Total virtual memory usage,1.00,1.92,1.92,2.00,2.52
823,active process group ID,1.00,1.92,1.92,2.00,2.52
824,active processes,1.00,1.92,1.92,0.00,1.73
825,level resource usage,1.00,1.92,1.92,1.58,2.13
828,non-shared resources,1.00,1.92,1.92,2.00,2.52
830,fixed time intervals,1.00,1.92,1.92,1.58,2.13
832,Defined,1.00,1.92,1.92,0.00,2.03
837,new values,1.00,1.92,1.92,1.00,1.73
841,Most static resources,1.00,1.92,1.92,1.58,2.13
842,startup time,1.00,1.92,1.92,1.00,1.73
843,appropriate hosts,1.00,1.92,1.92,-1.00,1.73
844,particular jobs,1.00,1.92,1.92,1.00,1.73
845,binary architecture,1.00,1.92,1.92,1.00,1.73
846,relative CPU speed,1.00,1.92,1.92,1.58,2.13
847,load threshold specifies,1.00,1.92,1.92,1.58,2.13
848,load condition,1.00,1.92,1.92,0.00,1.73
850,loadStop load threshold,1.00,1.92,1.92,1.58,2.13
851,load levels,1.00,1.92,1.92,-1.00,1.73
852,meaning,1.00,1.92,1.92,0.00,1.33
853,specific load index,1.00,1.92,1.92,1.58,2.13
854,host load conditions,1.00,1.92,1.92,1.58,2.13
855,threshold values,1.00,1.92,1.92,0.00,1.73
856,Runtime resource usage limits,1.00,1.92,1.92,2.00,2.52
857,specified amount,1.00,1.92,1.92,1.00,1.73
858,soft limits,1.00,1.92,1.92,1.00,1.73
860,hard limits,1.00,1.92,1.92,1.00,1.73
861,job submission,1.00,1.92,1.92,-0.25,1.73
863,job scheduling,1.00,1.92,1.92,1.00,1.73
864,different classes,1.00,1.92,1.92,1.00,1.73
865,consumers,1.00,1.92,1.92,0.00,1.33
866,more jobs,1.00,1.92,1.92,1.00,1.73
867,bsub -R option specifies resources requirements,1.00,1.92,1.92,2.58,3.32
868,load index values,1.00,1.92,1.92,1.58,2.13
869,scheduling conditions,1.00,1.92,1.92,1.00,1.73
870,load values,1.00,1.92,1.92,1.00,1.73
871,scheduling thresholds,1.00,1.92,1.92,0.00,1.73
872,installation options,1.00,1.92,1.92,1.00,1.73
880,lsf.cluster.lsf_,1.00,1.92,1.92,0.00,1.33
881,ClusterAdmins section,1.00,1.92,1.92,1.00,1.73
889,user data,1.00,1.92,1.92,1.00,1.73
890,batch job runs,1.00,1.92,1.92,1.58,2.13
891,copying results,1.00,1.92,1.92,1.00,1.73
892,job runs,1.00,1.92,1.92,0.00,1.73
893,remote jobs access,1.00,1.92,1.92,1.58,2.13
894,local data,1.00,1.92,1.92,1.00,1.73
895,Supported file systems,1.00,1.92,1.92,1.58,2.13
896,UNIX systems,1.00,1.92,1.92,1.00,1.73
897,Network File System,1.00,1.92,1.92,1.58,2.13
899,NFS file systems,1.00,1.92,1.92,1.58,2.13
900,demand,1.00,1.92,1.92,0.00,1.33
901,automount command,1.00,1.92,1.92,1.00,1.73
902,Andrew File System,1.00,1.92,1.92,1.58,2.13
907,parallel user jobs,1.00,1.92,1.92,1.58,2.13
908,access AFS,1.00,1.92,1.92,1.00,1.73
909,JOB_SPOOL_DIR,1.00,1.92,1.92,0.00,3.33
911,error files,1.00,1.92,1.92,1.00,1.73
912,DCE,1.00,1.92,1.92,0.00,2.83
913,DFS,1.00,1.92,1.92,0.00,2.83
915,Windows server machine,1.00,1.92,1.92,1.58,2.13
916,file space,1.00,1.92,1.92,1.00,1.73
917,copy,1.00,1.92,1.92,0.00,1.33
918,submission host,1.00,1.92,1.92,1.00,1.73
919,job completes,1.00,1.92,1.92,1.00,1.73
920,fault tolerance,1.00,1.92,1.92,1.00,1.73
935,important LSF configuration,1.00,1.92,1.92,1.58,2.13
943,product installation,1.00,1.92,1.92,1.00,1.73
947,configuration directories,1.00,1.92,1.92,0.00,1.73
949,other global configuration,1.00,1.92,1.92,1.58,2.13
951,LSF_ENVDIR variable,1.00,1.92,1.92,1.00,1.73
958,dictionary,1.00,1.92,1.92,0.00,1.33
960,own keywords,1.00,1.92,1.92,1.00,1.73
961,workload queues,1.00,1.92,1.92,1.00,1.73
962,LSF directories,1.00,1.92,1.92,-1.00,1.73
963,following directories,1.00,1.92,1.92,1.00,1.73
964,Directory Description Example,1.00,1.92,1.92,1.58,2.13
965,LSF_CONFDIR LSF configuration directory,1.00,1.92,1.92,2.00,2.52
967,LSB_CONFDIR Batch system configuration directory,1.00,1.92,1.92,2.32,2.92
968,LSB_SHAREDIRJob history directory,1.00,1.92,1.92,1.58,2.13
969,LSF_LOGDIR Server daemon error logs,1.00,1.92,1.92,2.32,2.92
971,log/,1.00,1.92,1.92,0.00,1.33
972,LSF batch,1.00,1.92,1.92,-0.62,1.73
973,server hosts./usr,1.00,1.92,1.92,1.00,1.73
978,lsb.ho,1.00,1.92,1.92,0.00,1.33
979,LSF scheduler,1.00,1.92,1.92,1.00,1.73
980,resource broker,1.00,1.92,1.92,0.00,1.73
982,scheduler,1.00,1.92,1.92,0.00,1.33
983,resource broker modules,1.00,1.92,1.92,1.58,2.13
984,default scheduler plug,1.00,1.92,1.92,1.58,2.13
985,schmod_default./usr,1.00,1.92,1.92,0.00,1.33
986,lsb.m,1.00,1.92,1.92,0.00,1.33
987,odules,1.00,1.92,1.92,0.00,1.33
989,LSF batch system parameter file,1.00,1.92,1.92,2.32,2.92
990,lsb.pa,1.00,1.92,1.92,0.00,1.33
991,rams,1.00,1.92,1.92,0.00,1.33
992,Job queue definitions,1.00,1.92,1.92,1.58,2.13
993,lsb.qu,1.00,1.92,1.92,0.00,1.33
994,eues,1.00,1.92,1.92,0.00,1.33
995,exports,1.00,1.92,1.92,0.00,1.33
997,lsb.re,1.00,1.92,1.92,0.00,1.33
999,LSF user groups,1.00,1.92,1.92,1.58,2.13
1000,hierarchical fair share,1.00,1.92,1.92,1.58,2.13
1001,user groups,1.00,1.92,1.92,0.00,1.73
1002,job slot limits,1.00,1.92,1.92,1.58,2.13
1003,account mappings,1.00,1.92,1.92,1.00,1.73
1004,LSF multicluster capability./usr,1.00,1.92,1.92,1.58,2.13
1005,lsb.us,1.00,1.92,1.92,0.00,1.33
1006,Application profiles,1.00,1.92,1.92,0.00,1.73
1007,common parameters,1.00,1.92,1.92,1.00,1.73
1008,execution requirements,1.00,1.92,1.92,1.00,1.73
1009,default application profile,1.00,1.92,1.92,1.58,2.13
1010,default application profile./usr,1.00,1.92,1.92,1.58,2.13
1011,lsb.ap,1.00,1.92,1.92,0.00,1.33
1012,plicatons,1.00,1.92,1.92,0.00,1.33
1013,Batch events log,1.00,1.92,1.92,1.58,2.13
1015,lsb.events,1.00,1.92,1.92,0.00,1.33
1016,accounting log,1.00,1.92,1.92,1.00,1.73
1017,lsb.acct,1.00,1.92,1.92,0.00,1.33
1018,Daemon log,1.00,1.92,1.92,0.00,1.73
1019,LSF server daemon log files,1.00,1.92,1.92,2.32,2.92
1021,Load information manager,1.00,1.92,1.92,-1.58,2.13
1022,lim.log.hosta,1.00,1.92,1.92,0.00,1.33
1023,Remote execution server,1.00,1.92,1.92,1.58,2.13
1024,res.log.hosta,1.00,1.92,1.92,0.00,1.33
1025,Management,1.00,1.92,1.92,0.00,2.03
1026,log/ mbatchd.log.hosta,1.00,1.92,1.92,1.00,1.73
1027,mbschd.log.hosta,1.00,1.92,1.92,0.00,1.33
1028,Server batch daemon,1.00,1.92,1.92,1.58,2.13
1030,sbatchd.log.hosta,1.00,1.92,1.92,0.00,1.33
1031,process information manager,1.00,1.92,1.92,1.58,2.13
1032,log/ pim.log.hosta,1.00,1.92,1.92,1.00,1.73
1038,new IBM ® Spectrum LSF cluster,1.00,1.92,1.92,2.58,3.32
1055,Only LSF administrators,1.00,1.92,1.92,1.58,2.13
1061,multi-user cluster,1.00,1.92,1.92,2.00,2.52
1063,Multi-user configuration,1.00,1.92,1.92,2.00,2.52
1064,Only root,1.00,1.92,1.92,1.00,1.73
1065,ownership,1.00,1.92,1.92,0.00,1.33
1066,badmincommands,1.00,1.92,1.92,0.00,1.33
1068,Configure LSF Startup,1.00,1.92,1.92,1.58,2.13
1069,system kernel information,1.00,1.92,1.92,1.58,2.13
1070,/dev,1.00,1.92,1.92,0.00,1.33
1071,kmem,1.00,1.92,1.92,0.00,1.33
1076,shell environment files,1.00,1.92,1.92,1.58,2.13
1080,% source,1.00,1.92,1.92,1.00,1.73
1084,LSF operating environment,1.00,1.92,1.92,1.58,2.13
1089,few minutes,1.00,1.92,1.92,1.00,1.73
1092,Exchange initialization information,1.00,1.92,1.92,1.58,2.13
1093,Reload modified LSF configuration files,1.00,1.92,1.92,2.32,2.92
1095,# lsadmin reconfig,1.00,1.92,1.92,1.58,2.13
1096,Reload modified LSF batch configuration files,1.00,1.92,1.92,2.58,3.32
1097,restart mbatchd,1.00,1.92,1.92,1.00,1.73
1098,# badmin mbdrestart,1.00,1.92,1.92,1.58,2.13
1099,lsb.events file,1.00,1.92,1.92,1.00,1.73
1101,Example command output,1.00,1.92,1.92,1.58,2.13
1103,typical output,1.00,1.92,1.92,1.00,1.73
1104,LSF installation,1.00,1.92,1.92,-1.00,1.73
1106,LSF man,1.00,1.92,1.92,1.00,1.73
1107,complete usage,1.00,1.92,1.92,1.00,1.73
1108,command options,1.00,1.92,1.92,1.00,1.73
1109,proper output,1.00,1.92,1.92,1.00,1.73
1122,Check cluster configuration,1.00,1.92,1.92,1.58,2.13
1123,lsadmin ckconfig command,1.00,1.92,1.92,1.58,2.13
1125,lsadmin ckconfig -v,1.00,1.92,1.92,-0.79,2.13
1127,% lsadmin ckconfig -v,1.00,1.92,1.92,2.00,2.52
1130,Copyright International Business Machines Corp.,1.00,1.92,1.92,2.32,2.92
1131,US Government Users,1.00,1.92,1.92,1.58,2.13
1132,duplication,1.00,1.92,1.92,0.00,1.33
1133,disclosure,1.00,1.92,1.92,0.00,1.33
1134,GSA ADP Schedule Contract,1.00,1.92,1.92,2.00,2.52
1135,IBM Corp.,1.00,1.92,1.92,1.00,1.73
1136,binary type,1.00,1.92,1.92,1.00,1.73
1139,advanced workload execution mode,1.00,1.92,1.92,2.00,2.52
1141,EGO_DISABLE_UNRESOLVABLE_HOST mode,1.00,1.92,1.92,1.00,1.73
1142,lsf/10.,1.00,1.92,1.92,0.00,1.33
1143,linux2.,1.00,1.92,1.92,0.00,1.33
1144,glibc2.3-x86_,1.00,1.92,1.92,1.58,2.13
1145,lim -C,1.00,1.92,1.92,1.00,1.73
1146,3.6.,1.00,1.92,1.92,0.00,1.33
1147,product entitlement version,1.00,1.92,1.92,1.58,2.13
1148,Last message,1.00,1.92,1.92,1.00,1.73
1149,EGO_AUDIT_MAX_SIZE,1.00,1.92,1.92,0.00,3.33
1150,EGO_AUDIT_MAX_ROTATE,1.00,1.92,1.92,0.00,3.33
1151,IBM Spectrum LSF Standard Edition,1.00,1.92,1.92,2.32,2.92
1152,reCheckClass,1.00,1.92,1.92,0.00,3.33
1153,exchIntvl,1.00,1.92,1.92,0.00,3.33
1154,3.6.0 Checking Done,1.00,1.92,1.92,1.58,2.13
1156,current LSF version number,1.00,1.92,1.92,2.00,2.52
1157,current LSF management host,1.00,1.92,1.92,2.00,2.52
1158,LSF management host name,1.00,1.92,1.92,2.00,2.52
1159,master name,1.00,1.92,1.92,1.00,1.73
1160,lsf.conf file message,1.00,1.92,1.92,1.58,2.13
1161,LSF_ENVDIR environment variable,1.00,1.92,1.92,1.58,2.13
1164,% lsload,1.00,1.92,1.92,1.00,1.73
1165,status r15s r1 m r15 m ut,1.00,1.92,1.92,2.81,3.72
1166,tmp swp mem,1.00,1.92,1.92,1.58,2.13
1169,hostv,1.00,1.92,1.92,0.00,1.33
1170,busy status,1.00,1.92,1.92,1.00,1.73
1171,asterisk,1.00,1.92,1.92,0.00,1.33
1172,marks load indexes,1.00,1.92,1.92,1.58,2.13
1173,host status,1.00,1.92,1.92,1.00,1.73
1177,hosts time,1.00,1.92,1.92,1.00,1.73
1178,getentitlementinfo,1.00,1.92,1.92,0.00,1.33
1185,LSF batch system configuration files,1.00,1.92,1.92,2.32,2.92
1186,badmin ckconfig -v,1.00,1.92,1.92,0.00,2.13
1187,LSF batch workload,1.00,1.92,1.92,-3.17,2.13
1188,system configuration,1.00,1.92,1.92,-0.60,1.73
1189,% badmin ckconfig -v,1.00,1.92,1.92,2.00,2.52
1190,Dec,1.00,1.92,1.92,0.00,2.03
1191,minit,1.00,1.92,1.92,0.00,1.33
1192,Batch,1.00,1.92,1.92,0.00,2.03
