edge_id,head_lemma,relation_label,tail_lemma,head_term,tail_term,relation_type,doc_id,chunk_id,confidence,evidence_json,raw_json
50,topology.yaml,defines,network topologies,topology.yaml,network topologies,config_dependency,doc_b00c,doc_b00c_chunk_0007,0.9,"{""head_lemma"": ""topology.yaml"", ""tail_lemma"": ""network topologies"", ""relation"": ""defines"", ""relation_type"": ""config_dependency"", ""reason"": ""topology.yaml is used to define multiple network topologies for Slurm."", ""confidence"": 0.9, ""raw_item"": {""head"": ""topology.yaml"", ""tail"": ""network topologies"", ""relation"": ""defines"", ""relation_type"": ""config_dependency"", ""confidence"": 0.9, ""reason"": ""topology.yaml is used to define multiple network topologies for Slurm.""}}","{
  ""relations"": [
    {
      ""head"": ""topology.yaml"",
      ""tail"": ""network topologies"",
      ""relation"": ""defines"",
      ""relation_type"": ""config_dependency"",
      ""confidence"": 0.9,
      ""reason"": ""topology.yaml is used to define multiple network topologies for Slurm.""
    },
    {
      ""head"": ""partition"",
      ""tail"": ""Topology"",
      ""relation"": ""uses"",
      ""relation_type"": ""config_dependency"",
      ""confidence"": 0.9,
      ""reason"": ""Each partition can be configured to use a specific topology.""
    },
    {
      ""head"": ""slurm controller"",
      ""tail"": ""resource allocation"",
      ""relation"": ""optimizes"",
      ""relation_type"": ""component_interaction"",
      ""confidence"": 0.9,
      ""reason"": ""Slurm controller uses the selected topology to optimize resource allocation for jobs.""
    }
  ]
}"
51,partition,uses,topology,partition,Topology,config_dependency,doc_b00c,doc_b00c_chunk_0007,0.9,"{""head_lemma"": ""partition"", ""tail_lemma"": ""topology"", ""relation"": ""uses"", ""relation_type"": ""config_dependency"", ""reason"": ""Each partition can be configured to use a specific topology."", ""confidence"": 0.9, ""raw_item"": {""head"": ""partition"", ""tail"": ""Topology"", ""relation"": ""uses"", ""relation_type"": ""config_dependency"", ""confidence"": 0.9, ""reason"": ""Each partition can be configured to use a specific topology.""}}","{
  ""relations"": [
    {
      ""head"": ""topology.yaml"",
      ""tail"": ""network topologies"",
      ""relation"": ""defines"",
      ""relation_type"": ""config_dependency"",
      ""confidence"": 0.9,
      ""reason"": ""topology.yaml is used to define multiple network topologies for Slurm.""
    },
    {
      ""head"": ""partition"",
      ""tail"": ""Topology"",
      ""relation"": ""uses"",
      ""relation_type"": ""config_dependency"",
      ""confidence"": 0.9,
      ""reason"": ""Each partition can be configured to use a specific topology.""
    },
    {
      ""head"": ""slurm controller"",
      ""tail"": ""resource allocation"",
      ""relation"": ""optimizes"",
      ""relation_type"": ""component_interaction"",
      ""confidence"": 0.9,
      ""reason"": ""Slurm controller uses the selected topology to optimize resource allocation for jobs.""
    }
  ]
}"
52,slurm controller,optimizes,resource allocation,Slurm controller,resource allocation,component_interaction,doc_b00c,doc_b00c_chunk_0007,0.9,"{""head_lemma"": ""slurm controller"", ""tail_lemma"": ""resource allocation"", ""relation"": ""optimizes"", ""relation_type"": ""component_interaction"", ""reason"": ""Slurm controller uses the selected topology to optimize resource allocation for jobs."", ""confidence"": 0.9, ""raw_item"": {""head"": ""slurm controller"", ""tail"": ""resource allocation"", ""relation"": ""optimizes"", ""relation_type"": ""component_interaction"", ""confidence"": 0.9, ""reason"": ""Slurm controller uses the selected topology to optimize resource allocation for jobs.""}}","{
  ""relations"": [
    {
      ""head"": ""topology.yaml"",
      ""tail"": ""network topologies"",
      ""relation"": ""defines"",
      ""relation_type"": ""config_dependency"",
      ""confidence"": 0.9,
      ""reason"": ""topology.yaml is used to define multiple network topologies for Slurm.""
    },
    {
      ""head"": ""partition"",
      ""tail"": ""Topology"",
      ""relation"": ""uses"",
      ""relation_type"": ""config_dependency"",
      ""confidence"": 0.9,
      ""reason"": ""Each partition can be configured to use a specific topology.""
    },
    {
      ""head"": ""slurm controller"",
      ""tail"": ""resource allocation"",
      ""relation"": ""optimizes"",
      ""relation_type"": ""component_interaction"",
      ""confidence"": 0.9,
      ""reason"": ""Slurm controller uses the selected topology to optimize resource allocation for jobs.""
    }
  ]
}"
53,effective usage,calculates,fair-share factor,effective usage,fair-share factor,config_dependency,doc_c721,doc_c721_chunk_0003,0.9,"{""head_lemma"": ""effective usage"", ""tail_lemma"": ""fair-share factor"", ""relation"": ""calculates"", ""relation_type"": ""config_dependency"", ""reason"": ""The fair-share factor is calculated based on the effective usage."", ""confidence"": 0.9, ""raw_item"": {""head"": ""effective usage"", ""tail"": ""fair-share factor"", ""relation"": ""calculates"", ""relation_type"": ""config_dependency"", ""confidence"": 0.9, ""reason"": ""The fair-share factor is calculated based on the effective usage.""}}","{
  ""relations"": [
    {
      ""head"": ""effective usage"",
      ""tail"": ""fair-share factor"",
      ""relation"": ""calculates"",
      ""relation_type"": ""config_dependency"",
      ""confidence"": 0.9,
      ""reason"": ""The fair-share factor is calculated based on the effective usage.""
    }
  ]
}"
54,user,depends_on,fair-share factor,User,fair-share factor,config_dependency,doc_c721,doc_c721_chunk_0007,0.9,"{""head_lemma"": ""user"", ""tail_lemma"": ""fair-share factor"", ""relation"": ""depends_on"", ""relation_type"": ""config_dependency"", ""reason"": ""The fair-share factor for each user is calculated based on their effective usage."", ""confidence"": 0.9, ""raw_item"": {""head"": ""user"", ""tail"": ""fair-share factor"", ""relation"": ""depends_on"", ""relation_type"": ""config_dependency"", ""confidence"": 0.9, ""reason"": ""The fair-share factor for each user is calculated based on their effective usage.""}}","{
  ""relations"": [
    {
      ""head"": ""user"",
      ""tail"": ""fair-share factor"",
      ""relation"": ""depends_on"",
      ""relation_type"": ""config_dependency"",
      ""confidence"": 0.9,
      ""reason"": ""The fair-share factor for each user is calculated based on their effective usage.""
    },
    {
      ""head"": ""job"",
      ""tail"": ""scheduling priority"",
      ""relation"": ""has_state"",
      ""relation_type"": ""state_transition"",
      ""confidence"": 0.9,
      ""reason"": ""The scheduling priority of a job is a job state that determines its position in the job queue.""
    }
  ]
}"
55,job,has_state,scheduling priority,job,scheduling priority,state_transition,doc_c721,doc_c721_chunk_0007,0.9,"{""head_lemma"": ""job"", ""tail_lemma"": ""scheduling priority"", ""relation"": ""has_state"", ""relation_type"": ""state_transition"", ""reason"": ""The scheduling priority of a job is a job state that determines its position in the job queue."", ""confidence"": 0.9, ""raw_item"": {""head"": ""job"", ""tail"": ""scheduling priority"", ""relation"": ""has_state"", ""relation_type"": ""state_transition"", ""confidence"": 0.9, ""reason"": ""The scheduling priority of a job is a job state that determines its position in the job queue.""}}","{
  ""relations"": [
    {
      ""head"": ""user"",
      ""tail"": ""fair-share factor"",
      ""relation"": ""depends_on"",
      ""relation_type"": ""config_dependency"",
      ""confidence"": 0.9,
      ""reason"": ""The fair-share factor for each user is calculated based on their effective usage.""
    },
    {
      ""head"": ""job"",
      ""tail"": ""scheduling priority"",
      ""relation"": ""has_state"",
      ""relation_type"": ""state_transition"",
      ""confidence"": 0.9,
      ""reason"": ""The scheduling priority of a job is a job state that determines its position in the job queue.""
    }
  ]
}"
56,slurm,uses_config,slurm*tar.bz2,Slurm,slurm*tar.bz2,file_usage,doc_ce7f,doc_ce7f_chunk_0004,0.9,"{""head_lemma"": ""slurm"", ""tail_lemma"": ""slurm*tar.bz2"", ""relation"": ""uses_config"", ""relation_type"": ""file_usage"", ""reason"": ""Slurm is built from the slurm*tar.bz2 tarball."", ""confidence"": 0.9, ""raw_item"": {""head"": ""slurm"", ""tail"": ""slurm*tar.bz2"", ""relation"": ""uses_config"", ""relation_type"": ""file_usage"", ""confidence"": 0.9, ""reason"": ""Slurm is built from the slurm*tar.bz2 tarball.""}}","{
  ""relations"": [
    {
      ""head"": ""slurm"",
      ""tail"": ""slurm*tar.bz2"",
      ""relation"": ""uses_config"",
      ""relation_type"": ""file_usage"",
      ""confidence"": 0.9,
      ""reason"": ""Slurm is built from the slurm*tar.bz2 tarball.""
    },
    {
      ""head"": ""debuild"",
      ""tail"": ""slurm"",
      ""relation"": ""builds"",
      ""relation_type"": ""api_relation"",
      ""confidence"": 0.9,
      ""reason"": ""debuild is used to build the Slurm packages.""
    },
    {
      ""head"": ""mk-build-deps"",
      ""tail"": ""slurm"",
      ""relation"": ""installs_dependencies"",
      ""relation_type"": ""command_resource"",
      ""confidence"": 0.9,
      ""reason"": ""mk-build-deps installs the Slurm package dependencies.""
    }
  ]
}"
57,debuild,builds,slurm,debuild,Slurm,api_relation,doc_ce7f,doc_ce7f_chunk_0004,0.9,"{""head_lemma"": ""debuild"", ""tail_lemma"": ""slurm"", ""relation"": ""builds"", ""relation_type"": ""api_relation"", ""reason"": ""debuild is used to build the Slurm packages."", ""confidence"": 0.9, ""raw_item"": {""head"": ""debuild"", ""tail"": ""slurm"", ""relation"": ""builds"", ""relation_type"": ""api_relation"", ""confidence"": 0.9, ""reason"": ""debuild is used to build the Slurm packages.""}}","{
  ""relations"": [
    {
      ""head"": ""slurm"",
      ""tail"": ""slurm*tar.bz2"",
      ""relation"": ""uses_config"",
      ""relation_type"": ""file_usage"",
      ""confidence"": 0.9,
      ""reason"": ""Slurm is built from the slurm*tar.bz2 tarball.""
    },
    {
      ""head"": ""debuild"",
      ""tail"": ""slurm"",
      ""relation"": ""builds"",
      ""relation_type"": ""api_relation"",
      ""confidence"": 0.9,
      ""reason"": ""debuild is used to build the Slurm packages.""
    },
    {
      ""head"": ""mk-build-deps"",
      ""tail"": ""slurm"",
      ""relation"": ""installs_dependencies"",
      ""relation_type"": ""command_resource"",
      ""confidence"": 0.9,
      ""reason"": ""mk-build-deps installs the Slurm package dependencies.""
    }
  ]
}"
58,mk-build-deps,installs_dependencies,slurm,mk-build-deps,Slurm,command_resource,doc_ce7f,doc_ce7f_chunk_0004,0.9,"{""head_lemma"": ""mk-build-deps"", ""tail_lemma"": ""slurm"", ""relation"": ""installs_dependencies"", ""relation_type"": ""command_resource"", ""reason"": ""mk-build-deps installs the Slurm package dependencies."", ""confidence"": 0.9, ""raw_item"": {""head"": ""mk-build-deps"", ""tail"": ""slurm"", ""relation"": ""installs_dependencies"", ""relation_type"": ""command_resource"", ""confidence"": 0.9, ""reason"": ""mk-build-deps installs the Slurm package dependencies.""}}","{
  ""relations"": [
    {
      ""head"": ""slurm"",
      ""tail"": ""slurm*tar.bz2"",
      ""relation"": ""uses_config"",
      ""relation_type"": ""file_usage"",
      ""confidence"": 0.9,
      ""reason"": ""Slurm is built from the slurm*tar.bz2 tarball.""
    },
    {
      ""head"": ""debuild"",
      ""tail"": ""slurm"",
      ""relation"": ""builds"",
      ""relation_type"": ""api_relation"",
      ""confidence"": 0.9,
      ""reason"": ""debuild is used to build the Slurm packages.""
    },
    {
      ""head"": ""mk-build-deps"",
      ""tail"": ""slurm"",
      ""relation"": ""installs_dependencies"",
      ""relation_type"": ""command_resource"",
      ""confidence"": 0.9,
      ""reason"": ""mk-build-deps installs the Slurm package dependencies.""
    }
  ]
}"
59,openapi client generators,generates,unversioned base code,OpenAPI client generators,unversioned base code,api_relation,doc_d199,doc_d199_chunk_0003,0.9,"{""head_lemma"": ""openapi client generators"", ""tail_lemma"": ""unversioned base code"", ""relation"": ""generates"", ""relation_type"": ""api_relation"", ""reason"": ""The text mentions that the openapi client generators can generate unversioned base code."", ""confidence"": 0.9, ""raw_item"": {""head"": ""openapi client generators"", ""tail"": ""unversioned base code"", ""relation"": ""generates"", ""relation_type"": ""api_relation"", ""confidence"": 0.9, ""reason"": ""The text mentions that the openapi client generators can generate unversioned base code.""}}","{
  ""relations"": [
    {
      ""head"": ""openapi client generators"",
      ""tail"": ""unversioned base code"",
      ""relation"": ""generates"",
      ""relation_type"": ""api_relation"",
      ""confidence"": 0.9,
      ""reason"": ""The text mentions that the openapi client generators can generate unversioned base code.""
    },
    {
      ""head"": ""slurm-23.11"",
      ""tail"": ""slurm-25.05"",
      ""relation"": ""covers_version_range"",
      ""relation_type"": ""other"",
      ""confidence"": 0.9,
      ""reason"": ""The text mentions that the generated schema can be used in Slurm-23.11 to Slurm-25.05.""
    }
  ]
}"
60,slurm-23.11,covers_version_range,slurm-25.05,Slurm-23.11,Slurm-25.05,other,doc_d199,doc_d199_chunk_0003,0.9,"{""head_lemma"": ""slurm-23.11"", ""tail_lemma"": ""slurm-25.05"", ""relation"": ""covers_version_range"", ""relation_type"": ""other"", ""reason"": ""The text mentions that the generated schema can be used in Slurm-23.11 to Slurm-25.05."", ""confidence"": 0.9, ""raw_item"": {""head"": ""slurm-23.11"", ""tail"": ""slurm-25.05"", ""relation"": ""covers_version_range"", ""relation_type"": ""other"", ""confidence"": 0.9, ""reason"": ""The text mentions that the generated schema can be used in Slurm-23.11 to Slurm-25.05.""}}","{
  ""relations"": [
    {
      ""head"": ""openapi client generators"",
      ""tail"": ""unversioned base code"",
      ""relation"": ""generates"",
      ""relation_type"": ""api_relation"",
      ""confidence"": 0.9,
      ""reason"": ""The text mentions that the openapi client generators can generate unversioned base code.""
    },
    {
      ""head"": ""slurm-23.11"",
      ""tail"": ""slurm-25.05"",
      ""relation"": ""covers_version_range"",
      ""relation_type"": ""other"",
      ""confidence"": 0.9,
      ""reason"": ""The text mentions that the generated schema can be used in Slurm-23.11 to Slurm-25.05.""
    }
  ]
}"
61,slurmrestd,generates,oas,slurmrestd,OAS,api_relation,doc_d199,doc_d199_chunk_0004,0.9,"{""head_lemma"": ""slurmrestd"", ""tail_lemma"": ""oas"", ""relation"": ""generates"", ""relation_type"": ""api_relation"", ""reason"": ""slurmrestd generates the OAS as a form of documentation."", ""confidence"": 0.9, ""raw_item"": {""head"": ""slurmrestd"", ""tail"": ""oas"", ""relation"": ""generates"", ""relation_type"": ""api_relation"", ""confidence"": 0.9, ""reason"": ""slurmrestd generates the OAS as a form of documentation.""}}","{
  ""relations"": [
    {
      ""head"": ""slurmrestd"",
      ""tail"": ""oas"",
      ""relation"": ""generates"",
      ""relation_type"": ""api_relation"",
      ""confidence"": 0.9,
      ""reason"": ""slurmrestd generates the OAS as a form of documentation.""
    },
    {
      ""head"": ""slurmrestd"",
      ""tail"": ""slurm.conf"",
      ""relation"": ""reads_config"",
      ""relation_type"": ""file_usage"",
      ""confidence"": 0.9,
      ""reason"": ""slurmrestd reads its configuration from slurm.conf.""
    },
    {
      ""head"": ""client"",
      ""tail"": ""404 error"",
      ""relation"": ""receives"",
      ""relation_type"": ""job_state"",
      ""confidence"": 0.9,
      ""reason"": ""A client that queries missing paths will receive a 404 error.""
    }
  ]
}"
62,slurmrestd,reads_config,slurm.conf,slurmrestd,slurm.conf,file_usage,doc_d199,doc_d199_chunk_0004,0.9,"{""head_lemma"": ""slurmrestd"", ""tail_lemma"": ""slurm.conf"", ""relation"": ""reads_config"", ""relation_type"": ""file_usage"", ""reason"": ""slurmrestd reads its configuration from slurm.conf."", ""confidence"": 0.9, ""raw_item"": {""head"": ""slurmrestd"", ""tail"": ""slurm.conf"", ""relation"": ""reads_config"", ""relation_type"": ""file_usage"", ""confidence"": 0.9, ""reason"": ""slurmrestd reads its configuration from slurm.conf.""}}","{
  ""relations"": [
    {
      ""head"": ""slurmrestd"",
      ""tail"": ""oas"",
      ""relation"": ""generates"",
      ""relation_type"": ""api_relation"",
      ""confidence"": 0.9,
      ""reason"": ""slurmrestd generates the OAS as a form of documentation.""
    },
    {
      ""head"": ""slurmrestd"",
      ""tail"": ""slurm.conf"",
      ""relation"": ""reads_config"",
      ""relation_type"": ""file_usage"",
      ""confidence"": 0.9,
      ""reason"": ""slurmrestd reads its configuration from slurm.conf.""
    },
    {
      ""head"": ""client"",
      ""tail"": ""404 error"",
      ""relation"": ""receives"",
      ""relation_type"": ""job_state"",
      ""confidence"": 0.9,
      ""reason"": ""A client that queries missing paths will receive a 404 error.""
    }
  ]
}"
63,client,receives,404 error,client,404 error,job_state,doc_d199,doc_d199_chunk_0004,0.9,"{""head_lemma"": ""client"", ""tail_lemma"": ""404 error"", ""relation"": ""receives"", ""relation_type"": ""job_state"", ""reason"": ""A client that queries missing paths will receive a 404 error."", ""confidence"": 0.9, ""raw_item"": {""head"": ""client"", ""tail"": ""404 error"", ""relation"": ""receives"", ""relation_type"": ""job_state"", ""confidence"": 0.9, ""reason"": ""A client that queries missing paths will receive a 404 error.""}}","{
  ""relations"": [
    {
      ""head"": ""slurmrestd"",
      ""tail"": ""oas"",
      ""relation"": ""generates"",
      ""relation_type"": ""api_relation"",
      ""confidence"": 0.9,
      ""reason"": ""slurmrestd generates the OAS as a form of documentation.""
    },
    {
      ""head"": ""slurmrestd"",
      ""tail"": ""slurm.conf"",
      ""relation"": ""reads_config"",
      ""relation_type"": ""file_usage"",
      ""confidence"": 0.9,
      ""reason"": ""slurmrestd reads its configuration from slurm.conf.""
    },
    {
      ""head"": ""client"",
      ""tail"": ""404 error"",
      ""relation"": ""receives"",
      ""relation_type"": ""job_state"",
      ""confidence"": 0.9,
      ""reason"": ""A client that queries missing paths will receive a 404 error.""
    }
  ]
}"
64,oas changes,depends_on,openapi specification,OAS changes,OpenAPI Specification,config_dependency,doc_d199,doc_d199_chunk_0005,0.9,"{""head_lemma"": ""oas changes"", ""tail_lemma"": ""openapi specification"", ""relation"": ""depends_on"", ""relation_type"": ""config_dependency"", ""reason"": ""OAS changes are made to the OpenAPI Specification."", ""confidence"": 0.9, ""raw_item"": {""head"": ""oas changes"", ""tail"": ""openapi specification"", ""relation"": ""depends_on"", ""relation_type"": ""config_dependency"", ""confidence"": 0.9, ""reason"": ""OAS changes are made to the OpenAPI Specification.""}}","{
  ""relations"": [
    {
      ""head"": ""oas changes"",
      ""tail"": ""openapi specification"",
      ""relation"": ""depends_on"",
      ""relation_type"": ""config_dependency"",
      ""confidence"": 0.9,
      ""reason"": ""OAS changes are made to the OpenAPI Specification.""
    },
    {
      ""head"": ""openapi release notes"",
      ""tail"": ""oas changes"",
      ""relation"": ""reports_on"",
      ""relation_type"": ""api_relation"",
      ""confidence"": 0.9,
      ""reason"": ""OpenAPI Release Notes list all changes to the OAS.""
    },
    {
      ""head"": ""slurmrestd"",
      ""tail"": ""openapi specification"",
      ""relation"": ""generates"",
      ""relation_type"": ""api_relation"",
      ""confidence"": 0.9,
      ""reason"": ""slurmrestd generates the OpenAPI Specification.""
    }
  ]
}"
65,openapi release notes,reports_on,oas changes,OpenAPI Release Notes,OAS changes,api_relation,doc_d199,doc_d199_chunk_0005,0.9,"{""head_lemma"": ""openapi release notes"", ""tail_lemma"": ""oas changes"", ""relation"": ""reports_on"", ""relation_type"": ""api_relation"", ""reason"": ""OpenAPI Release Notes list all changes to the OAS."", ""confidence"": 0.9, ""raw_item"": {""head"": ""openapi release notes"", ""tail"": ""oas changes"", ""relation"": ""reports_on"", ""relation_type"": ""api_relation"", ""confidence"": 0.9, ""reason"": ""OpenAPI Release Notes list all changes to the OAS.""}}","{
  ""relations"": [
    {
      ""head"": ""oas changes"",
      ""tail"": ""openapi specification"",
      ""relation"": ""depends_on"",
      ""relation_type"": ""config_dependency"",
      ""confidence"": 0.9,
      ""reason"": ""OAS changes are made to the OpenAPI Specification.""
    },
    {
      ""head"": ""openapi release notes"",
      ""tail"": ""oas changes"",
      ""relation"": ""reports_on"",
      ""relation_type"": ""api_relation"",
      ""confidence"": 0.9,
      ""reason"": ""OpenAPI Release Notes list all changes to the OAS.""
    },
    {
      ""head"": ""slurmrestd"",
      ""tail"": ""openapi specification"",
      ""relation"": ""generates"",
      ""relation_type"": ""api_relation"",
      ""confidence"": 0.9,
      ""reason"": ""slurmrestd generates the OpenAPI Specification.""
    }
  ]
}"
66,slurmrestd,generates,openapi specification,Slurmrestd,OpenAPI Specification,api_relation,doc_d199,doc_d199_chunk_0005,0.9,"{""head_lemma"": ""slurmrestd"", ""tail_lemma"": ""openapi specification"", ""relation"": ""generates"", ""relation_type"": ""api_relation"", ""reason"": ""slurmrestd generates the OpenAPI Specification."", ""confidence"": 0.9, ""raw_item"": {""head"": ""slurmrestd"", ""tail"": ""openapi specification"", ""relation"": ""generates"", ""relation_type"": ""api_relation"", ""confidence"": 0.9, ""reason"": ""slurmrestd generates the OpenAPI Specification.""}}","{
  ""relations"": [
    {
      ""head"": ""oas changes"",
      ""tail"": ""openapi specification"",
      ""relation"": ""depends_on"",
      ""relation_type"": ""config_dependency"",
      ""confidence"": 0.9,
      ""reason"": ""OAS changes are made to the OpenAPI Specification.""
    },
    {
      ""head"": ""openapi release notes"",
      ""tail"": ""oas changes"",
      ""relation"": ""reports_on"",
      ""relation_type"": ""api_relation"",
      ""confidence"": 0.9,
      ""reason"": ""OpenAPI Release Notes list all changes to the OAS.""
    },
    {
      ""head"": ""slurmrestd"",
      ""tail"": ""openapi specification"",
      ""relation"": ""generates"",
      ""relation_type"": ""api_relation"",
      ""confidence"": 0.9,
      ""reason"": ""slurmrestd generates the OpenAPI Specification.""
    }
  ]
}"
67,cons_tres plugin,controls,allocation,cons_tres plugin,allocation,config_dependency,doc_d9be,doc_d9be_chunk_0007,0.9,"{""head_lemma"": ""cons_tres plugin"", ""tail_lemma"": ""allocation"", ""relation"": ""controls"", ""relation_type"": ""config_dependency"", ""reason"": ""The cons_tres plugin is used for managing CPU resources, including allocation."", ""confidence"": 0.9, ""raw_item"": {""head"": ""cons_tres plugin"", ""tail"": ""allocation"", ""relation"": ""controls"", ""relation_type"": ""config_dependency"", ""confidence"": 0.9, ""reason"": ""The cons_tres plugin is used for managing CPU resources, including allocation.""}}","{
  ""relations"": [
    {
      ""head"": ""cons_tres plugin"",
      ""tail"": ""allocation"",
      ""relation"": ""controls"",
      ""relation_type"": ""config_dependency"",
      ""confidence"": 0.9,
      ""reason"": ""The cons_tres plugin is used for managing CPU resources, including allocation.""
    },
    {
      ""head"": ""srun"",
      ""tail"": ""nodes"",
      ""relation"": ""uses_resource"",
      ""relation_type"": ""command_resource"",
      ""confidence"": 0.95,
      ""reason"": ""The srun command is used to allocate nodes for a job.""
    },
    {
      ""head"": ""slurm accounting"",
      ""tail"": ""limits"",
      ""relation"": ""imposes"",
      ""relation_type"": ""config_dependency"",
      ""confidence"": 0.9,
      ""reason"": ""Slurm Accounting imposes limits on CPU usage at various levels.""
    }
  ]
}"
68,slurm accounting,imposes,limits,Slurm Accounting,limits,config_dependency,doc_d9be,doc_d9be_chunk_0007,0.9,"{""head_lemma"": ""slurm accounting"", ""tail_lemma"": ""limits"", ""relation"": ""imposes"", ""relation_type"": ""config_dependency"", ""reason"": ""Slurm Accounting imposes limits on CPU usage at various levels."", ""confidence"": 0.9, ""raw_item"": {""head"": ""slurm accounting"", ""tail"": ""limits"", ""relation"": ""imposes"", ""relation_type"": ""config_dependency"", ""confidence"": 0.9, ""reason"": ""Slurm Accounting imposes limits on CPU usage at various levels.""}}","{
  ""relations"": [
    {
      ""head"": ""cons_tres plugin"",
      ""tail"": ""allocation"",
      ""relation"": ""controls"",
      ""relation_type"": ""config_dependency"",
      ""confidence"": 0.9,
      ""reason"": ""The cons_tres plugin is used for managing CPU resources, including allocation.""
    },
    {
      ""head"": ""srun"",
      ""tail"": ""nodes"",
      ""relation"": ""uses_resource"",
      ""relation_type"": ""command_resource"",
      ""confidence"": 0.95,
      ""reason"": ""The srun command is used to allocate nodes for a job.""
    },
    {
      ""head"": ""slurm accounting"",
      ""tail"": ""limits"",
      ""relation"": ""imposes"",
      ""relation_type"": ""config_dependency"",
      ""confidence"": 0.9,
      ""reason"": ""Slurm Accounting imposes limits on CPU usage at various levels.""
    }
  ]
}"
69,slurm,allocates_resource,node,Slurm,node,command_resource,doc_d9be,doc_d9be_chunk_0014,0.9,"{""head_lemma"": ""slurm"", ""tail_lemma"": ""node"", ""relation"": ""allocates_resource"", ""relation_type"": ""command_resource"", ""reason"": ""Slurm allocates nodes to run jobs."", ""confidence"": 0.9, ""raw_item"": {""head"": ""slurm"", ""tail"": ""node"", ""relation"": ""allocates_resource"", ""relation_type"": ""command_resource"", ""confidence"": 0.9, ""reason"": ""Slurm allocates nodes to run jobs.""}}","{
  ""relations"": [
    {
      ""head"": ""slurm"",
      ""tail"": ""node"",
      ""relation"": ""allocates_resource"",
      ""relation_type"": ""command_resource"",
      ""confidence"": 0.9,
      ""reason"": ""Slurm allocates nodes to run jobs.""
    },
    {
      ""head"": ""slurm"",
      ""tail"": ""socket"",
      ""relation"": ""allocates_resource"",
      ""relation_type"": ""command_resource"",
      ""confidence"": 0.9,
      ""reason"": ""Slurm allocates sockets to run jobs.""
    },
    {
      ""head"": ""--distribution"",
      ""tail"": ""cyclic:block"",
      ""relation"": ""uses_option"",
      ""relation_type"": ""command_option"",
      ""confidence"": 0.9,
      ""reason"": ""The --distribution option is used with the cyclic:block value.""
    }
  ]
}"
70,slurm,allocates_resource,socket,Slurm,socket,command_resource,doc_d9be,doc_d9be_chunk_0014,0.9,"{""head_lemma"": ""slurm"", ""tail_lemma"": ""socket"", ""relation"": ""allocates_resource"", ""relation_type"": ""command_resource"", ""reason"": ""Slurm allocates sockets to run jobs."", ""confidence"": 0.9, ""raw_item"": {""head"": ""slurm"", ""tail"": ""socket"", ""relation"": ""allocates_resource"", ""relation_type"": ""command_resource"", ""confidence"": 0.9, ""reason"": ""Slurm allocates sockets to run jobs.""}}","{
  ""relations"": [
    {
      ""head"": ""slurm"",
      ""tail"": ""node"",
      ""relation"": ""allocates_resource"",
      ""relation_type"": ""command_resource"",
      ""confidence"": 0.9,
      ""reason"": ""Slurm allocates nodes to run jobs.""
    },
    {
      ""head"": ""slurm"",
      ""tail"": ""socket"",
      ""relation"": ""allocates_resource"",
      ""relation_type"": ""command_resource"",
      ""confidence"": 0.9,
      ""reason"": ""Slurm allocates sockets to run jobs.""
    },
    {
      ""head"": ""--distribution"",
      ""tail"": ""cyclic:block"",
      ""relation"": ""uses_option"",
      ""relation_type"": ""command_option"",
      ""confidence"": 0.9,
      ""reason"": ""The --distribution option is used with the cyclic:block value.""
    }
  ]
}"
71,--distribution,uses_option,cyclic:block,--distribution,cyclic:block,command_option,doc_d9be,doc_d9be_chunk_0014,0.9,"{""head_lemma"": ""--distribution"", ""tail_lemma"": ""cyclic:block"", ""relation"": ""uses_option"", ""relation_type"": ""command_option"", ""reason"": ""The --distribution option is used with the cyclic:block value."", ""confidence"": 0.9, ""raw_item"": {""head"": ""--distribution"", ""tail"": ""cyclic:block"", ""relation"": ""uses_option"", ""relation_type"": ""command_option"", ""confidence"": 0.9, ""reason"": ""The --distribution option is used with the cyclic:block value.""}}","{
  ""relations"": [
    {
      ""head"": ""slurm"",
      ""tail"": ""node"",
      ""relation"": ""allocates_resource"",
      ""relation_type"": ""command_resource"",
      ""confidence"": 0.9,
      ""reason"": ""Slurm allocates nodes to run jobs.""
    },
    {
      ""head"": ""slurm"",
      ""tail"": ""socket"",
      ""relation"": ""allocates_resource"",
      ""relation_type"": ""command_resource"",
      ""confidence"": 0.9,
      ""reason"": ""Slurm allocates sockets to run jobs.""
    },
    {
      ""head"": ""--distribution"",
      ""tail"": ""cyclic:block"",
      ""relation"": ""uses_option"",
      ""relation_type"": ""command_option"",
      ""confidence"": 0.9,
      ""reason"": ""The --distribution option is used with the cyclic:block value.""
    }
  ]
}"
