edge_id,child_lemma,parent_lemma,child_term,parent_term,doc_id,chunk_id,confidence,evidence_json,raw_json
57,viable sibling,sibling job,Viable Sibling,Sibling Job,doc_7940,doc_7940_chunk_0008,0.9,"{""child_lemma"": ""viable sibling"", ""parent_lemma"": ""sibling job"", ""reason"": ""Viable Sibling is a cluster that is eligible to run a Sibling Job."", ""confidence"": 0.9, ""raw_item"": {""child"": ""viable sibling"", ""parent"": ""sibling job"", ""confidence"": 0.9, ""reason"": ""Viable Sibling is a cluster that is eligible to run a Sibling Job.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""active sibling"",
      ""parent"": ""sibling job"",
      ""confidence"": 0.9,
      ""reason"": ""Active Sibling is a state of a Sibling Job.""
    },
    {
      ""child"": ""viable sibling"",
      ""parent"": ""sibling job"",
      ""confidence"": 0.9,
      ""reason"": ""Viable Sibling is a cluster that is eligible to run a Sibling Job.""
    },
    {
      ""child"": ""origin cluster id"",
      ""parent"": ""job id"",
      ""confidence"": 0.9,
      ""reason"": ""Origin Cluster ID is a part of the unique job ID.""
    },
    {
      ""child"": ""local job id"",
      ""parent"": ""job id"",
      ""confidence"": 0.9,
      ""reason"": ""Local Job ID is a part of the unique job ID.""
    }
  ]
}"
58,origin cluster id,job id,Origin Cluster ID,job ID,doc_7940,doc_7940_chunk_0008,0.9,"{""child_lemma"": ""origin cluster id"", ""parent_lemma"": ""job id"", ""reason"": ""Origin Cluster ID is a part of the unique job ID."", ""confidence"": 0.9, ""raw_item"": {""child"": ""origin cluster id"", ""parent"": ""job id"", ""confidence"": 0.9, ""reason"": ""Origin Cluster ID is a part of the unique job ID.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""active sibling"",
      ""parent"": ""sibling job"",
      ""confidence"": 0.9,
      ""reason"": ""Active Sibling is a state of a Sibling Job.""
    },
    {
      ""child"": ""viable sibling"",
      ""parent"": ""sibling job"",
      ""confidence"": 0.9,
      ""reason"": ""Viable Sibling is a cluster that is eligible to run a Sibling Job.""
    },
    {
      ""child"": ""origin cluster id"",
      ""parent"": ""job id"",
      ""confidence"": 0.9,
      ""reason"": ""Origin Cluster ID is a part of the unique job ID.""
    },
    {
      ""child"": ""local job id"",
      ""parent"": ""job id"",
      ""confidence"": 0.9,
      ""reason"": ""Local Job ID is a part of the unique job ID.""
    }
  ]
}"
59,local job id,job id,Local Job ID,job ID,doc_7940,doc_7940_chunk_0008,0.9,"{""child_lemma"": ""local job id"", ""parent_lemma"": ""job id"", ""reason"": ""Local Job ID is a part of the unique job ID."", ""confidence"": 0.9, ""raw_item"": {""child"": ""local job id"", ""parent"": ""job id"", ""confidence"": 0.9, ""reason"": ""Local Job ID is a part of the unique job ID.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""active sibling"",
      ""parent"": ""sibling job"",
      ""confidence"": 0.9,
      ""reason"": ""Active Sibling is a state of a Sibling Job.""
    },
    {
      ""child"": ""viable sibling"",
      ""parent"": ""sibling job"",
      ""confidence"": 0.9,
      ""reason"": ""Viable Sibling is a cluster that is eligible to run a Sibling Job.""
    },
    {
      ""child"": ""origin cluster id"",
      ""parent"": ""job id"",
      ""confidence"": 0.9,
      ""reason"": ""Origin Cluster ID is a part of the unique job ID.""
    },
    {
      ""child"": ""local job id"",
      ""parent"": ""job id"",
      ""confidence"": 0.9,
      ""reason"": ""Local Job ID is a part of the unique job ID.""
    }
  ]
}"
60,local licenses,licenses,Local Licenses,licenses,doc_85cb,doc_85cb_chunk_0001,0.9,"{""child_lemma"": ""local licenses"", ""parent_lemma"": ""licenses"", ""reason"": ""Local licenses are a specific type of licenses configured in the slurm.conf file."", ""confidence"": 0.9, ""raw_item"": {""child"": ""local licenses"", ""parent"": ""licenses"", ""confidence"": 0.9, ""reason"": ""Local licenses are a specific type of licenses configured in the slurm.conf file.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""local licenses"",
      ""parent"": ""licenses"",
      ""confidence"": 0.9,
      ""reason"": ""Local licenses are a specific type of licenses configured in the slurm.conf file.""
    },
    {
      ""child"": ""remote licenses"",
      ""parent"": ""licenses"",
      ""confidence"": 0.9,
      ""reason"": ""Remote licenses are a specific type of licenses configured using the sacctmgr command.""
    },
    {
      ""child"": ""shared resources"",
      ""parent"": ""resources"",
      ""confidence"": 0.95,
      ""reason"": ""Shared resources in Slurm are resources that are not tied to a specific host but are associated with the entire cluster.""
    }
  ]
}"
61,remote licenses,licenses,remote licenses,licenses,doc_85cb,doc_85cb_chunk_0001,0.9,"{""child_lemma"": ""remote licenses"", ""parent_lemma"": ""licenses"", ""reason"": ""Remote licenses are a specific type of licenses configured using the sacctmgr command."", ""confidence"": 0.9, ""raw_item"": {""child"": ""remote licenses"", ""parent"": ""licenses"", ""confidence"": 0.9, ""reason"": ""Remote licenses are a specific type of licenses configured using the sacctmgr command.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""local licenses"",
      ""parent"": ""licenses"",
      ""confidence"": 0.9,
      ""reason"": ""Local licenses are a specific type of licenses configured in the slurm.conf file.""
    },
    {
      ""child"": ""remote licenses"",
      ""parent"": ""licenses"",
      ""confidence"": 0.9,
      ""reason"": ""Remote licenses are a specific type of licenses configured using the sacctmgr command.""
    },
    {
      ""child"": ""shared resources"",
      ""parent"": ""resources"",
      ""confidence"": 0.95,
      ""reason"": ""Shared resources in Slurm are resources that are not tied to a specific host but are associated with the entire cluster.""
    }
  ]
}"
62,slurm rest api daemon,slurm plug-in architecture,Slurm REST API daemon,Slurm Plug-in Architecture,doc_868e,doc_868e_chunk_0004,0.9,"{""child_lemma"": ""slurm rest api daemon"", ""parent_lemma"": ""slurm plug-in architecture"", ""reason"": ""slurmrestd is a component of SPANK, providing the REST API."", ""confidence"": 0.9, ""raw_item"": {""child"": ""slurm rest api daemon"", ""parent"": ""slurm plug-in architecture"", ""confidence"": 0.9, ""reason"": ""slurmrestd is a component of SPANK, providing the REST API.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""slurm rest api daemon"",
      ""parent"": ""slurm plug-in architecture"",
      ""confidence"": 0.9,
      ""reason"": ""slurmrestd is a component of SPANK, providing the REST API.""
    },
    {
      ""child"": ""slurm step manager"",
      ""parent"": ""slurm plug-in architecture"",
      ""confidence"": 0.9,
      ""reason"": ""slurmstepd is a component of SPANK, managing job steps.""
    },
    {
      ""child"": ""spank"",
      ""parent"": ""other_hpc"",
      ""confidence"": 0.95,
      ""reason"": ""SPANK is a Slurm-specific plug-in architecture for node and job control.""
    }
  ]
}"
63,task prolog,bash script,task prolog,bash script,doc_8a75,doc_8a75_chunk_0002,0.9,"{""child_lemma"": ""task prolog"", ""parent_lemma"": ""bash script"", ""reason"": ""TaskProlog is a specific type of bash script used for preliminary work and modifying the user's environment in HPC systems."", ""confidence"": 0.9, ""raw_item"": {""child"": ""task prolog"", ""parent"": ""bash script"", ""confidence"": 0.9, ""reason"": ""TaskProlog is a specific type of bash script used for preliminary work and modifying the user's environment in HPC systems.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""task prolog"",
      ""parent"": ""bash script"",
      ""confidence"": 0.9,
      ""reason"": ""TaskProlog is a specific type of bash script used for preliminary work and modifying the user's environment in HPC systems.""
    }
  ]
}"
64,suspendexcparts,partitions,SuspendExcParts,partitions,doc_8ca0,doc_8ca0_chunk_0006,0.9,"{""child_lemma"": ""suspendexcparts"", ""parent_lemma"": ""partitions"", ""reason"": ""SuspendExcParts is a configuration parameter that specifies partitions with nodes to never place in power saving mode."", ""confidence"": 0.9, ""raw_item"": {""child"": ""suspendexcparts"", ""parent"": ""partitions"", ""confidence"": 0.9, ""reason"": ""SuspendExcParts is a configuration parameter that specifies partitions with nodes to never place in power saving mode.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""suspendexcparts"",
      ""parent"": ""partitions"",
      ""confidence"": 0.9,
      ""reason"": ""SuspendExcParts is a configuration parameter that specifies partitions with nodes to never place in power saving mode.""
    },
    {
      ""child"": ""suspendexcstates"",
      ""parent"": ""config_param"",
      ""confidence"": 0.9,
      ""reason"": ""SuspendExcStates is a configuration parameter that specifies node states to be excluded from automatic power down.""
    }
  ]
}"
65,booting different images,booting,Booting Different Images,booting,doc_8ca0,doc_8ca0_chunk_0013,0.9,"{""child_lemma"": ""booting different images"", ""parent_lemma"": ""booting"", ""reason"": ""Booting different images is a specific method of booting, requiring additional actions like determining job specifications and booting appropriate images for each node."", ""confidence"": 0.9, ""raw_item"": {""child"": ""booting different images"", ""parent"": ""booting"", ""confidence"": 0.9, ""reason"": ""Booting different images is a specific method of booting, requiring additional actions like determining job specifications and booting appropriate images for each node.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""booting different images"",
      ""parent"": ""booting"",
      ""confidence"": 0.9,
      ""reason"": ""Booting different images is a specific method of booting, requiring additional actions like determining job specifications and booting appropriate images for each node.""
    },
    {
      ""child"": ""resumeprogram"",
      ""parent"": ""config_param"",
      ""confidence"": 0.9,
      ""reason"": ""Resumeprogram is a specific type of configuration parameter that is used to resume jobs.""
    },
    {
      ""child"": ""launching"",
      ""parent"": ""other_hpc"",
      ""confidence"": 0.9,
      ""reason"": ""Launching is a general term for starting or initiating jobs, while this context refers to launching job steps.""
    }
  ]
}"
66,/instances,/instance,/instances,/instance,doc_8ca0,doc_8ca0_chunk_0017,0.9,"{""child_lemma"": ""/instances"", ""parent_lemma"": ""/instance"", ""reason"": ""/instances is a collection of /instance objects"", ""confidence"": 0.9, ""raw_item"": {""child"": ""/instances"", ""parent"": ""/instance"", ""confidence"": 0.9, ""reason"": ""/instances is a collection of /instance objects""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""/instances"",
      ""parent"": ""/instance"",
      ""confidence"": 0.9,
      ""reason"": ""/instances is a collection of /instance objects""
    }
  ]
}"
67,slurmctld upgrade,upgrade procedure,slurmctld upgrade,upgrade procedure,doc_8f5e,doc_8f5e_chunk_0003,0.9,"{""child_lemma"": ""slurmctld upgrade"", ""parent_lemma"": ""upgrade procedure"", ""reason"": ""Slurmctld upgrade is a step in the upgrade procedure."", ""confidence"": 0.9, ""raw_item"": {""child"": ""slurmctld upgrade"", ""parent"": ""upgrade procedure"", ""confidence"": 0.9, ""reason"": ""Slurmctld upgrade is a step in the upgrade procedure.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""slurmctld upgrade"",
      ""parent"": ""upgrade procedure"",
      ""confidence"": 0.9,
      ""reason"": ""Slurmctld upgrade is a step in the upgrade procedure.""
    },
    {
      ""child"": ""slurmd upgrade"",
      ""parent"": ""upgrade procedure"",
      ""confidence"": 0.9,
      ""reason"": ""Slurmd upgrade is a step in the upgrade procedure.""
    },
    {
      ""child"": ""slurmdbd upgrade"",
      ""parent"": ""upgrade procedure"",
      ""confidence"": 0.9,
      ""reason"": ""Slurmdbd upgrade is a step in the upgrade procedure.""
    }
  ]
}"
68,slurmd upgrade,upgrade procedure,slurmd upgrade,upgrade procedure,doc_8f5e,doc_8f5e_chunk_0003,0.9,"{""child_lemma"": ""slurmd upgrade"", ""parent_lemma"": ""upgrade procedure"", ""reason"": ""Slurmd upgrade is a step in the upgrade procedure."", ""confidence"": 0.9, ""raw_item"": {""child"": ""slurmd upgrade"", ""parent"": ""upgrade procedure"", ""confidence"": 0.9, ""reason"": ""Slurmd upgrade is a step in the upgrade procedure.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""slurmctld upgrade"",
      ""parent"": ""upgrade procedure"",
      ""confidence"": 0.9,
      ""reason"": ""Slurmctld upgrade is a step in the upgrade procedure.""
    },
    {
      ""child"": ""slurmd upgrade"",
      ""parent"": ""upgrade procedure"",
      ""confidence"": 0.9,
      ""reason"": ""Slurmd upgrade is a step in the upgrade procedure.""
    },
    {
      ""child"": ""slurmdbd upgrade"",
      ""parent"": ""upgrade procedure"",
      ""confidence"": 0.9,
      ""reason"": ""Slurmdbd upgrade is a step in the upgrade procedure.""
    }
  ]
}"
69,slurmdbd upgrade,upgrade procedure,slurmdbd upgrade,upgrade procedure,doc_8f5e,doc_8f5e_chunk_0003,0.9,"{""child_lemma"": ""slurmdbd upgrade"", ""parent_lemma"": ""upgrade procedure"", ""reason"": ""Slurmdbd upgrade is a step in the upgrade procedure."", ""confidence"": 0.9, ""raw_item"": {""child"": ""slurmdbd upgrade"", ""parent"": ""upgrade procedure"", ""confidence"": 0.9, ""reason"": ""Slurmdbd upgrade is a step in the upgrade procedure.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""slurmctld upgrade"",
      ""parent"": ""upgrade procedure"",
      ""confidence"": 0.9,
      ""reason"": ""Slurmctld upgrade is a step in the upgrade procedure.""
    },
    {
      ""child"": ""slurmd upgrade"",
      ""parent"": ""upgrade procedure"",
      ""confidence"": 0.9,
      ""reason"": ""Slurmd upgrade is a step in the upgrade procedure.""
    },
    {
      ""child"": ""slurmdbd upgrade"",
      ""parent"": ""upgrade procedure"",
      ""confidence"": 0.9,
      ""reason"": ""Slurmdbd upgrade is a step in the upgrade procedure.""
    }
  ]
}"
70,slurmd (compute nodes),compute nodes,slurmd (Compute Nodes),compute nodes,doc_8f5e,doc_8f5e_chunk_0010,0.9,"{""child_lemma"": ""slurmd (compute nodes)"", ""parent_lemma"": ""compute nodes"", ""reason"": ""slurmd (Compute Nodes) is a specific type of compute nodes that run the slurmd daemon."", ""confidence"": 0.9, ""raw_item"": {""child"": ""slurmd (compute nodes)"", ""parent"": ""compute nodes"", ""confidence"": 0.9, ""reason"": ""slurmd (Compute Nodes) is a specific type of compute nodes that run the slurmd daemon.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""slurmd (compute nodes)"",
      ""parent"": ""compute nodes"",
      ""confidence"": 0.9,
      ""reason"": ""slurmd (Compute Nodes) is a specific type of compute nodes that run the slurmd daemon.""
    },
    {
      ""child"": ""rolling upgrade"",
      ""parent"": ""other_hpc"",
      ""confidence"": 0.9,
      ""reason"": ""A rolling upgrade is a specific type of other HPC operation that involves upgrading slurmd nodes in groups.""
    }
  ]
}"
71,maintenance reservation,reservation,maintenance reservation,reservation,doc_977e,doc_977e_chunk_0007,0.9,"{""child_lemma"": ""maintenance reservation"", ""parent_lemma"": ""reservation"", ""reason"": ""A maintenance reservation is a specific type of reservation used for maintenance purposes."", ""confidence"": 0.9, ""raw_item"": {""child"": ""maintenance reservation"", ""parent"": ""reservation"", ""confidence"": 0.9, ""reason"": ""A maintenance reservation is a specific type of reservation used for maintenance purposes.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""maintenance reservation"",
      ""parent"": ""reservation"",
      ""confidence"": 0.9,
      ""reason"": ""A maintenance reservation is a specific type of reservation used for maintenance purposes.""
    },
    {
      ""child"": ""advanced reservation"",
      ""parent"": ""reservation"",
      ""confidence"": 0.9,
      ""reason"": ""An advanced reservation is a specific type of reservation with a fixed start time.""
    },
    {
      ""child"": ""nesting of reservations"",
      ""parent"": ""reservation"",
      ""confidence"": 0.8,
      ""reason"": ""Nesting of reservations refers to the creation of multiple reservations within other reservations, up to a depth of two.""
    }
  ]
}"
72,advanced reservation,reservation,advanced reservation,reservation,doc_977e,doc_977e_chunk_0007,0.9,"{""child_lemma"": ""advanced reservation"", ""parent_lemma"": ""reservation"", ""reason"": ""An advanced reservation is a specific type of reservation with a fixed start time."", ""confidence"": 0.9, ""raw_item"": {""child"": ""advanced reservation"", ""parent"": ""reservation"", ""confidence"": 0.9, ""reason"": ""An advanced reservation is a specific type of reservation with a fixed start time.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""maintenance reservation"",
      ""parent"": ""reservation"",
      ""confidence"": 0.9,
      ""reason"": ""A maintenance reservation is a specific type of reservation used for maintenance purposes.""
    },
    {
      ""child"": ""advanced reservation"",
      ""parent"": ""reservation"",
      ""confidence"": 0.9,
      ""reason"": ""An advanced reservation is a specific type of reservation with a fixed start time.""
    },
    {
      ""child"": ""nesting of reservations"",
      ""parent"": ""reservation"",
      ""confidence"": 0.8,
      ""reason"": ""Nesting of reservations refers to the creation of multiple reservations within other reservations, up to a depth of two.""
    }
  ]
}"
73,nesting of reservations,reservation,nesting of reservations,reservation,doc_977e,doc_977e_chunk_0007,0.8,"{""child_lemma"": ""nesting of reservations"", ""parent_lemma"": ""reservation"", ""reason"": ""Nesting of reservations refers to the creation of multiple reservations within other reservations, up to a depth of two."", ""confidence"": 0.8, ""raw_item"": {""child"": ""nesting of reservations"", ""parent"": ""reservation"", ""confidence"": 0.8, ""reason"": ""Nesting of reservations refers to the creation of multiple reservations within other reservations, up to a depth of two.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""maintenance reservation"",
      ""parent"": ""reservation"",
      ""confidence"": 0.9,
      ""reason"": ""A maintenance reservation is a specific type of reservation used for maintenance purposes.""
    },
    {
      ""child"": ""advanced reservation"",
      ""parent"": ""reservation"",
      ""confidence"": 0.9,
      ""reason"": ""An advanced reservation is a specific type of reservation with a fixed start time.""
    },
    {
      ""child"": ""nesting of reservations"",
      ""parent"": ""reservation"",
      ""confidence"": 0.8,
      ""reason"": ""Nesting of reservations refers to the creation of multiple reservations within other reservations, up to a depth of two.""
    }
  ]
}"
74,advanced reservation,reservation,advanced reservation,reservation,doc_977e,doc_977e_chunk_0008,0.9,"{""child_lemma"": ""advanced reservation"", ""parent_lemma"": ""reservation"", ""reason"": ""An advanced reservation is a specific type of reservation with a floating start time."", ""confidence"": 0.9, ""raw_item"": {""child"": ""advanced reservation"", ""parent"": ""reservation"", ""confidence"": 0.9, ""reason"": ""An advanced reservation is a specific type of reservation with a floating start time.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""advanced reservation"",
      ""parent"": ""reservation"",
      ""confidence"": 0.9,
      ""reason"": ""An advanced reservation is a specific type of reservation with a floating start time.""
    },
    {
      ""child"": ""constant size pool"",
      ""parent"": ""resource"",
      ""confidence"": 0.9,
      ""reason"": ""A constant size pool is a specific type of resource that maintains a constant size.""
    },
    {
      ""child"": ""reservation"",
      ""parent"": ""queue_or_partition"",
      ""confidence"": 0.9,
      ""reason"": ""A reservation is a type of queue or partition that reserves resources.""
    },
    {
      ""child"": ""scontrol"",
      ""parent"": ""command"",
      ""confidence"": 0.9,
      ""reason"": ""scontrol is a command used to manage Slurm resources.""
    }
  ]
}"
75,maximum allocation,resources,maximum allocation,resources,doc_9ca6,doc_9ca6_chunk_0003,0.9,"{""child_lemma"": ""maximum allocation"", ""parent_lemma"": ""resources"", ""reason"": ""Maximum allocation is a specific type of resource that defines the maximum amount that can be allocated."", ""confidence"": 0.9, ""raw_item"": {""child"": ""maximum allocation"", ""parent"": ""resources"", ""confidence"": 0.9, ""reason"": ""Maximum allocation is a specific type of resource that defines the maximum amount that can be allocated.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""maximum allocation"",
      ""parent"": ""resources"",
      ""confidence"": 0.9,
      ""reason"": ""Maximum allocation is a specific type of resource that defines the maximum amount that can be allocated.""
    }
  ]
}"
76,derived exit code,exitcode,derived Exit Code,ExitCode,doc_9fd4,doc_9fd4_chunk_0002,0.9,"{""child_lemma"": ""derived exit code"", ""parent_lemma"": ""exitcode"", ""reason"": ""Derived exit code is a specific type of exit code that represents the highest exit code returned by all of the job's steps."", ""confidence"": 0.9, ""raw_item"": {""child"": ""derived exit code"", ""parent"": ""exitcode"", ""confidence"": 0.9, ""reason"": ""Derived exit code is a specific type of exit code that represents the highest exit code returned by all of the job's steps.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""derived exit code"",
      ""parent"": ""exitcode"",
      ""confidence"": 0.9,
      ""reason"": ""Derived exit code is a specific type of exit code that represents the highest exit code returned by all of the job's steps.""
    }
  ]
}"
77,derived exit code,exitcode,derived exit code,ExitCode,doc_9fd4,doc_9fd4_chunk_0003,0.9,"{""child_lemma"": ""derived exit code"", ""parent_lemma"": ""exitcode"", ""reason"": ""Derived exit code is a derived value from the exitcode."", ""confidence"": 0.9, ""raw_item"": {""child"": ""derived exit code"", ""parent"": ""exitcode"", ""confidence"": 0.9, ""reason"": ""Derived exit code is a derived value from the exitcode.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""derived exit code"",
      ""parent"": ""exitcode"",
      ""confidence"": 0.9,
      ""reason"": ""Derived exit code is a derived value from the exitcode.""
    },
    {
      ""child"": ""comment string"",
      ""parent"": ""other_hpc"",
      ""confidence"": 0.9,
      ""reason"": ""Comment string is a specific type of other_hpc data.""
    },
    {
      ""child"": ""sjobexitmod"",
      ""parent"": ""command"",
      ""confidence"": 0.9,
      ""reason"": ""sjobexitmod is a specific command for modifying the derived exit code and comment string.""
    }
  ]
}"
78,billable tres,tres,billable TRES,TRES,doc_ac8b,doc_ac8b_chunk_0006,0.9,"{""child_lemma"": ""billable tres"", ""parent_lemma"": ""tres"", ""reason"": ""Billable TRES is a type of TRES that is accounted for in billing."", ""confidence"": 0.9, ""raw_item"": {""child"": ""billable tres"", ""parent"": ""tres"", ""confidence"": 0.9, ""reason"": ""Billable TRES is a type of TRES that is accounted for in billing.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""billable tres"",
      ""parent"": ""tres"",
      ""confidence"": 0.9,
      ""reason"": ""Billable TRES is a type of TRES that is accounted for in billing.""
    },
    {
      ""child"": ""tresbillingweights"",
      ""parent"": ""config_param"",
      ""confidence"": 0.9,
      ""reason"": ""TRESBillingWeights is a configuration parameter that affects the billing of TRES.""
    }
  ]
}"
79,topology,network topologies,Topology,network topologies,doc_b00c,doc_b00c_chunk_0007,0.95,"{""child_lemma"": ""topology"", ""parent_lemma"": ""network topologies"", ""reason"": ""Topology is a specific type of network topology defined in the topology.yaml file."", ""confidence"": 0.95, ""raw_item"": {""child"": ""topology"", ""parent"": ""network topologies"", ""confidence"": 0.95, ""reason"": ""Topology is a specific type of network topology defined in the topology.yaml file.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""partition configuration"",
      ""parent"": ""config_param"",
      ""confidence"": 0.9,
      ""reason"": ""Partition configuration is a specific type of configuration parameter used to set the topology for a partition.""
    },
    {
      ""child"": ""topology"",
      ""parent"": ""network topologies"",
      ""confidence"": 0.95,
      ""reason"": ""Topology is a specific type of network topology defined in the topology.yaml file.""
    },
    {
      ""child"": ""cluster_default"",
      ""parent"": ""topology"",
      ""confidence"": 0.85,
      ""reason"": ""Cluster_default is a default topology used when no specific topology is specified for a partition.""
    }
  ]
}"
80,cluster_default,topology,cluster_default,Topology,doc_b00c,doc_b00c_chunk_0007,0.85,"{""child_lemma"": ""cluster_default"", ""parent_lemma"": ""topology"", ""reason"": ""Cluster_default is a default topology used when no specific topology is specified for a partition."", ""confidence"": 0.85, ""raw_item"": {""child"": ""cluster_default"", ""parent"": ""topology"", ""confidence"": 0.85, ""reason"": ""Cluster_default is a default topology used when no specific topology is specified for a partition.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""partition configuration"",
      ""parent"": ""config_param"",
      ""confidence"": 0.9,
      ""reason"": ""Partition configuration is a specific type of configuration parameter used to set the topology for a partition.""
    },
    {
      ""child"": ""topology"",
      ""parent"": ""network topologies"",
      ""confidence"": 0.95,
      ""reason"": ""Topology is a specific type of network topology defined in the topology.yaml file.""
    },
    {
      ""child"": ""cluster_default"",
      ""parent"": ""topology"",
      ""confidence"": 0.85,
      ""reason"": ""Cluster_default is a default topology used when no specific topology is specified for a partition.""
    }
  ]
}"
81,gpumem,gres,gpumem,gres,doc_b2f9,doc_b2f9_chunk_0006,0.9,"{""child_lemma"": ""gpumem"", ""parent_lemma"": ""gres"", ""reason"": ""gpumem is a specific type of gres resource for GPU memory."", ""confidence"": 0.9, ""raw_item"": {""child"": ""gpumem"", ""parent"": ""gres"", ""confidence"": 0.9, ""reason"": ""gpumem is a specific type of gres resource for GPU memory.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""gpumem"",
      ""parent"": ""gres"",
      ""confidence"": 0.9,
      ""reason"": ""gpumem is a specific type of gres resource for GPU memory.""
    },
    {
      ""child"": ""gpuutil"",
      ""parent"": ""gres"",
      ""confidence"": 0.9,
      ""reason"": ""gpuutil is a specific type of gres resource for GPU utilization.""
    }
  ]
}"
82,gpuutil,gres,gpuutil,gres,doc_b2f9,doc_b2f9_chunk_0006,0.9,"{""child_lemma"": ""gpuutil"", ""parent_lemma"": ""gres"", ""reason"": ""gpuutil is a specific type of gres resource for GPU utilization."", ""confidence"": 0.9, ""raw_item"": {""child"": ""gpuutil"", ""parent"": ""gres"", ""confidence"": 0.9, ""reason"": ""gpuutil is a specific type of gres resource for GPU utilization.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""gpumem"",
      ""parent"": ""gres"",
      ""confidence"": 0.9,
      ""reason"": ""gpumem is a specific type of gres resource for GPU memory.""
    },
    {
      ""child"": ""gpuutil"",
      ""parent"": ""gres"",
      ""confidence"": 0.9,
      ""reason"": ""gpuutil is a specific type of gres resource for GPU utilization.""
    }
  ]
}"
83,gres/mps,gres,gres/mps,gres,doc_b2f9,doc_b2f9_chunk_0010,0.9,"{""child_lemma"": ""gres/mps"", ""parent_lemma"": ""gres"", ""reason"": ""GRES/MPS is a specific type of GRES resource."", ""confidence"": 0.9, ""raw_item"": {""child"": ""gres/mps"", ""parent"": ""gres"", ""confidence"": 0.9, ""reason"": ""GRES/MPS is a specific type of GRES resource.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""gres/mps"",
      ""parent"": ""gres"",
      ""confidence"": 0.9,
      ""reason"": ""GRES/MPS is a specific type of GRES resource.""
    },
    {
      ""child"": ""gres/gpu"",
      ""parent"": ""gres"",
      ""confidence"": 0.9,
      ""reason"": ""GRES/GPU is a specific type of GRES resource.""
    },
    {
      ""child"": ""slurm's gres.conf"",
      ""parent"": ""gres.conf"",
      ""confidence"": 0.95,
      ""reason"": ""Slurm's gres.conf is a specific configuration file for GRES resources.""
    },
    {
      ""child"": ""prolog"",
      ""parent"": ""other_hpc"",
      ""confidence"": 0.9,
      ""reason"": ""Prolog is a specific other HPC tool used for starting and stopping MPS servers.""
    }
  ]
}"
84,gres/gpu,gres,gres/gpu,gres,doc_b2f9,doc_b2f9_chunk_0010,0.9,"{""child_lemma"": ""gres/gpu"", ""parent_lemma"": ""gres"", ""reason"": ""GRES/GPU is a specific type of GRES resource."", ""confidence"": 0.9, ""raw_item"": {""child"": ""gres/gpu"", ""parent"": ""gres"", ""confidence"": 0.9, ""reason"": ""GRES/GPU is a specific type of GRES resource.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""gres/mps"",
      ""parent"": ""gres"",
      ""confidence"": 0.9,
      ""reason"": ""GRES/MPS is a specific type of GRES resource.""
    },
    {
      ""child"": ""gres/gpu"",
      ""parent"": ""gres"",
      ""confidence"": 0.9,
      ""reason"": ""GRES/GPU is a specific type of GRES resource.""
    },
    {
      ""child"": ""slurm's gres.conf"",
      ""parent"": ""gres.conf"",
      ""confidence"": 0.95,
      ""reason"": ""Slurm's gres.conf is a specific configuration file for GRES resources.""
    },
    {
      ""child"": ""prolog"",
      ""parent"": ""other_hpc"",
      ""confidence"": 0.9,
      ""reason"": ""Prolog is a specific other HPC tool used for starting and stopping MPS servers.""
    }
  ]
}"
