edge_id,child_term,parent_term,child_canonical,parent_canonical,doc_id,chunk_id,reason,raw_json
78,wckeys,accounting policy,wckeys,accounting policy,doc_d41b,doc_d41b_chunk_0003,"wckeys prevents users from running jobs under a wckey that they don't have access to, which implies it is a specific part of the accounting policy.","{
  ""is_a_edges"": [
    {
      ""child"": ""qos values"",
      ""parent"": ""quality of service"",
      ""reason"": ""qos values are defined for each association in the database, which implies they are a specific type of quality of service.""
    },
    {
      ""child"": ""safe"",
      ""parent"": ""job"",
      ""reason"": ""safe ensures a job will only be launched when using an association or qos that has a TRES-minutes limit set, implying it is a specific type of job.""
    },
    {
      ""child"": ""wckeys"",
      ""parent"": ""accounting policy"",
      ""reason"": ""wckeys prevents users from running jobs under a wckey that they don't have access to, which implies it is a specific part of the accounting policy.""
    }
  ]
}"
79,account limits,limits,account limits,limits,doc_d41b,doc_d41b_chunk_0004,Account limits are a specific type of limits.,"{
  ""is_a_edges"": [
    {
      ""child"": ""account limits"",
      ""parent"": ""limits"",
      ""reason"": ""Account limits are a specific type of limits.""
    },
    {
      ""child"": ""association specific limits and scheduling policies"",
      ""parent"": ""scheduling policies"",
      ""reason"": ""Association specific limits and scheduling policies are a specific type of scheduling policies.""
    },
    {
      ""child"": ""partition records"",
      ""parent"": ""records"",
      ""reason"": ""Partition records are a specific type of records.""
    },
    {
      ""child"": ""user association limits"",
      ""parent"": ""limits"",
      ""reason"": ""User association limits are a specific type of limits.""
    }
  ]
}"
80,user association limits,limits,user association limits,limits,doc_d41b,doc_d41b_chunk_0004,User association limits are a specific type of limits.,"{
  ""is_a_edges"": [
    {
      ""child"": ""account limits"",
      ""parent"": ""limits"",
      ""reason"": ""Account limits are a specific type of limits.""
    },
    {
      ""child"": ""association specific limits and scheduling policies"",
      ""parent"": ""scheduling policies"",
      ""reason"": ""Association specific limits and scheduling policies are a specific type of scheduling policies.""
    },
    {
      ""child"": ""partition records"",
      ""parent"": ""records"",
      ""reason"": ""Partition records are a specific type of records.""
    },
    {
      ""child"": ""user association limits"",
      ""parent"": ""limits"",
      ""reason"": ""User association limits are a specific type of limits.""
    }
  ]
}"
81,allocated cpus,consumable resources,allocated cpus,consumable resources,doc_d9be,doc_d9be_chunk_0008,Allocated cpus are a specific type of consumable resources.,"{
  ""is_a_edges"": [
    {
      ""child"": ""allocated cpus"",
      ""parent"": ""consumable resources"",
      ""reason"": ""Allocated cpus are a specific type of consumable resources.""
    },
    {
      ""child"": ""cores"",
      ""parent"": ""cpus"",
      ""reason"": ""Cores are a specific type of CPUs.""
    },
    {
      ""child"": ""selecttype"",
      ""parent"": ""configuration parameter"",
      ""reason"": ""Selecttype is a specific configuration parameter.""
    },
    {
      ""child"": ""selecttypeparameters"",
      ""parent"": ""configuration parameter"",
      ""reason"": ""Selecttypeparameters is a specific configuration parameter.""
    },
    {
      ""child"": ""single node"",
      ""parent"": ""node"",
      ""reason"": ""Single node is a specific type of node.""
    }
  ]
}"
82,cores,cpus,cores,cpus,doc_d9be,doc_d9be_chunk_0008,Cores are a specific type of CPUs.,"{
  ""is_a_edges"": [
    {
      ""child"": ""allocated cpus"",
      ""parent"": ""consumable resources"",
      ""reason"": ""Allocated cpus are a specific type of consumable resources.""
    },
    {
      ""child"": ""cores"",
      ""parent"": ""cpus"",
      ""reason"": ""Cores are a specific type of CPUs.""
    },
    {
      ""child"": ""selecttype"",
      ""parent"": ""configuration parameter"",
      ""reason"": ""Selecttype is a specific configuration parameter.""
    },
    {
      ""child"": ""selecttypeparameters"",
      ""parent"": ""configuration parameter"",
      ""reason"": ""Selecttypeparameters is a specific configuration parameter.""
    },
    {
      ""child"": ""single node"",
      ""parent"": ""node"",
      ""reason"": ""Single node is a specific type of node.""
    }
  ]
}"
83,single node,node,single node,node,doc_d9be,doc_d9be_chunk_0008,Single node is a specific type of node.,"{
  ""is_a_edges"": [
    {
      ""child"": ""allocated cpus"",
      ""parent"": ""consumable resources"",
      ""reason"": ""Allocated cpus are a specific type of consumable resources.""
    },
    {
      ""child"": ""cores"",
      ""parent"": ""cpus"",
      ""reason"": ""Cores are a specific type of CPUs.""
    },
    {
      ""child"": ""selecttype"",
      ""parent"": ""configuration parameter"",
      ""reason"": ""Selecttype is a specific configuration parameter.""
    },
    {
      ""child"": ""selecttypeparameters"",
      ""parent"": ""configuration parameter"",
      ""reason"": ""Selecttypeparameters is a specific configuration parameter.""
    },
    {
      ""child"": ""single node"",
      ""parent"": ""node"",
      ""reason"": ""Single node is a specific type of node.""
    }
  ]
}"
84,optimized resource utilization,resource utilization,optimized resource utilization,resource utilization,doc_e2d8,doc_e2d8_chunk_0001,Optimized resource utilization is mentioned as a benefit of integrating Slurm and Kubernetes.,"{
  ""is_a_edges"": [
    {
      ""child"": ""Slurm and Kubernetes"",
      ""parent"": ""integration"",
      ""reason"": ""Slurm and Kubernetes are being integrated to achieve a unified cluster.""
    },
    {
      ""child"": ""Kubernetes"",
      ""parent"": ""hpc clusters"",
      ""reason"": ""Kubernetes is being adopted into HPC clusters.""
    },
    {
      ""child"": ""workflows"",
      ""parent"": ""Slurm"",
      ""reason"": ""Workflows are leveraged with Slurm.""
    },
    {
      ""child"": ""optimized resource utilization"",
      ""parent"": ""resource utilization"",
      ""reason"": ""Optimized resource utilization is mentioned as a benefit of integrating Slurm and Kubernetes.""
    }
  ]
}"
85,struct passwd info,passwd,struct passwd info,passwd,doc_e643,doc_e643_chunk_0001,struct passwd info is a more detailed form of passwd.,"{
  ""is_a_edges"": [
    {
      ""child"": ""cloud node"",
      ""parent"": ""node"",
      ""reason"": ""cloud node is a specific type of node.""
    },
    {
      ""child"": ""struct passwd info"",
      ""parent"": ""passwd"",
      ""reason"": ""struct passwd info is a more detailed form of passwd.""
    },
    {
      ""child"": ""struct group"",
      ""parent"": ""group"",
      ""reason"": ""struct group is a more detailed form of group.""
    },
    {
      ""child"": ""slurmstepd"",
      ""parent"": ""daemon"",
      ""reason"": ""slurmstepd is a specific daemon component.""
    }
  ]
}"
86,struct group,group,struct group,group,doc_e643,doc_e643_chunk_0001,struct group is a more detailed form of group.,"{
  ""is_a_edges"": [
    {
      ""child"": ""cloud node"",
      ""parent"": ""node"",
      ""reason"": ""cloud node is a specific type of node.""
    },
    {
      ""child"": ""struct passwd info"",
      ""parent"": ""passwd"",
      ""reason"": ""struct passwd info is a more detailed form of passwd.""
    },
    {
      ""child"": ""struct group"",
      ""parent"": ""group"",
      ""reason"": ""struct group is a more detailed form of group.""
    },
    {
      ""child"": ""slurmstepd"",
      ""parent"": ""daemon"",
      ""reason"": ""slurmstepd is a specific daemon component.""
    }
  ]
}"
87,job_desc,job_desc_msg_t,job_desc,job_desc_msg_t,doc_e8f0,doc_e8f0_chunk_0005,job_desc is a specific instance of job_desc_msg_t.,"{
  ""is_a_edges"": [
    {
      ""child"": ""job_desc"",
      ""parent"": ""job_desc_msg_t"",
      ""reason"": ""job_desc is a specific instance of job_desc_msg_t.""
    },
    {
      ""child"": ""slurmctld"",
      ""parent"": ""slurmctld daemon"",
      ""reason"": ""slurmctld is a specific instance of slurmctld daemon.""
    },
    {
      ""child"": ""slurmrestd"",
      ""parent"": ""slurm daemon"",
      ""reason"": ""slurmrestd is a specific instance of slurm daemon.""
    },
    {
      ""child"": ""submit_uid"",
      ""parent"": ""user id"",
      ""reason"": ""submit_uid is a specific representation of user id.""
    }
  ]
}"
88,slurmctld,slurmctld daemon,slurmctld,slurmctld daemon,doc_e8f0,doc_e8f0_chunk_0005,slurmctld is a specific instance of slurmctld daemon.,"{
  ""is_a_edges"": [
    {
      ""child"": ""job_desc"",
      ""parent"": ""job_desc_msg_t"",
      ""reason"": ""job_desc is a specific instance of job_desc_msg_t.""
    },
    {
      ""child"": ""slurmctld"",
      ""parent"": ""slurmctld daemon"",
      ""reason"": ""slurmctld is a specific instance of slurmctld daemon.""
    },
    {
      ""child"": ""slurmrestd"",
      ""parent"": ""slurm daemon"",
      ""reason"": ""slurmrestd is a specific instance of slurm daemon.""
    },
    {
      ""child"": ""submit_uid"",
      ""parent"": ""user id"",
      ""reason"": ""submit_uid is a specific representation of user id.""
    }
  ]
}"
89,submit_uid,user id,submit_uid,user id,doc_e8f0,doc_e8f0_chunk_0005,submit_uid is a specific representation of user id.,"{
  ""is_a_edges"": [
    {
      ""child"": ""job_desc"",
      ""parent"": ""job_desc_msg_t"",
      ""reason"": ""job_desc is a specific instance of job_desc_msg_t.""
    },
    {
      ""child"": ""slurmctld"",
      ""parent"": ""slurmctld daemon"",
      ""reason"": ""slurmctld is a specific instance of slurmctld daemon.""
    },
    {
      ""child"": ""slurmrestd"",
      ""parent"": ""slurm daemon"",
      ""reason"": ""slurmrestd is a specific instance of slurm daemon.""
    },
    {
      ""child"": ""submit_uid"",
      ""parent"": ""user id"",
      ""reason"": ""submit_uid is a specific representation of user id.""
    }
  ]
}"
90,partition time limit,time limit,partition time limit,time limit,doc_f2ec,doc_f2ec_chunk_0002,The text describes partition time limit as a specific type of time limit.,"{
  ""is_a_edges"": [
    {
      ""child"": ""backfill scheduler"",
      ""parent"": ""scheduler"",
      ""reason"": ""The text describes backfill as a specific type of scheduler.""
    },
    {
      ""child"": ""builtin scheduler"",
      ""parent"": ""scheduler"",
      ""reason"": ""The text describes builtin as a specific type of scheduler.""
    },
    {
      ""child"": ""completing state"",
      ""parent"": ""job state"",
      ""reason"": ""The text describes completing state as a specific job state.""
    },
    {
      ""child"": ""partition time limit"",
      ""parent"": ""time limit"",
      ""reason"": ""The text describes partition time limit as a specific type of time limit.""
    },
    {
      ""child"": ""pending"",
      ""parent"": ""job state"",
      ""reason"": ""The text describes pending as a specific job state.""
    }
  ]
}"
