id,child_canonical_id,child_canonical_term,parent_head_text,parent_canonical_id,parent_canonical_term,method,score,created_at
600,4900,vi slurm,slurm,82,slurm,head_parent_candidates,1.0,2025-12-17T15:05:15Z
601,4907,x11 slurm,slurm,82,slurm,head_parent_candidates,1.0,2025-12-17T15:05:15Z
602,4913,scheduler type,type,363,type,head_parent_candidates,1.0,2025-12-17T15:05:15Z
603,4921,full list,list,373,list,head_parent_candidates,1.0,2025-12-17T15:05:15Z
604,4948,job size,size,278,size,head_parent_candidates,1.0,2025-12-17T15:05:15Z
605,4950,slurm_job_id environment variable,variable,135,variable,head_parent_candidates,1.0,2025-12-17T15:05:15Z
606,4979,non killable process,process,465,process,head_parent_candidates,1.0,2025-12-17T15:05:15Z
607,5011,slurm file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
608,5023,resident set size,size,278,size,head_parent_candidates,1.0,2025-12-17T15:05:15Z
609,5025,locked memory limit,limit,111,limit,head_parent_candidates,1.0,2025-12-17T15:05:15Z
610,5051,slurmd n hostname,hostname,716,hostname,head_parent_candidates,1.0,2025-12-17T15:05:15Z
611,5091,slurm package,package,2480,package,head_parent_candidates,1.0,2025-12-17T15:05:15Z
612,5098,current slurm.conf file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
613,5100,incorrect slurmctldhost parameter,parameter,268,parameter,head_parent_candidates,1.0,2025-12-17T15:05:15Z
614,5103,slurm log file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
615,5111,resource reservation,reservation,386,reservation,head_parent_candidates,1.0,2025-12-17T15:05:15Z
616,5123,slurm.conf configuration file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
617,5138,slurm environment,environment,175,environment,head_parent_candidates,1.0,2025-12-17T15:05:15Z
618,5147,job submit plugin,plugin,179,plugin,head_parent_candidates,1.0,2025-12-17T15:05:15Z
619,5170,node slurm,slurm,82,slurm,head_parent_candidates,1.0,2025-12-17T15:05:15Z
620,5173,slurmctld log file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
621,5204,slurmctld daemon execute,execute,4265,execute,head_parent_candidates,1.0,2025-12-17T15:05:15Z
622,5206,current time,time,42,time,head_parent_candidates,1.0,2025-12-17T15:05:15Z
623,5210,slurmdtimeout configuration parameter,parameter,268,parameter,head_parent_candidates,1.0,2025-12-17T15:05:15Z
624,5212,drain state,state,395,state,head_parent_candidates,1.0,2025-12-17T15:05:15Z
625,5223,slurmstepd_oom_adj environment variable,variable,135,variable,head_parent_candidates,1.0,2025-12-17T15:05:15Z
626,5230,head node,node,409,node,head_parent_candidates,1.0,2025-12-17T15:05:15Z
627,5231,systemctl restart slurmd,slurmd,654,slurmd,head_parent_candidates,1.0,2025-12-17T15:05:15Z
628,5262,pam_slurm_adopt module,module,3711,module,head_parent_candidates,1.0,2025-12-17T15:05:15Z
629,5293,system job,job,50,job,head_parent_candidates,1.0,2025-12-17T15:05:15Z
630,5329,cgroup plugin,plugin,179,plugin,head_parent_candidates,1.0,2025-12-17T15:05:15Z
631,5361,tmpf plugin,plugin,179,plugin,head_parent_candidates,1.0,2025-12-17T15:05:15Z
632,5392,linux distribution,distribution,1976,distribution,head_parent_candidates,1.0,2025-12-17T15:05:15Z
633,5399,slurm job epilog script,script,197,script,head_parent_candidates,1.0,2025-12-17T15:05:15Z
634,5427,hard limit,limit,111,limit,head_parent_candidates,1.0,2025-12-17T15:05:15Z
635,5451,pidof slurmctld,slurmctld,201,slurmctld,head_parent_candidates,1.0,2025-12-17T15:05:15Z
636,5459,prolog script,script,197,script,head_parent_candidates,1.0,2025-12-17T15:05:15Z
637,5465,slurm configuration file slurm.conf,slurm.conf,1593,slurm.conf,head_parent_candidates,1.0,2025-12-17T15:05:15Z
638,5488,systemd unit file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
639,5490,slurmctlddebug configuration parameter,parameter,268,parameter,head_parent_candidates,1.0,2025-12-17T15:05:15Z
640,5527,case slurm,slurm,82,slurm,head_parent_candidates,1.0,2025-12-17T15:05:15Z
641,5550,slurm operation,operation,1023,operation,head_parent_candidates,1.0,2025-12-17T15:05:15Z
642,5578,slurmstepd daemon,daemon,1268,daemon,head_parent_candidates,1.0,2025-12-17T15:05:15Z
643,5589,node configuration,configuration,3,configuration,head_parent_candidates,1.0,2025-12-17T15:05:15Z
644,5598,minimum number,number,123,number,head_parent_candidates,1.0,2025-12-17T15:05:15Z
645,5633,job option,option,215,option,head_parent_candidates,1.0,2025-12-17T15:05:15Z
646,5642,individual component,component,550,component,head_parent_candidates,1.0,2025-12-17T15:05:15Z
647,5650,persistent burst buffer,buffer,4185,buffer,head_parent_candidates,1.0,2025-12-17T15:05:15Z
648,5651,datawarp plugin,plugin,179,plugin,head_parent_candidates,1.0,2025-12-17T15:05:15Z
649,5675,heterogeneous job allocation,allocation,1160,allocation,head_parent_candidates,1.0,2025-12-17T15:05:15Z
650,5676,group option,option,215,option,head_parent_candidates,1.0,2025-12-17T15:05:15Z
651,5685,slurm mpi plugin,plugin,179,plugin,head_parent_candidates,1.0,2025-12-17T15:05:15Z
652,5686,entire cluster,cluster,272,cluster,head_parent_candidates,1.0,2025-12-17T15:05:15Z
653,5688,heterogeneous job step,step,432,step,head_parent_candidates,1.0,2025-12-17T15:05:15Z
654,5706,slurm environment variable,variable,135,variable,head_parent_candidates,1.0,2025-12-17T15:05:15Z
655,5713,grep slurm,slurm,82,slurm,head_parent_candidates,1.0,2025-12-17T15:05:15Z
656,5720,slurm_procid environment variable,variable,135,variable,head_parent_candidates,1.0,2025-12-17T15:05:15Z
657,5724,total count,count,1026,count,head_parent_candidates,1.0,2025-12-17T15:05:15Z
658,5729,magnetic reservation,reservation,386,reservation,head_parent_candidates,1.0,2025-12-17T15:05:15Z
659,5747,slurm behavior,behavior,1868,behavior,head_parent_candidates,1.0,2025-12-17T15:05:15Z
660,5772,slurm prep plugin,plugin,179,plugin,head_parent_candidates,1.0,2025-12-17T15:05:15Z
661,5775,epilogslurmctld script,script,197,script,head_parent_candidates,1.0,2025-12-17T15:05:15Z
662,5778,additional plugin,plugin,179,plugin,head_parent_candidates,1.0,2025-12-17T15:05:15Z
663,5783,epilogslurmctld option,option,215,option,head_parent_candidates,1.0,2025-12-17T15:05:15Z
664,5793,separate processing thread,thread,160,thread,head_parent_candidates,1.0,2025-12-17T15:05:15Z
665,5794,slurmctld lock,lock,291,lock,head_parent_candidates,1.0,2025-12-17T15:05:15Z
666,5801,asynchronous operation,operation,1023,operation,head_parent_candidates,1.0,2025-12-17T15:05:15Z
667,5805,launch credential,credential,2222,credential,head_parent_candidates,1.0,2025-12-17T15:05:15Z
668,5824,statu command,command,1336,command,head_parent_candidates,1.0,2025-12-17T15:05:15Z
669,5825,burst buffer state,state,395,state,head_parent_candidates,1.0,2025-12-17T15:05:15Z
670,5826,slurm burst buffer plugin,plugin,179,plugin,head_parent_candidates,1.0,2025-12-17T15:05:15Z
671,5841,burst buffer api,api,1208,api,head_parent_candidates,1.0,2025-12-17T15:05:15Z
672,5848,slurm track burst buffer resource,resource,830,resource,head_parent_candidates,1.0,2025-12-17T15:05:15Z
673,5850,burst buffer requirement,requirement,1469,requirement,head_parent_candidates,1.0,2025-12-17T15:05:15Z
674,5880,additional information,information,348,information,head_parent_candidates,1.0,2025-12-17T15:05:15Z
675,5883,system limit,limit,111,limit,head_parent_candidates,1.0,2025-12-17T15:05:15Z
676,5885,system call,call,1054,call,head_parent_candidates,1.0,2025-12-17T15:05:15Z
677,5886,c api,api,1208,api,head_parent_candidates,1.0,2025-12-17T15:05:15Z
678,5889,slurmctld performance,performance,181,performance,head_parent_candidates,1.0,2025-12-17T15:05:15Z
679,5892,slurm_bb_path function,function,64,function,head_parent_candidates,1.0,2025-12-17T15:05:15Z
680,5895,lightweight slurm daemon,daemon,1268,daemon,head_parent_candidates,1.0,2025-12-17T15:05:15Z
681,5933,burst buffer size specification slurm,slurm,82,slurm,head_parent_candidates,1.0,2025-12-17T15:05:15Z
682,5938,burst buffer script,script,197,script,head_parent_candidates,1.0,2025-12-17T15:05:15Z
683,5966,slurm_bb_job_process function,function,64,function,head_parent_candidates,1.0,2025-12-17T15:05:15Z
684,5991,equivalent script,script,197,script,head_parent_candidates,1.0,2025-12-17T15:05:15Z
685,6028,slurm_bb_get_statu function,function,64,function,head_parent_candidates,1.0,2025-12-17T15:05:15Z
686,6059,authentication system,system,119,system,head_parent_candidates,1.0,2025-12-17T15:05:15Z
687,6069,slurm jwt,jwt,1899,jwt,head_parent_candidates,1.0,2025-12-17T15:05:15Z
688,6085,x slurm,slurm,82,slurm,head_parent_candidates,1.0,2025-12-17T15:05:15Z
689,6098,jwt key,key,1323,key,head_parent_candidates,1.0,2025-12-17T15:05:15Z
690,6105,restart slurmctld,slurmctld,201,slurmctld,head_parent_candidates,1.0,2025-12-17T15:05:15Z
691,6108,slurmuser account,account,10,account,head_parent_candidates,1.0,2025-12-17T15:05:15Z
692,6114,jwk file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
693,6146,point slurm,slurm,82,slurm,head_parent_candidates,1.0,2025-12-17T15:05:15Z
694,6156,slurm default,default,118,default,head_parent_candidates,1.0,2025-12-17T15:05:15Z
695,6159,change slurm,slurm,82,slurm,head_parent_candidates,1.0,2025-12-17T15:05:15Z
696,6205,pam_slurm rpm,rpm,1839,rpm,head_parent_candidates,1.0,2025-12-17T15:05:15Z
697,6222,pam module,module,3711,module,head_parent_candidates,1.0,2025-12-17T15:05:15Z
698,6226,pam_slurm_adopt.so file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
699,6258,pam_slurm adopt,adopt,,adopt,head_parent_candidates,1.0,2025-12-17T15:05:15Z
700,6262,pam_listfile module,module,3711,module,head_parent_candidates,1.0,2025-12-17T15:05:15Z
701,6274,pam_slurm_adopt line,line,1875,line,head_parent_candidates,1.0,2025-12-17T15:05:15Z
702,6290,local slurmd,slurmd,654,slurmd,head_parent_candidates,1.0,2025-12-17T15:05:15Z
703,6308,slurmd port,port,319,port,head_parent_candidates,1.0,2025-12-17T15:05:15Z
704,6330,release note,note,267,note,head_parent_candidates,1.0,2025-12-17T15:05:15Z
705,6333,openapi plugin,plugin,179,plugin,head_parent_candidates,1.0,2025-12-17T15:05:15Z
706,6337,normal operation,operation,1023,operation,head_parent_candidates,1.0,2025-12-17T15:05:15Z
707,6339,target slurmrestd daemon,daemon,1268,daemon,head_parent_candidates,1.0,2025-12-17T15:05:15Z
708,6343,bit integer number,number,123,number,head_parent_candidates,1.0,2025-12-17T15:05:15Z
709,6345,point number,number,123,number,head_parent_candidates,1.0,2025-12-17T15:05:15Z
710,6358,maximum size,size,278,size,head_parent_candidates,1.0,2025-12-17T15:05:15Z
711,6402,reservation description,description,380,description,head_parent_candidates,1.0,2025-12-17T15:05:15Z
712,6436,modified field,field,1645,field,head_parent_candidates,1.0,2025-12-17T15:05:15Z
713,6456,dbv0.0.39 plugin,plugin,179,plugin,head_parent_candidates,1.0,2025-12-17T15:05:15Z
714,6470,dbv0.0.38 plugin,plugin,179,plugin,head_parent_candidates,1.0,2025-12-17T15:05:15Z
715,6481,slurmctld plugin,plugin,179,plugin,head_parent_candidates,1.0,2025-12-17T15:05:15Z
716,6482,v0.0.39 plugin,plugin,179,plugin,head_parent_candidates,1.0,2025-12-17T15:05:15Z
717,6507,missing field,field,1645,field,head_parent_candidates,1.0,2025-12-17T15:05:15Z
718,6557,prior version,version,985,version,head_parent_candidates,1.0,2025-12-17T15:05:15Z
719,6575,input parameter,parameter,268,parameter,head_parent_candidates,1.0,2025-12-17T15:05:15Z
720,6643,state flag,flag,357,flag,head_parent_candidates,1.0,2025-12-17T15:05:15Z
721,6666,local cluster,cluster,272,cluster,head_parent_candidates,1.0,2025-12-17T15:05:15Z
722,6671,origin cluster,cluster,272,cluster,head_parent_candidates,1.0,2025-12-17T15:05:15Z
723,6672,viable cluster,cluster,272,cluster,head_parent_candidates,1.0,2025-12-17T15:05:15Z
724,6730,scontrol option,option,215,option,head_parent_candidates,1.0,2025-12-17T15:05:15Z
725,6737,remote cluster,cluster,272,cluster,head_parent_candidates,1.0,2025-12-17T15:05:15Z
726,6741,single slurmctld daemon,daemon,1268,daemon,head_parent_candidates,1.0,2025-12-17T15:05:15Z
727,6747,slurm client command,command,1336,command,head_parent_candidates,1.0,2025-12-17T15:05:15Z
728,6750,multi cluster configuration,configuration,3,configuration,head_parent_candidates,1.0,2025-12-17T15:05:15Z
729,6754,slurm federated scheduling guide,guide,1830,guide,head_parent_candidates,1.0,2025-12-17T15:05:15Z
730,6761,inet service mode,mode,724,mode,head_parent_candidates,1.0,2025-12-17T15:05:15Z
731,6765,slurm database command,command,1336,command,head_parent_candidates,1.0,2025-12-17T15:05:15Z
732,6772,slurmrestd.8 man page,page,1808,page,head_parent_candidates,1.0,2025-12-17T15:05:15Z
733,6774,late version,version,985,version,head_parent_candidates,1.0,2025-12-17T15:05:15Z
734,6776,slurmrestd documentation,documentation,3650,documentation,head_parent_candidates,1.0,2025-12-17T15:05:15Z
735,6777,plugin life cycle,cycle,,cycle,head_parent_candidates,1.0,2025-12-17T15:05:15Z
736,6785,slurm major release,release,1754,release,head_parent_candidates,1.0,2025-12-17T15:05:15Z
737,6790,previous slurm version,version,985,version,head_parent_candidates,1.0,2025-12-17T15:05:15Z
738,6792,slurmdbd server,server,1238,server,head_parent_candidates,1.0,2025-12-17T15:05:15Z
739,6793,slurm 20.11 release,release,1754,release,head_parent_candidates,1.0,2025-12-17T15:05:15Z
740,6801,slurmrestd machine,machine,1832,machine,head_parent_candidates,1.0,2025-12-17T15:05:15Z
741,6803,slurm rest api,api,1208,api,head_parent_candidates,1.0,2025-12-17T15:05:15Z
742,6815,system resource,resource,830,resource,head_parent_candidates,1.0,2025-12-17T15:05:15Z
743,6833,relevant slurm daemon,daemon,1268,daemon,head_parent_candidates,1.0,2025-12-17T15:05:15Z
744,6835,slurmrestd support,support,2440,support,head_parent_candidates,1.0,2025-12-17T15:05:15Z
745,6841,invalid slurm_jwt environment variable,variable,135,variable,head_parent_candidates,1.0,2025-12-17T15:05:15Z
746,6867,remote license,license,400,license,head_parent_candidates,1.0,2025-12-17T15:05:15Z
747,6879,license server,server,1238,server,head_parent_candidates,1.0,2025-12-17T15:05:15Z
748,6891,configuring slurm,slurm,82,slurm,head_parent_candidates,1.0,2025-12-17T15:05:15Z
749,6901,matlab rlm_host license,license,400,license,head_parent_candidates,1.0,2025-12-17T15:05:15Z
750,6908,server resource,resource,830,resource,head_parent_candidates,1.0,2025-12-17T15:05:15Z
751,6933,slurm job accounting log,log,213,log,head_parent_candidates,1.0,2025-12-17T15:05:15Z
752,6934,slurm account information,information,348,information,head_parent_candidates,1.0,2025-12-17T15:05:15Z
753,6937,slurm job step,step,432,step,head_parent_candidates,1.0,2025-12-17T15:05:15Z
754,6939,slurm crontab file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
755,6945,slurm scheduling queue,queue,308,queue,head_parent_candidates,1.0,2025-12-17T15:05:15Z
756,6947,slurm accounting datum,datum,1232,datum,head_parent_candidates,1.0,2025-12-17T15:05:15Z
757,6948,clear slurm trigger information,information,348,information,head_parent_candidates,1.0,2025-12-17T15:05:15Z
758,6950,acct_gather.confslurm configuration file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
759,6954,cgroup.confslurm configuration file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
760,6956,gres.confslurm configuration file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
761,6958,helpers.confslurm configuration file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
762,6961,knl.confslurm configuration file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
763,6963,mpi.confslurm configuration file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
764,6965,oci.confslurm configuration file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
765,6968,slurm.confslurm configuration file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
766,6969,slurmdbd.confslurm database daemon,daemon,1268,daemon,head_parent_candidates,1.0,2025-12-17T15:05:15Z
767,6970,network topology,topology,982,topology,head_parent_candidates,1.0,2025-12-17T15:05:15Z
768,6971,topology.yamlslurm configuration file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
769,6973,sackdslurm auth,auth,1596,auth,head_parent_candidates,1.0,2025-12-17T15:05:15Z
770,6976,slurmdbdslurm database daemon,daemon,1268,daemon,head_parent_candidates,1.0,2025-12-17T15:05:15Z
771,6977,slurmrestdthe slurm rest api daemon,daemon,1268,daemon,head_parent_candidates,1.0,2025-12-17T15:05:15Z
772,6978,slurmstepdthe job step manager,manager,,manager,head_parent_candidates,1.0,2025-12-17T15:05:15Z
773,6979,spankslurm plug,plug,,plug,head_parent_candidates,1.0,2025-12-17T15:05:15Z
774,7017,gpu device,device,2176,device,head_parent_candidates,1.0,2025-12-17T15:05:15Z
775,7028,slurm_job_account account,account,10,account,head_parent_candidates,1.0,2025-12-17T15:05:15Z
776,7029,slurm_job_comment comment,comment,667,comment,head_parent_candidates,1.0,2025-12-17T15:05:15Z
777,7030,slurm_job_constraint feature,feature,328,feature,head_parent_candidates,1.0,2025-12-17T15:05:15Z
778,7033,slurm_job_extra extra field,field,1645,field,head_parent_candidates,1.0,2025-12-17T15:05:15Z
779,7038,slurm_job_group group,group,584,group,head_parent_candidates,1.0,2025-12-17T15:05:15Z
780,7043,slurm_job_nodelist node,node,409,node,head_parent_candidates,1.0,2025-12-17T15:05:15Z
781,7044,slurm hostlist expression,expression,1038,expression,head_parent_candidates,1.0,2025-12-17T15:05:15Z
782,7046,slurm_job_num_nodes number,number,123,number,head_parent_candidates,1.0,2025-12-17T15:05:15Z
783,7049,slurm_job_partition partition,partition,416,partition,head_parent_candidates,1.0,2025-12-17T15:05:15Z
784,7050,slurm_job_reservation reservation,reservation,386,reservation,head_parent_candidates,1.0,2025-12-17T15:05:15Z
785,7051,slurm_job_stderr job,job,50,job,head_parent_candidates,1.0,2025-12-17T15:05:15Z
786,7053,slurm_job_stdin job,job,50,job,head_parent_candidates,1.0,2025-12-17T15:05:15Z
787,7055,slurm_job_stdout job,job,50,job,head_parent_candidates,1.0,2025-12-17T15:05:15Z
788,7058,slurm_job_user user,user,166,user,head_parent_candidates,1.0,2025-12-17T15:05:15Z
789,7059,slurm_job_work_dir job,job,50,job,head_parent_candidates,1.0,2025-12-17T15:05:15Z
790,7060,slurm_local_globals_file global file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
791,7064,slurm_prio_process scheduling priority,priority,13,priority,head_parent_candidates,1.0,2025-12-17T15:05:15Z
792,7069,slurm_rlimit_a resource limit,limit,111,limit,head_parent_candidates,1.0,2025-12-17T15:05:15Z
793,7071,slurm_rlimit_fsize resource limit,limit,111,limit,head_parent_candidates,1.0,2025-12-17T15:05:15Z
794,7072,slurm_rlimit_memlock resource limit,limit,111,limit,head_parent_candidates,1.0,2025-12-17T15:05:15Z
795,7074,slurm_rlimit_nofile resource limit,limit,111,limit,head_parent_candidates,1.0,2025-12-17T15:05:15Z
796,7075,slurm_rlimit_nproc resource limit,limit,111,limit,head_parent_candidates,1.0,2025-12-17T15:05:15Z
797,7077,slurm_rlimit_rss resource limit,limit,111,limit,head_parent_candidates,1.0,2025-12-17T15:05:15Z
798,7079,slurm_rlimit_stack resource limit,limit,111,limit,head_parent_candidates,1.0,2025-12-17T15:05:15Z
799,7090,slurm_submit_dir directory,directory,1496,directory,head_parent_candidates,1.0,2025-12-17T15:05:15Z
800,7091,slurm_submit_host host,host,126,host,head_parent_candidates,1.0,2025-12-17T15:05:15Z
801,7092,slurm_tasks_per_node number,number,123,number,head_parent_candidates,1.0,2025-12-17T15:05:15Z
802,7101,https: www.schedmd.com download slurm,slurm,82,slurm,head_parent_candidates,1.0,2025-12-17T15:05:15Z
803,7103,authentication plugin,plugin,179,plugin,head_parent_candidates,1.0,2025-12-17T15:05:15Z
804,7133,hostlist function,function,64,function,head_parent_candidates,1.0,2025-12-17T15:05:15Z
805,7153,slurm source code,code,1788,code,head_parent_candidates,1.0,2025-12-17T15:05:15Z
806,7154,slurm‘ spank.h header file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
807,7160,slurm job launch,launch,,launch,head_parent_candidates,1.0,2025-12-17T15:05:15Z
808,7180,slurm tool,tool,1466,tool,head_parent_candidates,1.0,2025-12-17T15:05:15Z
809,7205,power saving mode,mode,724,mode,head_parent_candidates,1.0,2025-12-17T15:05:15Z
810,7219,power saving operation,operation,1023,operation,head_parent_candidates,1.0,2025-12-17T15:05:15Z
811,7233,hostlist expression format,format,464,format,head_parent_candidates,1.0,2025-12-17T15:05:15Z
812,7250,node option,option,215,option,head_parent_candidates,1.0,2025-12-17T15:05:15Z
813,7253,slurmctld option,option,215,option,head_parent_candidates,1.0,2025-12-17T15:05:15Z
814,7255,cloud node,node,409,node,head_parent_candidates,1.0,2025-12-17T15:05:15Z
815,7269,node state,state,395,state,head_parent_candidates,1.0,2025-12-17T15:05:15Z
816,7289,additional job,job,50,job,head_parent_candidates,1.0,2025-12-17T15:05:15Z
817,7292,high time,time,42,time,head_parent_candidates,1.0,2025-12-17T15:05:15Z
818,7310,slurmctld daemon run,run,1492,run,head_parent_candidates,1.0,2025-12-17T15:05:15Z
819,7322,slurm_resume_file temporary file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
820,7334,active feature,feature,328,feature,head_parent_candidates,1.0,2025-12-17T15:05:15Z
821,7357,scontrol update,update,1749,update,head_parent_candidates,1.0,2025-12-17T15:05:15Z
822,7358,cloud information,information,348,information,head_parent_candidates,1.0,2025-12-17T15:05:15Z
823,7376,optional slurmdbd,slurmdbd,182,slurmdbd,head_parent_candidates,1.0,2025-12-17T15:05:15Z
824,7377,optional slurmrestd,slurmrestd,1825,slurmrestd,head_parent_candidates,1.0,2025-12-17T15:05:15Z
825,7378,slurm rest api daemon,daemon,1268,daemon,head_parent_candidates,1.0,2025-12-17T15:05:15Z
826,7390,authentication mechanism,mechanism,1185,mechanism,head_parent_candidates,1.0,2025-12-17T15:05:15Z
827,7394,job step credential,credential,2222,credential,head_parent_candidates,1.0,2025-12-17T15:05:15Z
828,7429,compatibility window,window,8873,window,head_parent_candidates,1.0,2025-12-17T15:05:15Z
829,7431,pre release version,version,985,version,head_parent_candidates,1.0,2025-12-17T15:05:15Z
830,7436,customized slurm plugin,plugin,179,plugin,head_parent_candidates,1.0,2025-12-17T15:05:15Z
831,7438,slurm version number,number,123,number,head_parent_candidates,1.0,2025-12-17T15:05:15Z
832,7439,major slurm release,release,1754,release,head_parent_candidates,1.0,2025-12-17T15:05:15Z
833,7485,upgrade slurmdbd,slurmdbd,182,slurmdbd,head_parent_candidates,1.0,2025-12-17T15:05:15Z
834,7486,upgrade slurmd,slurmd,654,slurmd,head_parent_candidates,1.0,2025-12-17T15:05:15Z
835,7490,slurmd system,system,119,system,head_parent_candidates,1.0,2025-12-17T15:05:15Z
836,7491,deb package,package,2480,package,head_parent_candidates,1.0,2025-12-17T15:05:15Z
837,7499,optional slurm component,component,550,component,head_parent_candidates,1.0,2025-12-17T15:05:15Z
838,7533,slurmrestd web client,client,1235,client,head_parent_candidates,1.0,2025-12-17T15:05:15Z
839,7551,grep statesavelocationentire slurm configuration directory,directory,1496,directory,head_parent_candidates,1.0,2025-12-17T15:05:15Z
840,7562,backup slurmdbd host,host,126,host,head_parent_candidates,1.0,2025-12-17T15:05:15Z
841,7567,non slurmdbd functionality,functionality,129,functionality,head_parent_candidates,1.0,2025-12-17T15:05:15Z
842,7568,slurmdbd agent queue,queue,308,queue,head_parent_candidates,1.0,2025-12-17T15:05:15Z
843,7581,primary slurmdbd daemon,daemon,1268,daemon,head_parent_candidates,1.0,2025-12-17T15:05:15Z
844,7585,backup slurmdbd daemon,daemon,1268,daemon,head_parent_candidates,1.0,2025-12-17T15:05:15Z
845,7593,slurmctld host,host,126,host,head_parent_candidates,1.0,2025-12-17T15:05:15Z
846,7599,slurmd node,node,409,node,head_parent_candidates,1.0,2025-12-17T15:05:15Z
847,7602,core slurm component,component,550,component,head_parent_candidates,1.0,2025-12-17T15:05:15Z
848,7616,slurm build process,process,465,process,head_parent_candidates,1.0,2025-12-17T15:05:15Z
849,7627,single key setup,setup,1365,setup,head_parent_candidates,1.0,2025-12-17T15:05:15Z
850,7630,slurm authentication type,type,363,type,head_parent_candidates,1.0,2025-12-17T15:05:15Z
851,7633,slurmctld run,run,1492,run,head_parent_candidates,1.0,2025-12-17T15:05:15Z
852,7634,slurm run,run,1492,run,head_parent_candidates,1.0,2025-12-17T15:05:15Z
853,7635,slurm.jwks file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
854,7659,default key,key,1323,key,head_parent_candidates,1.0,2025-12-17T15:05:15Z
855,7661,slurm.key file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
856,7665,slurm authentication mechanism,mechanism,1185,mechanism,head_parent_candidates,1.0,2025-12-17T15:05:15Z
857,7669,slurm auth,auth,1596,auth,head_parent_candidates,1.0,2025-12-17T15:05:15Z
858,7673,slurm client,client,1235,client,head_parent_candidates,1.0,2025-12-17T15:05:15Z
859,7686,mcdram mode,mode,724,mode,head_parent_candidates,1.0,2025-12-17T15:05:15Z
860,7687,knl processor,processor,2047,processor,head_parent_candidates,1.0,2025-12-17T15:05:15Z
861,7689,sufficient resource,resource,830,resource,head_parent_candidates,1.0,2025-12-17T15:05:15Z
862,7717,numa node,node,409,node,head_parent_candidates,1.0,2025-12-17T15:05:15Z
863,7739,dragonfly network,network,846,network,head_parent_candidates,1.0,2025-12-17T15:05:15Z
864,7774,numa mode,mode,724,mode,head_parent_candidates,1.0,2025-12-17T15:05:15Z
865,7777,slurm data structure,structure,2190,structure,head_parent_candidates,1.0,2025-12-17T15:05:15Z
866,7792,sample slurm.conf,slurm.conf,1593,slurm.conf,head_parent_candidates,1.0,2025-12-17T15:05:15Z
867,7809,slurm license,license,400,license,head_parent_candidates,1.0,2025-12-17T15:05:15Z
868,7816,default slurm partition,partition,416,partition,head_parent_candidates,1.0,2025-12-17T15:05:15Z
869,7845,maintenance reservation,reservation,386,reservation,head_parent_candidates,1.0,2025-12-17T15:05:15Z
870,7892,slurmdbd.conf file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
871,7900,hierarchical resource,resource,830,resource,head_parent_candidates,1.0,2025-12-17T15:05:15Z
872,7911,resources.yaml file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
873,7941,step record,record,210,record,head_parent_candidates,1.0,2025-12-17T15:05:15Z
874,7945,slurm accounting_storage plugin,plugin,179,plugin,head_parent_candidates,1.0,2025-12-17T15:05:15Z
875,7949,comment string,string,681,string,head_parent_candidates,1.0,2025-12-17T15:05:15Z
876,7971,computing resource,resource,830,resource,head_parent_candidates,1.0,2025-12-17T15:05:15Z
877,7974,age factor,factor,2842,factor,head_parent_candidates,1.0,2025-12-17T15:05:15Z
878,7996,priority factor,factor,2842,factor,head_parent_candidates,1.0,2025-12-17T15:05:15Z
879,8005,association factor,factor,2842,factor,head_parent_candidates,1.0,2025-12-17T15:05:15Z
880,8006,integer priority,priority,13,priority,head_parent_candidates,1.0,2025-12-17T15:05:15Z
881,8007,job size factor,factor,2842,factor,head_parent_candidates,1.0,2025-12-17T15:05:15Z
882,8008,small job,job,50,job,head_parent_candidates,1.0,2025-12-17T15:05:15Z
