enrich_id,canonical_term,example_term,scheduler,category,short_definition,is_hpc_domain,freq_total,doc_count,aliases_json,raw_json
1668,iteration,iteration,generic,other_hpc,"An iteration refers to a single run of the backfill scheduler, during which it schedules jobs and manages resource allocation.",1,1,1,[],"{
  ""term"": ""iteration"",
  ""canonical"": ""iteration"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""An iteration refers to a single run of the backfill scheduler, during which it schedules jobs and manages resource allocation."",
  ""aliases"": []
}"
1669,jette,Jette,unknown,non_domain,Not an HPC/scheduler-specific term; 'Jette' is an author's name in the provided documentation.,0,1,1,[],"{
  ""term"": ""Jette"",
  ""canonical"": ""jette"",
  ""is_hpc_domain_term"": false,
  ""scheduler"": ""unknown"",
  ""category"": ""non_domain"",
  ""short_definition"": ""Not an HPC/scheduler-specific term; 'Jette' is an author's name in the provided documentation."",
  ""aliases"": []
}"
1670,job,Job,generic,job,"A job is a unit of work submitted to an HPC scheduler for execution on the cluster, such as a batch job or an interactive session.",1,34,23,[],"{
  ""term"": ""Job"",
  ""canonical"": ""job"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""job"",
  ""short_definition"": ""A job is a unit of work submitted to an HPC scheduler for execution on the cluster, such as a batch job or an interactive session."",
  ""aliases"": []
}"
1671,job accounting,Job Accounting,both,config_param,"Job Accounting refers to the configuration parameters related to storing job-related data, such as job comment, env, extra, script, and accounting records.",1,1,1,[],"{
  ""term"": ""Job Accounting"",
  ""canonical"": ""job accounting"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""config_param"",
  ""short_definition"": ""Job Accounting refers to the configuration parameters related to storing job-related data, such as job comment, env, extra, script, and accounting records."",
  ""aliases"": []
}"
1672,job accounting gather,Job Accounting Gather,both,job_state,Job Accounting Gather is a state or status that refers to the process of collecting resource utilization data for job steps in an HPC system.,1,2,2,[],"{
  ""term"": ""Job Accounting Gather"",
  ""canonical"": ""job accounting gather"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""job_state"",
  ""short_definition"": ""Job Accounting Gather is a state or status that refers to the process of collecting resource utilization data for job steps in an HPC system."",
  ""aliases"": []
}"
1673,job accounting gather plugin,Job Accounting Gather plugin,slurm,other_hpc,The Job Accounting Gather plugin is a Slurm component that provides detailed statistics about running jobs.,1,1,1,[],"{
  ""term"": ""Job Accounting Gather plugin"",
  ""canonical"": ""job accounting gather plugin"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""The Job Accounting Gather plugin is a Slurm component that provides detailed statistics about running jobs."",
  ""aliases"": []
}"
1674,job accounting storage,Job Accounting Storage,slurm,config_param,Job Accounting Storage is a Slurm configuration parameter that specifies where to store job accounting information.,1,1,1,[],"{
  ""term"": ""Job Accounting Storage"",
  ""canonical"": ""job accounting storage"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""Job Accounting Storage is a Slurm configuration parameter that specifies where to store job accounting information."",
  ""aliases"": []
}"
1675,job allocation,job allocation,generic,job_state,Job allocation refers to the process of assigning a compute node or resources to a job in an HPC system.,1,9,6,[],"{
  ""term"": ""job allocation"",
  ""canonical"": ""job allocation"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""job_state"",
  ""short_definition"": ""Job allocation refers to the process of assigning a compute node or resources to a job in an HPC system."",
  ""aliases"": []
}"
1676,job allocation request,job allocation request,slurm,other_hpc,A job allocation request is a set of specifications for a job to be submitted to the SLURM scheduler.,1,1,1,[],"{
  ""term"": ""job allocation request"",
  ""canonical"": ""job allocation request"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""A job allocation request is a set of specifications for a job to be submitted to the SLURM scheduler."",
  ""aliases"": []
}"
1677,job allocation request specs,job allocation request specifications,slurm,config_param,"Job allocation request specifications are the parameters provided by the user when submitting a job to the SLURM scheduler, including job name, resource requirements, and other options.",1,1,1,[],"{
  ""term"": ""job allocation request specifications"",
  ""canonical"": ""job allocation request specs"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""Job allocation request specifications are the parameters provided by the user when submitting a job to the SLURM scheduler, including job name, resource requirements, and other options."",
  ""aliases"": []
}"
1678,job array,job array,slurm,job_state,"A job array is a collection of related jobs submitted as a single unit in SLURM, allowing for parallel execution and management of multiple tasks.",1,10,5,[],"{
  ""term"": ""job array"",
  ""canonical"": ""job array"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""job_state"",
  ""short_definition"": ""A job array is a collection of related jobs submitted as a single unit in SLURM, allowing for parallel execution and management of multiple tasks."",
  ""aliases"": []
}"
1679,job array size,job array size,slurm,resource,"The job array size is the number of tasks in a job array, a feature in SLURM that allows users to submit multiple related jobs as a single entity.",1,1,1,[],"{
  ""term"": ""job array size"",
  ""canonical"": ""job array size"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""resource"",
  ""short_definition"": ""The job array size is the number of tasks in a job array, a feature in SLURM that allows users to submit multiple related jobs as a single entity."",
  ""aliases"": []
}"
1680,job array task,job array task,both,job_state,"A job array task is a single instance of a job array, which is a collection of jobs that share the same job script and resources but run with different parameters. In SLURM and LSF, job array tasks are scheduled and managed as part of the job array.",1,1,1,[],"{
  ""term"": ""job array task"",
  ""canonical"": ""job array task"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""job_state"",
  ""short_definition"": ""A job array task is a single instance of a job array, which is a collection of jobs that share the same job script and resources but run with different parameters. In SLURM and LSF, job array tasks are scheduled and managed as part of the job array."",
  ""aliases"": []
}"
1681,job arrays,Job arrays,both,queue_or_partition,"Job arrays are a type of job submission in HPC schedulers that allow submitting multiple identical jobs as a single job, reducing the overhead of job submission.",1,5,5,[],"{
  ""term"": ""Job arrays"",
  ""canonical"": ""job arrays"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""queue_or_partition"",
  ""short_definition"": ""Job arrays are a type of job submission in HPC schedulers that allow submitting multiple identical jobs as a single job, reducing the overhead of job submission."",
  ""aliases"": []
}"
1682,job cancellation,job cancellation,slurm,job_state,"Job cancellation refers to the process of stopping a running job in SLURM, often used to free up resources or modify job behavior.",1,1,1,[],"{
  ""term"": ""job cancellation"",
  ""canonical"": ""job cancellation"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""job_state"",
  ""short_definition"": ""Job cancellation refers to the process of stopping a running job in SLURM, often used to free up resources or modify job behavior."",
  ""aliases"": []
}"
1683,job codes,job codes,slurm,job_state,"Job codes in the Slurm system represent the state of a job, including base states and state flags. They are used in user-facing output and can be configured for more detailed visibility.",1,1,1,[],"{
  ""term"": ""job codes"",
  ""canonical"": ""job codes"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""job_state"",
  ""short_definition"": ""Job codes in the Slurm system represent the state of a job, including base states and state flags. They are used in user-facing output and can be configured for more detailed visibility."",
  ""aliases"": []
}"
1684,job completion,job completion,generic,job_state,"Job completion refers to the final state of a job in an HPC system, which can be logged using various methods such as text files, Elasticsearch, Kafka, Lua scripts, or databases.",1,2,2,[],"{
  ""term"": ""job completion"",
  ""canonical"": ""job completion"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""job_state"",
  ""short_definition"": ""Job completion refers to the final state of a job in an HPC system, which can be logged using various methods such as text files, Elasticsearch, Kafka, Lua scripts, or databases."",
  ""aliases"": []
}"
1685,job completion info,job completion information,slurm,config_param,"JobCompType is a Slurm configuration parameter that determines how job completion information is recorded, including job name, user name, allocated nodes, start time, completion time, exit status, etc.",1,1,1,[],"{
  ""term"": ""job completion information"",
  ""canonical"": ""job completion info"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""JobCompType is a Slurm configuration parameter that determines how job completion information is recorded, including job name, user name, allocated nodes, start time, completion time, exit status, etc."",
  ""aliases"": []
}"
1686,job completion logging,Job Completion Logging,both,config_param,"Job Completion Logging is a configuration parameter that defines the mechanism for logging job completion status in SLURM and LSF. It can be set to None, Elasticsearch, FileTxt, Kafka, Lua, Script, MySQL, or custom values.",1,2,2,[],"{
  ""term"": ""Job Completion Logging"",
  ""canonical"": ""job completion logging"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""config_param"",
  ""short_definition"": ""Job Completion Logging is a configuration parameter that defines the mechanism for logging job completion status in SLURM and LSF. It can be set to None, Elasticsearch, FileTxt, Kafka, Lua, Script, MySQL, or custom values."",
  ""aliases"": []
}"
1687,job completion plugins,Job Completion Plugins,slurm,other_hPC,"Job Completion Plugins are Slurm components that provide historical job accounting data for finished jobs, often used with visualization tools like Kibana.",1,1,1,"[""job completion plugin"", ""Slurm job completion plugins""]","{
  ""term"": ""Job Completion Plugins"",
  ""canonical"": ""job completion plugins"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hPC"",
  ""short_definition"": ""Job Completion Plugins are Slurm components that provide historical job accounting data for finished jobs, often used with visualization tools like Kibana."",
  ""aliases"": [""job completion plugin"", ""Slurm job completion plugins""]
}"
1688,job component,Job component,slurm,job_state,"A job component is a distinct part of a heterogeneous job submitted to run on multiple clusters, each with its own resource limits and burst buffer configuration.",1,4,1,[],"{
  ""term"": ""Job component"",
  ""canonical"": ""job component"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""job_state"",
  ""short_definition"": ""A job component is a distinct part of a heterogeneous job submitted to run on multiple clusters, each with its own resource limits and burst buffer configuration."",
  ""aliases"": []
}"
1689,job count,job count,generic,resource,"The number of jobs being managed by the scheduler, including job arrays and individual jobs.",1,1,1,[],"{
  ""term"": ""job count"",
  ""canonical"": ""job count"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""resource"",
  ""short_definition"": ""The number of jobs being managed by the scheduler, including job arrays and individual jobs."",
  ""aliases"": []
}"
1690,job counts,job counts,slurm,resource,"Job counts refer to the number of jobs in a job array, which is a feature in SLURM for submitting multiple related jobs at once.",1,1,1,[],"{
  ""term"": ""job counts"",
  ""canonical"": ""job counts"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""resource"",
  ""short_definition"": ""Job counts refer to the number of jobs in a job array, which is a feature in SLURM for submitting multiple related jobs at once."",
  ""aliases"": []
}"
1691,job dependencies,Job Dependencies,slurm,other_hpc,"Job Dependencies in SLURM are used to specify relationships between jobs, such as dependencies or prerequisites, to control the order of job execution.",1,2,1,[],"{
  ""term"": ""Job Dependencies"",
  ""canonical"": ""job dependencies"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""Job Dependencies in SLURM are used to specify relationships between jobs, such as dependencies or prerequisites, to control the order of job execution."",
  ""aliases"": []
}"
1692,job environment,job environment,generic,other_hpc,A job environment refers to the configuration and resources allocated to a job in an HPC system.,1,1,1,[],"{
  ""term"": ""job environment"",
  ""canonical"": ""job environment"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""A job environment refers to the configuration and resources allocated to a job in an HPC system."",
  ""aliases"": []
}"
1693,job exit value,job exit value,slurm,job_state,"The exit value of a job in SLURM, indicating the status of the job's execution.",1,1,1,[],"{
  ""term"": ""job exit value"",
  ""canonical"": ""job exit value"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""job_state"",
  ""short_definition"": ""The exit value of a job in SLURM, indicating the status of the job's execution."",
  ""aliases"": []
}"
1694,job file,job file,generic,other_hpc,"A job file is a configuration file that defines the steps, nodes, and tasks for an HPC job, often used with schedulers like SLURM.",1,1,1,[],"{
  ""term"": ""job file"",
  ""canonical"": ""job file"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""A job file is a configuration file that defines the steps, nodes, and tasks for an HPC job, often used with schedulers like SLURM."",
  ""aliases"": []
}"
1695,job flags,job flags,slurm,job_state,"Job flags in the Slurm system are additional states that can be assigned to a job, in addition to the base state. They are recognized by the squeue and sacct commands but not all flags are reported.",1,1,1,[],"{
  ""term"": ""job flags"",
  ""canonical"": ""job flags"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""job_state"",
  ""short_definition"": ""Job flags in the Slurm system are additional states that can be assigned to a job, in addition to the base state. They are recognized by the squeue and sacct commands but not all flags are reported."",
  ""aliases"": []
}"
1696,job half-life decay,job half-life decay,slurm,config_param,Job half-life decay is a parameter in the SLURM scheduler that determines the frequency at which job priority is recalculated based on the Fair Tree algorithm.,1,1,1,[],"{
  ""term"": ""job half-life decay"",
  ""canonical"": ""job half-life decay"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""Job half-life decay is a parameter in the SLURM scheduler that determines the frequency at which job priority is recalculated based on the Fair Tree algorithm."",
  ""aliases"": []
}"
1697,job id,job ID,slurm,queue_or_partition,"A unique identifier assigned to a job or job array in SLURM, used for job management and cancellation.",1,7,6,[],"{
  ""term"": ""job ID"",
  ""canonical"": ""job id"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""queue_or_partition"",
  ""short_definition"": ""A unique identifier assigned to a job or job array in SLURM, used for job management and cancellation."",
  ""aliases"": []
}"
1698,job information,job information,both,other_hpc,"Job information refers to data about a job, such as its state, resource usage, and other relevant details, obtained from the Slurm API.",1,2,2,[],"{
  ""term"": ""job information"",
  ""canonical"": ""job information"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""Job information refers to data about a job, such as its state, resource usage, and other relevant details, obtained from the Slurm API."",
  ""aliases"": []
}"
1699,job launch code,job launch code,slurm,other_hpc,Job launch code refers to the code or script used to submit and launch jobs on the Slurm scheduler.,1,1,1,[],"{
  ""term"": ""job launch code"",
  ""canonical"": ""job launch code"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""Job launch code refers to the code or script used to submit and launch jobs on the Slurm scheduler."",
  ""aliases"": []
}"
1700,job leader,job leader,slurm,job_state,"In SLURM, the 'job leader' refers to the first component of a heterogeneous job, which represents the entire job and can be targeted for operations affecting all components.",1,1,1,[],"{
  ""term"": ""job leader"",
  ""canonical"": ""job leader"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""job_state"",
  ""short_definition"": ""In SLURM, the 'job leader' refers to the first component of a heterogeneous job, which represents the entire job and can be targeted for operations affecting all components."",
  ""aliases"": []
}"
1701,job lifetime,job lifetime,generic,job_state,"Job lifetime refers to the duration of a job's resource allocation and execution, including any time spent waiting for nodes to reboot or become available.",1,1,1,[],"{
  ""term"": ""job lifetime"",
  ""canonical"": ""job lifetime"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""job_state"",
  ""short_definition"": ""Job lifetime refers to the duration of a job's resource allocation and execution, including any time spent waiting for nodes to reboot or become available."",
  ""aliases"": []
}"
1702,job limits,job limits,slurm,resource,"Job limits in SLURM refer to the maximum resources (CPU cores, memory, etc.) that a user or account can request for their jobs.",1,1,1,[],"{
  ""term"": ""job limits"",
  ""canonical"": ""job limits"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""resource"",
  ""short_definition"": ""Job limits in SLURM refer to the maximum resources (CPU cores, memory, etc.) that a user or account can request for their jobs."",
  ""aliases"": []
}"
1703,job management,job management,slurm,other_hpc,"Job management refers to the process of scheduling, monitoring, and controlling jobs on an HPC cluster, as provided by the Slurm scheduling system.",1,1,1,[],"{
  ""term"": ""job management"",
  ""canonical"": ""job management"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""Job management refers to the process of scheduling, monitoring, and controlling jobs on an HPC cluster, as provided by the Slurm scheduling system."",
  ""aliases"": []
}"
1704,job migration,job migration,both,other_hpc,Job migration refers to the process of moving a running job from one node to another within an HPC system or a federation of clusters.,1,1,1,[],"{
  ""term"": ""job migration"",
  ""canonical"": ""job migration"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""Job migration refers to the process of moving a running job from one node to another within an HPC system or a federation of clusters."",
  ""aliases"": []
}"
1705,job modification,job modification,both,other_hpc,"Job modification refers to changes made to a job, such as updates or cancellations, which must succeed on the origin cluster for the changes to be propagated to sibling jobs on remote clusters in a federated environment.",1,2,2,[],"{
  ""term"": ""job modification"",
  ""canonical"": ""job modification"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""Job modification refers to changes made to a job, such as updates or cancellations, which must succeed on the origin cluster for the changes to be propagated to sibling jobs on remote clusters in a federated environment."",
  ""aliases"": []
}"
1706,job node exclusivity,job node exclusivity,slurm,job_state,Job node exclusivity in SLURM refers to a job's ability to run on a node exclusively or share it with other jobs based on job users or MCS labels.,1,1,1,[],"{
  ""term"": ""job node exclusivity"",
  ""canonical"": ""job node exclusivity"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""job_state"",
  ""short_definition"": ""Job node exclusivity in SLURM refers to a job's ability to run on a node exclusively or share it with other jobs based on job users or MCS labels."",
  ""aliases"": []
}"
1708,job placement,job placement,slurm,other_hpc,"Job placement refers to the process of allocating jobs to compute nodes in an HPC cluster, taking into account network topology and other factors.",1,2,2,[],"{
  ""term"": ""job placement"",
  ""canonical"": ""job placement"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""Job placement refers to the process of allocating jobs to compute nodes in an HPC cluster, taking into account network topology and other factors."",
  ""aliases"": []
}"
1709,job preemption,Job Preemption,slurm,job_state,"Job Preemption in SLURM refers to the mechanism that allows a queued job to preempt a running job, freeing up resources for the queued job. The preemption method is determined by the 'PreemptType' configuration parameter.",1,6,5,[],"{
  ""term"": ""Job Preemption"",
  ""canonical"": ""job preemption"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""job_state"",
  ""short_definition"": ""Job Preemption in SLURM refers to the mechanism that allows a queued job to preempt a running job, freeing up resources for the queued job. The preemption method is determined by the 'PreemptType' configuration parameter."",
  ""aliases"": []
}"
1710,job priority,job priority,generic,job_state,"Job priority refers to the relative importance of a job in the scheduler's queue, affecting its position and execution order.",1,2,2,[],"{
  ""term"": ""job priority"",
  ""canonical"": ""job priority"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""job_state"",
  ""short_definition"": ""Job priority refers to the relative importance of a job in the scheduler's queue, affecting its position and execution order."",
  ""aliases"": []
}"
1711,job purging,job purging,slurm,other_hPC,"Job purging is a mechanism in SLURM to remove inactive jobs before they reach their time limit, configurable by the system administrator.",1,1,1,[],"{
  ""term"": ""job purging"",
  ""canonical"": ""job purging"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hPC"",
  ""short_definition"": ""Job purging is a mechanism in SLURM to remove inactive jobs before they reach their time limit, configurable by the system administrator."",
  ""aliases"": []
}"
1712,job qos,job QOS,both,queue_or_partition,"A Quality of Service (QOS) associated with a job in SLURM or LSF, defining resource limits, preemption eligibility, and priority.",1,1,1,"[""job QoS"", ""job quality of service""]","{
  ""term"": ""job QOS"",
  ""canonical"": ""job qos"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""queue_or_partition"",
  ""short_definition"": ""A Quality of Service (QOS) associated with a job in SLURM or LSF, defining resource limits, preemption eligibility, and priority."",
  ""aliases"": [""job QoS"", ""job quality of service""]
}"
1713,job qos limit,Job QOS limit,slurm,queue_or_partition,Job QOS limit is a scheduler-defined constraint on the number of jobs that can be running or submitted within a specific Quality of Service (QOS) in SLURM.,1,1,1,[],"{
  ""term"": ""Job QOS limit"",
  ""canonical"": ""job qos limit"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""queue_or_partition"",
  ""short_definition"": ""Job QOS limit is a scheduler-defined constraint on the number of jobs that can be running or submitted within a specific Quality of Service (QOS) in SLURM."",
  ""aliases"": []
}"
1714,job queue,job queue,slurm,queue_or_partition,"A job queue is a list of jobs waiting to be executed in a SLURM cluster, managed by the gang scheduler.",1,1,1,[],"{
  ""term"": ""job queue"",
  ""canonical"": ""job queue"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""queue_or_partition"",
  ""short_definition"": ""A job queue is a list of jobs waiting to be executed in a SLURM cluster, managed by the gang scheduler."",
  ""aliases"": []
}"
1715,job reason codes,Job Reason Codes,generic,job_state,Job Reason Codes are labels assigned by the scheduler when a pending job exceeds a configured resource limit.,1,1,1,[],"{
  ""term"": ""Job Reason Codes"",
  ""canonical"": ""job reason codes"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""job_state"",
  ""short_definition"": ""Job Reason Codes are labels assigned by the scheduler when a pending job exceeds a configured resource limit."",
  ""aliases"": []
}"
1716,job record,job record,slurm,other_hpc,"A job record is a database entry in Slurm's job management system that stores information about a completed job, including exit code, derived exit code, and comments.",1,2,1,[],"{
  ""term"": ""job record"",
  ""canonical"": ""job record"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""A job record is a database entry in Slurm's job management system that stores information about a completed job, including exit code, derived exit code, and comments."",
  ""aliases"": []
}"
1717,job records,job records,generic,other_hpc,"Job records are data structures that represent individual jobs or tasks in a job array, including their unique identifiers and metadata.",1,2,1,[],"{
  ""term"": ""job records"",
  ""canonical"": ""job records"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""Job records are data structures that represent individual jobs or tasks in a job array, including their unique identifiers and metadata."",
  ""aliases"": []
}"
1718,job request,job request,both,job_state,"A job request refers to a pending job that is waiting for resources (e.g., pool space) to become available in the scheduler.",1,4,3,[],"{
  ""term"": ""job request"",
  ""canonical"": ""job request"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""job_state"",
  ""short_definition"": ""A job request refers to a pending job that is waiting for resources (e.g., pool space) to become available in the scheduler."",
  ""aliases"": []
}"
1719,job requests,job requests,slurm,resource,"Job requests refer to the allocation of resources (e.g., GPUs) for HPC jobs in a SLURM environment.",1,1,1,[],"{
  ""term"": ""job requests"",
  ""canonical"": ""job requests"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""resource"",
  ""short_definition"": ""Job requests refer to the allocation of resources (e.g., GPUs) for HPC jobs in a SLURM environment."",
  ""aliases"": []
}"
1720,job requeue,job requeue,slurm,job_state,"Job requeue is a state in SLURM where a federated job is resubmitted to a different cluster after being held, dependent, or when the origin cluster is down.",1,1,1,[],"{
  ""term"": ""job requeue"",
  ""canonical"": ""job requeue"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""job_state"",
  ""short_definition"": ""Job requeue is a state in SLURM where a federated job is resubmitted to a different cluster after being held, dependent, or when the origin cluster is down."",
  ""aliases"": []
}"
1721,job requeued,job requeued,slurm,job_state,A job state indicating that a job has been resubmitted for allocation on a different set of nodes after a node booting failure.,1,1,1,[],"{
  ""term"": ""job requeued"",
  ""canonical"": ""job requeued"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""job_state"",
  ""short_definition"": ""A job state indicating that a job has been resubmitted for allocation on a different set of nodes after a node booting failure."",
  ""aliases"": []
}"
1722,job scheduling,job scheduling,slurm,other_hpc,"Job scheduling refers to the process of managing and coordinating the execution of jobs on a cluster, as performed by the Slurm workload manager.",1,4,4,[],"{
  ""term"": ""job scheduling"",
  ""canonical"": ""job scheduling"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""Job scheduling refers to the process of managing and coordinating the execution of jobs on a cluster, as performed by the Slurm workload manager."",
  ""aliases"": []
}"
1723,job scheduling priority,job scheduling priority,both,job_state,"Job scheduling priority is a factor that influences the order in which jobs are scheduled on an HPC system, based on the multi-factor priority plugin and QOS settings.",1,1,1,[],"{
  ""term"": ""job scheduling priority"",
  ""canonical"": ""job scheduling priority"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""job_state"",
  ""short_definition"": ""Job scheduling priority is a factor that influences the order in which jobs are scheduled on an HPC system, based on the multi-factor priority plugin and QOS settings."",
  ""aliases"": []
}"
1724,job scheduling strategies for parallel processing,Job Scheduling Strategies for Parallel Processing,generic,other_hpc,"A collection of strategies for scheduling parallel processing jobs on HPC systems, as discussed in the context of the Slurm Workload Manager.",1,1,1,[],"{
  ""term"": ""Job Scheduling Strategies for Parallel Processing"",
  ""canonical"": ""job scheduling strategies for parallel processing"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""A collection of strategies for scheduling parallel processing jobs on HPC systems, as discussed in the context of the Slurm Workload Manager."",
  ""aliases"": []
}"
1725,job script,job script,both,other_hpc,"A job script is a script file containing commands to be executed by an HPC scheduler, such as SLURM or IBM LSF, to manage and run a job.",1,3,2,[],"{
  ""term"": ""job script"",
  ""canonical"": ""job script"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""A job script is a script file containing commands to be executed by an HPC scheduler, such as SLURM or IBM LSF, to manage and run a job."",
  ""aliases"": []
}"
1726,job sharing,job sharing,both,other_hpc,"Job sharing refers to the process of allocating resources to multiple jobs concurrently within a partition, based on the OverSubscribe configuration parameter.",1,1,1,[],"{
  ""term"": ""job sharing"",
  ""canonical"": ""job sharing"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""Job sharing refers to the process of allocating resources to multiple jobs concurrently within a partition, based on the OverSubscribe configuration parameter."",
  ""aliases"": []
}"
1727,job size,job size,generic,resource,"Job size refers to the number of resources (e.g., nodes, GPUs) allocated for a job in an HPC system.",1,3,2,[],"{
  ""term"": ""job size"",
  ""canonical"": ""job size"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""resource"",
  ""short_definition"": ""Job size refers to the number of resources (e.g., nodes, GPUs) allocated for a job in an HPC system."",
  ""aliases"": []
}"
