term_id,term,canonical,scheduler,ontology_role,category,dul_bucket,is_hpc_domain,definition,aliases_json,raw_json,freq_total
767,start,start,lsf,individual,command,information_object,1,"The 'start' command is used to initiate the LSF cluster, starting the LSF daemons.",[],"{
  ""term"": ""start"",
  ""canonical"": ""start"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""command"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""The 'start' command is used to initiate the LSF cluster, starting the LSF daemons."",
  ""aliases"": []
}",2
769,lim,lim,lsf,individual,command,information_object,1,lim is a command used in LSF to start the LSF daemon responsible for managing the cluster.,[],"{
  ""term"": ""lim"",
  ""canonical"": ""lim"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""command"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""lim is a command used in LSF to start the LSF daemon responsible for managing the cluster."",
  ""aliases"": []
}",13
770,res,res,lsf,individual,command,information_object,1,The 'res' command is used in LSF to start or stop the resource management daemon.,[],"{
  ""term"": ""res"",
  ""canonical"": ""res"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""command"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""The 'res' command is used in LSF to start or stop the resource management daemon."",
  ""aliases"": []
}",6
771,sbd,sbd,lsf,individual,command,information_object,1,sbd is an LSF command used to start the LSF daemon responsible for managing job submission and dependency handling.,[],"{
  ""term"": ""sbd"",
  ""canonical"": ""sbd"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""command"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""sbd is an LSF command used to start the LSF daemon responsible for managing job submission and dependency handling."",
  ""aliases"": []
}",3
773,daemons,lsf daemons,lsf,class,other_hpc,event,1,"LSF Daemons are background processes that manage and control the LSF cluster, including the lim, res, and sbd daemons.",[],"{
  ""term"": ""daemons"",
  ""canonical"": ""LSF Daemons"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""other_hpc"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""event"",
  ""definition"": ""LSF Daemons are background processes that manage and control the LSF cluster, including the lim, res, and sbd daemons."",
  ""aliases"": []
}",3
774,LSF server host,lsf server host,lsf,class,resource,object,1,"An LSF server host is a machine running LSF daemons, such as bctrld, sbd, and res, to manage and execute jobs.",[],"{
  ""term"": ""LSF server host"",
  ""canonical"": ""LSF Server Host"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""resource"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""object"",
  ""definition"": ""An LSF server host is a machine running LSF daemons, such as bctrld, sbd, and res, to manage and execute jobs."",
  ""aliases"": []
}",3
778,LSF cluster,lsf cluster,lsf,class,other_hpc,object,1,An LSF cluster is a collection of LSF server hosts that work together to manage and execute jobs.,[],"{
  ""term"": ""LSF cluster"",
  ""canonical"": ""LSF Cluster"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""other_hpc"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""object"",
  ""definition"": ""An LSF cluster is a collection of LSF server hosts that work together to manage and execute jobs."",
  ""aliases"": []
}",2
783,reconfig,reconfig,lsf,individual,command,event,1,"The 'reconfig' command is used to reload modified LSF configuration files and restart LSF daemons, such as lim and mbatchd.",[],"{
  ""term"": ""reconfig"",
  ""canonical"": ""reconfig"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""command"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""event"",
  ""definition"": ""The 'reconfig' command is used to reload modified LSF configuration files and restart LSF daemons, such as lim and mbatchd."",
  ""aliases"": []
}",4
785,mbdrestart,mbdrestart,lsf,individual,command,event,1,mbdrestart is an LSF command used to reload modified LSF configuration files and restart the mbatchd daemon.,[],"{
  ""term"": ""mbdrestart"",
  ""canonical"": ""mbdrestart"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""command"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""event"",
  ""definition"": ""mbdrestart is an LSF command used to reload modified LSF configuration files and restart the mbatchd daemon."",
  ""aliases"": []
}",2
793,lsid command,lsid command,lsf,individual,command,information_object,1,The lsid command is an LSF command used for administering the LSF daemons and checking the LSF environment.,"[""lsid""]","{
  ""term"": ""lsid command"",
  ""canonical"": ""lsid command"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""command"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""The lsid command is an LSF command used for administering the LSF daemons and checking the LSF environment."",
  ""aliases"": [""lsid""]
}",2
794,lsload command,lsload command,lsf,individual,command,information_object,1,The lsload command is an LSF command used to check the current load levels of the cluster.,"[""lsload""]","{
  ""term"": ""lsload command"",
  ""canonical"": ""lsload command"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""command"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""The lsload command is an LSF command used to check the current load levels of the cluster."",
  ""aliases"": [""lsload""]
}",2
798,bhosts,bhosts,lsf,individual,command,information_object,1,bhosts is an LSF command used to check the status of the LSF batch workload system.,"[""bhosts command""]","{
  ""term"": ""bhosts"",
  ""canonical"": ""bhosts"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""command"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""bhosts is an LSF command used to check the status of the LSF batch workload system."",
  ""aliases"": [""bhosts command""]
}",3
799,bqueues,bqueues,lsf,class,queue_or_partition,object,1,bqueues is a command used in LSF to display the status of available queues and their configuration parameters.,[],"{
  ""term"": ""bqueues"",
  ""canonical"": ""bqueues"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""queue_or_partition"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""object"",
  ""definition"": ""bqueues is a command used in LSF to display the status of available queues and their configuration parameters."",
  ""aliases"": []
}",4
804,lsadmin ckconfig,lsadmin ckconfig,lsf,individual,command,information_object,1,lsadmin ckconfig is a command used to check the LSF configuration files.,[],"{
  ""term"": ""lsadmin ckconfig"",
  ""canonical"": ""lsadmin ckconfig"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""command"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""lsadmin ckconfig is a command used to check the LSF configuration files."",
  ""aliases"": []
}",2
813,EGO_AUDIT_MAX_SIZE,ego_audit_max_size,lsf,datatype_property,config_param,description,1,EGO_AUDIT_MAX_SIZE is a configuration parameter in LSF that sets the maximum size for audit logs.,[],"{
  ""term"": ""EGO_AUDIT_MAX_SIZE"",
  ""canonical"": ""EGO_AUDIT_MAX_SIZE"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""config_param"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""EGO_AUDIT_MAX_SIZE is a configuration parameter in LSF that sets the maximum size for audit logs."",
  ""aliases"": []
}",2
821,lsid,lsid,lsf,individual,command,information_object,1,"lsid is a command used in IBM LSF to check the LSF environment setup, display the current LSF version, cluster name, and host name of the management host.","[""lsf status command""]","{
  ""term"": ""lsid"",
  ""canonical"": ""lsid"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""command"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""lsid is a command used in IBM LSF to check the LSF environment setup, display the current LSF version, cluster name, and host name of the management host."",
  ""aliases"": [""lsf status command""]
}",3
822,lsload,lsload,lsf,individual,command,information_object,1,lsload is an IBM LSF command used to display the current load levels of the cluster.,[],"{
  ""term"": ""lsload"",
  ""canonical"": ""lsload"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""command"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""lsload is an IBM LSF command used to display the current load levels of the cluster."",
  ""aliases"": []
}",4
832,hosta,hosta,lsf,individual,resource,object,1,hosta is a specific compute node in an LSF cluster.,[],"{
  ""term"": ""hosta"",
  ""canonical"": ""hosta"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""resource"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""object"",
  ""definition"": ""hosta is a specific compute node in an LSF cluster."",
  ""aliases"": []
}",5
835,proﬁle.lsf,profile.lsf,lsf,individual,config_file,information_object,1,proﬁle.lsf is a configuration file used to set up the environment for the IBM LSF scheduler.,[],"{
  ""term"": ""proﬁle.lsf"",
  ""canonical"": ""profile.lsf"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""config_file"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""proﬁle.lsf is a configuration file used to set up the environment for the IBM LSF scheduler."",
  ""aliases"": []
}",3
838,HOST_NAME,host_name,lsf,datatype_property,resource,information_object,1,HOST_NAME is a property representing the name of a compute node in an LSF cluster.,[],"{
  ""term"": ""HOST_NAME"",
  ""canonical"": ""HOST_NAME"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""resource"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""HOST_NAME is a property representing the name of a compute node in an LSF cluster."",
  ""aliases"": []
}",5
840,tmp,tmp,lsf,datatype_property,resource,description,1,"In LSF, 'tmp' is a column in the lsload command output representing the temporary space usage on each host.",[],"{
  ""term"": ""tmp"",
  ""canonical"": ""tmp"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""resource"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""In LSF, 'tmp' is a column in the lsload command output representing the temporary space usage on each host."",
  ""aliases"": []
}",2
841,swp,swap,lsf,datatype_property,resource,description,1,SWAP refers to the amount of swap memory available on a host in an LSF cluster.,[],"{
  ""term"": ""swp"",
  ""canonical"": ""SWAP"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""resource"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""SWAP refers to the amount of swap memory available on a host in an LSF cluster."",
  ""aliases"": []
}",2
842,mem,memory,lsf,datatype_property,resource,description,1,"In LSF, mem refers to the memory resource available on a compute node.",[],"{
  ""term"": ""mem"",
  ""canonical"": ""Memory"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""resource"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""In LSF, mem refers to the memory resource available on a compute node."",
  ""aliases"": []
}",3
848,bhist,bhist,lsf,individual,command,information_object,1,bhist is an LSF command used to display historical information about jobs.,[],"{
  ""term"": ""bhist"",
  ""canonical"": ""bhist"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""command"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""bhist is an LSF command used to display historical information about jobs."",
  ""aliases"": []
}",2
850,badmin ckconﬁg,badmin ckconfig,lsf,individual,command,information_object,1,badmin ckconfig is an LSF command used to check the LSF batch system configuration files.,[],"{
  ""term"": ""badmin ckconfig"",
  ""canonical"": ""badmin ckconfig"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""command"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""badmin ckconfig is an LSF command used to check the LSF batch system configuration files."",
  ""aliases"": []
}",2
855,ckconfig,ckconfig,lsf,individual,other_hpc,information_object,1,ckconfig is a command used to check the configuration of an LSF batch workload system.,[],"{
  ""term"": ""ckconfig"",
  ""canonical"": ""ckconfig"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""config_command"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""ckconfig is a command used to check the configuration of an LSF batch workload system."",
  ""aliases"": []
}",2
874,STATUS,status,lsf,class,job_state,description,1,"In LSF, the status of a queue, which can be Open:Active, Open:Inact, etc., indicating whether it accepts and dispatches jobs.",[],"{
  ""term"": ""STATUS"",
  ""canonical"": ""STATUS"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""job_state"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""description"",
  ""definition"": ""In LSF, the status of a queue, which can be Open:Active, Open:Inact, etc., indicating whether it accepts and dispatches jobs."",
  ""aliases"": []
}",2
883,QUEUE_NAME,queuename,lsf,class,queue_or_partition,object,1,QUEUE_NAME refers to a logical grouping of jobs in LSF with different priorities and scheduling policies. It is identified by the bqueues command.,[],"{
  ""term"": ""QUEUE_NAME"",
  ""canonical"": ""QueueName"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""queue_or_partition"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""object"",
  ""definition"": ""QUEUE_NAME refers to a logical grouping of jobs in LSF with different priorities and scheduling policies. It is identified by the bqueues command."",
  ""aliases"": []
}",3
885,normal,normal,lsf,individual,queue_or_partition,object,1,"The 'normal' queue in LSF is a default queue for low priority jobs, running only if hosts are lightly loaded.",[],"{
  ""term"": ""normal"",
  ""canonical"": ""normal"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""queue_or_partition"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""object"",
  ""definition"": ""The 'normal' queue in LSF is a default queue for low priority jobs, running only if hosts are lightly loaded."",
  ""aliases"": []
}",3
898,lsgrun,lsgrun,lsf,individual,command,information_object,1,lsgrun is an LSF command used to run a task on a group of hosts.,"[""lsgrun command""]","{
  ""term"": ""lsgrun"",
  ""canonical"": ""lsgrun"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""command"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""lsgrun is an LSF command used to run a task on a group of hosts."",
  ""aliases"": [""lsgrun command""]
}",3
903,lim daemon,lim_daemon,lsf,object_property,resource,description,1,"The lim daemon is a component of LSF that gathers system load information, which is used by the lsrun command to run interactive tasks on the best available host.",[],"{
  ""term"": ""lim daemon"",
  ""canonical"": ""lim_daemon"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""resource"",
  ""ontology_role"": ""object_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""The lim daemon is a component of LSF that gathers system load information, which is used by the lsrun command to run interactive tasks on the best available host."",
  ""aliases"": []
}",3
907,job ID,job_id,lsf,individual,job_state,event,1,"A unique identifier assigned to a job by the LSF scheduler, used to track and manage job status.",[],"{
  ""term"": ""job ID"",
  ""canonical"": ""job_id"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""job_state"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""event"",
  ""definition"": ""A unique identifier assigned to a job by the LSF scheduler, used to track and manage job status."",
  ""aliases"": []
}",3
909,job submission options,jobsubmissionoptions,lsf,class,command,description,1,"Job submission options refer to the various commands and parameters used to submit jobs to the LSF scheduler, including bsub, lsrun, bjobs, bstop, bresume, and bkill.",[],"{
  ""term"": ""job submission options"",
  ""canonical"": ""JobSubmissionOptions"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""command"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""description"",
  ""definition"": ""Job submission options refer to the various commands and parameters used to submit jobs to the LSF scheduler, including bsub, lsrun, bjobs, bstop, bresume, and bkill."",
  ""aliases"": []
}",2
922,email,email,lsf,object_property,user_role,event,1,"Email is a means of communication for job status updates, including job reports and error messages, in LSF.",[],"{
  ""term"": ""email"",
  ""canonical"": ""email"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""user_role"",
  ""ontology_role"": ""object_property"",
  ""dul_bucket"": ""event"",
  ""definition"": ""Email is a means of communication for job status updates, including job reports and error messages, in LSF."",
  ""aliases"": []
}",2
931,user1,user1,lsf,individual,user_role,information_object,1,user1 is a user account that submits jobs to the LSF scheduler.,[],"{
  ""term"": ""user1"",
  ""canonical"": ""user1"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""user_role"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""user1 is a user account that submits jobs to the LSF scheduler."",
  ""aliases"": []
}",2
938,JOBID,jobid,lsf,individual,job_state,event,1,"JOBID is a unique identifier for an LSF job, used to monitor its status and output.",[],"{
  ""term"": ""JOBID"",
  ""canonical"": ""JOBID"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""job_state"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""event"",
  ""definition"": ""JOBID is a unique identifier for an LSF job, used to monitor its status and output."",
  ""aliases"": []
}",2
939,USER,user,lsf,individual,user_role,information_object,1,"In LSF, USER refers to the user who submits a job or interacts with the scheduler.",[],"{
  ""term"": ""USER"",
  ""canonical"": ""USER"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""user_role"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""In LSF, USER refers to the user who submits a job or interacts with the scheduler."",
  ""aliases"": []
}",2
942,FROM_HOST,from_host,lsf,individual,log_or_state_path,information_object,1,FROM_HOST is a field in the bjobs command output that shows the host where the job was submitted.,[],"{
  ""term"": ""FROM_HOST"",
  ""canonical"": ""FROM_HOST"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""log_or_state_path"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""FROM_HOST is a field in the bjobs command output that shows the host where the job was submitted."",
  ""aliases"": []
}",2
943,JOB_NAME,job_name,lsf,individual,job_state,event,1,"JOB_NAME refers to the name of a job in LSF, which can be used to identify and monitor the job's status.",[],"{
  ""term"": ""JOB_NAME"",
  ""canonical"": ""JOB_NAME"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""job_state"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""event"",
  ""definition"": ""JOB_NAME refers to the name of a job in LSF, which can be used to identify and monitor the job's status."",
  ""aliases"": []
}",2
944,SUBMIT_TIME,submit_time,lsf,datatype_property,job_state,event,1,SUBMIT_TIME is the timestamp when an LSF job was submitted.,[],"{
  ""term"": ""SUBMIT_TIME"",
  ""canonical"": ""SUBMIT_TIME"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""job_state"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""event"",
  ""definition"": ""SUBMIT_TIME is the timestamp when an LSF job was submitted."",
  ""aliases"": []
}",2
956,Job,job,lsf,class,other_hpc,event,1,"A Job is a unit of work submitted to the LSF scheduler for execution on allocated compute resources. It can be controlled using commands like bstop, bresume, and bkill.",[],"{
  ""term"": ""Job"",
  ""canonical"": ""Job"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""other_hpc"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""event"",
  ""definition"": ""A Job is a unit of work submitted to the LSF scheduler for execution on allocated compute resources. It can be controlled using commands like bstop, bresume, and bkill."",
  ""aliases"": []
}",2
960,hostb,hostb,lsf,individual,resource,object,1,hostb is a specific host resource managed by LSF.,[],"{
  ""term"": ""hostb"",
  ""canonical"": ""hostb"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""resource"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""object"",
  ""definition"": ""hostb is a specific host resource managed by LSF."",
  ""aliases"": []
}",3
961,sleep,sleep,lsf,individual,command,information_object,1,sleep is an LSF command used to suspend a running job temporarily.,"[""sleep command""]","{
  ""term"": ""sleep"",
  ""canonical"": ""sleep"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""command"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""sleep is an LSF command used to suspend a running job temporarily."",
  ""aliases"": [""sleep command""]
}",2
978,hostc,hostc,lsf,individual,resource,object,1,hostc is a specific host mentioned as an example in the context of running commands on remote hosts using LSF.,[],"{
  ""term"": ""hostc"",
  ""canonical"": ""hostc"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""resource"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""object"",
  ""definition"": ""hostc is a specific host mentioned as an example in the context of running commands on remote hosts using LSF."",
  ""aliases"": []
}",3
984,rusage,rusage,lsf,datatype_property,config_param,description,1,"rusage is a configuration parameter used in LSF to specify resource usage for jobs, such as CPU, memory, and license requirements.",[],"{
  ""term"": ""rusage"",
  ""canonical"": ""rusage"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""config_param"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""rusage is a configuration parameter used in LSF to specify resource usage for jobs, such as CPU, memory, and license requirements."",
  ""aliases"": []
}",3
999,queues,queues,lsf,class,queue_or_partition,object,1,Queues are logical groupings of compute nodes used to schedule jobs in LSF. They define scheduling and resource policies.,[],"{
  ""term"": ""queues"",
  ""canonical"": ""Queues"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""queue_or_partition"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""object"",
  ""definition"": ""Queues are logical groupings of compute nodes used to schedule jobs in LSF. They define scheduling and resource policies."",
  ""aliases"": []
}",2
1018,IBM Passport Advantage,ibm passport advantage,lsf,drop,non_domain,unknown,0,"IBM Passport Advantage is a software licensing program, not directly related to HPC scheduling, but it provides distribution packages for LSF.",[],"{
  ""term"": ""IBM Passport Advantage"",
  ""canonical"": ""IBM Passport Advantage"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""non_domain"",
  ""ontology_role"": ""drop"",
  ""dul_bucket"": ""unknown"",
  ""definition"": ""IBM Passport Advantage is a software licensing program, not directly related to HPC scheduling, but it provides distribution packages for LSF."",
  ""aliases"": []
}",2
1020,YouTube,youtube,unknown,drop,non_domain,unknown,0,"YouTube is a video-sharing platform, not related to High Performance Computing.",[],"{
  ""term"": ""YouTube"",
  ""canonical"": ""YouTube"",
  ""is_hpc_domain"": false,
  ""scheduler"": ""unknown"",
  ""category"": ""non_domain"",
  ""ontology_role"": ""drop"",
  ""dul_bucket"": ""unknown"",
  ""definition"": ""YouTube is a video-sharing platform, not related to High Performance Computing."",
  ""aliases"": []
}",2
1021,IBM Education Assistant,ibm education assistant,lsf,individual,other_hpc,description,1,IBM Education Assistant is a resource providing tutorials and guidance for setting up and using IBM LSF.,[],"{
  ""term"": ""IBM Education Assistant"",
  ""canonical"": ""IBM Education Assistant"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""other_hpc"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""description"",
  ""definition"": ""IBM Education Assistant is a resource providing tutorials and guidance for setting up and using IBM LSF."",
  ""aliases"": []
}",2
1040,Host,host,lsf,individual,config_param,information_object,1,A Host is a physical or virtual machine that is added to an IBM LSF cluster and its information is stored in the lsf.cluster.cluster_name file.,[],"{
  ""term"": ""Host"",
  ""canonical"": ""Host"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""config_param"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""A Host is a physical or virtual machine that is added to an IBM LSF cluster and its information is stored in the lsf.cluster.cluster_name file."",
  ""aliases"": []
}",5
1044,model,model,lsf,datatype_property,config_param,description,1,"In the context of IBM LSF, model refers to the hardware or software configuration of a host, which can be specified during host setup.",[],"{
  ""term"": ""model"",
  ""canonical"": ""model"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""config_param"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""In the context of IBM LSF, model refers to the hardware or software configuration of a host, which can be specified during host setup."",
  ""aliases"": []
}",4
1045,type,type,lsf,datatype_property,config_param,description,1,"In IBM LSF, the 'type' is a configuration parameter used to specify the type of a host in the lsf.cluster.cluster_name file.",[],"{
  ""term"": ""type"",
  ""canonical"": ""type"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""config_param"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""In IBM LSF, the 'type' is a configuration parameter used to specify the type of a host in the lsf.cluster.cluster_name file."",
  ""aliases"": []
}",4
1054,server,server,lsf,class,resource,object,1,"In LSF, a server is a host that provides resources for job execution.",[],"{
  ""term"": ""server"",
  ""canonical"": ""server"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""resource"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""object"",
  ""definition"": ""In LSF, a server is a host that provides resources for job execution."",
  ""aliases"": []
}",3
1070,restart LIM,restart lim,lsf,individual,command,event,1,restart LIM is a command used to restart the Load Leveler Manager (LIM) on an LSF cluster.,[],"{
  ""term"": ""restart LIM"",
  ""canonical"": ""restart LIM"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""command"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""event"",
  ""definition"": ""restart LIM is a command used to restart the Load Leveler Manager (LIM) on an LSF cluster."",
  ""aliases"": []
}",2
1076,reconﬁg,reconﬁg,lsf,individual,command,event,1,"The lsadmin reconﬁg command checks for configuration errors in LSF and, if no unrecoverable errors are found, prompts the user to confirm and reconfigure the system. The badmin reconﬁg command serves a similar purpose.","[""reconﬁgure""]","{
  ""term"": ""reconﬁg"",
  ""canonical"": ""reconﬁg"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""command"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""event"",
  ""definition"": ""The lsadmin reconﬁg command checks for configuration errors in LSF and, if no unrecoverable errors are found, prompts the user to confirm and reconfigure the system. The badmin reconﬁg command serves a similar purpose."",
  ""aliases"": [""reconﬁgure""]
}",5
1078,unrecoverable errors,unrecoverable_errors,lsf,individual,job_state,event,1,unrecoverable errors refer to configuration issues that prevent the successful execution of the lsadmin or badmin reconﬁg commands in LSF.,[],"{
  ""term"": ""unrecoverable errors"",
  ""canonical"": ""unrecoverable_errors"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""job_state"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""event"",
  ""definition"": ""unrecoverable errors refer to configuration issues that prevent the successful execution of the lsadmin or badmin reconﬁg commands in LSF."",
  ""aliases"": []
}",3
