sentence_id,doc_id,sent_idx,sentence,start_char,end_char,length,cleaned_version,created_at
doc_a6b1_sent_00537,doc_a6b1,537,All authentication methods supported by LSF depend on the security of the root account on all hosts in the cluster.,66659,66775,115,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00538,doc_a6b1,538,"Authentication options
Authentication
methodDescription Conﬁguration Behavior
External
authenticationA framework that enables you to integrate LSF with any
third-party authentication product—such as Kerberos or
DCE Security Services—to authenticate users, hosts, and
daemons.",66775,67050,275,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00539,doc_a6b1,539,"This feature provides a secure transfer of data
within the authentication data stream between LSF clients
and servers.",67051,67169,118,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00540,doc_a6b1,540,"Using external authentication, you can
customize LSF to meet the security requirements of your
site.LSF_AUTH=eaut
hLSF uses the default eauth
executable located in
LSF_SERVERDIR.",67170,67348,178,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00541,doc_a6b1,541,"The default
executable provides an example of
how the eauth protocol works.",67349,67424,75,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00542,doc_a6b1,542,"You
should write your own eauth
executable to meet the security
requirements of your cluster.",67425,67518,93,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00543,doc_a6b1,543,"For a
detailed description of the external
authentication feature and how to
conﬁgure it, see External
authentication.",67519,67638,118,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00544,doc_a6b1,544,"Identiﬁcation
daemon (identd)Authentication using the identd daemon available in the
public domain.LSF_AUTH=iden
tLSF uses the identd daemon
available in the public domain.",67638,67811,172,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00545,doc_a6b1,545,"LSF supports both RFC 931 and
RFC 1413 protocols.",67811,67861,49,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00546,doc_a6b1,546,"Privileged ports
(setuid)User authentication between LSF clients and servers on
UNIX hosts only. An LSF command or other executable
conﬁgured as setuid uses a reserved (privileged) port
number (1-1024) to contact an LSF server. The LSF server
accepts requests received on a privileged port as coming
from the root user and then runs the LSF command or other
executable using the real user account of the user who
issued the command.LSF_AUTH not
deﬁnedFor UNIX hosts only, LSF clients
(API functions) use reserved ports
1-1024 to communicate with LSF
servers.",67861,68420,558,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00547,doc_a6b1,547,"The number of user accounts that
can connect concurrently to remote
hosts is limited by the number of
available privileged ports.
LSF_AUTH must be deleted or
commented out and LSF
commands must be installed as
setuid programs owned by root.",68420,68661,240,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00548,doc_a6b1,548,"Note: To enable the setuid bit on the LSF
commands, run the hostsetup --setuid
command option on the LSF parent and
candidate hosts. Since this allows LSF
administration commands to run with root
privileges, do not enable the setuid bit if
you do not want these LSF commands to
run with root privileges.",68661,68965,303,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00549,doc_a6b1,549,"The hostsetup --setuid command
enables the setuid bit for the following
LSF executable ﬁles: badmin, lsadmin,
egosh, utmpreg, swtbl_api, ntbl_api,
lstbl_nid, and swtbl_poe.",68965,69138,172,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00550,doc_a6b1,550,"UNIX user and host authentication
The primary LSF administrator can conﬁgure additional authentication for UNIX users and hosts by deﬁning the parameter LSF_USE_HOSTEQUIV in
the lsf.conf ﬁle.",69138,69329,191,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00551,doc_a6b1,551,"With LSF_USE_HOSTEQUIV deﬁned, mbatchd on the parent host and RES on the remote host call the ruserok(3) function to verify
that the originating host is listed in the /etc/hosts.equiv ﬁle and that the host and user account are listed in the $HOME/.rhosts ﬁle.",69330,69589,259,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00552,doc_a6b1,552,"Include the name
of the local host in both ﬁles.",69590,69638,48,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00553,doc_a6b1,553,"This additional level of authentication works in conjunction with eauth, privileged ports (setuid), or identd
authentication.",69639,69765,125,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00554,doc_a6b1,554,"CAUTION:
Using the /etc/hosts.equiv and $HOME/.rhosts ﬁles grants permission to use the rlogin and rsh commands without requiring a password.",69765,69907,141,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00555,doc_a6b1,555,"SSH
SSH is a network protocol that provides conﬁdentiality and integrity of data using a secure channel between two networked devices. Use SSH to
secure communication between submission, execution, and display hosts.",69907,70124,216,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00556,doc_a6b1,556,"A frequently used option is to submit jobs with SSH X11 forwarding (bsub -XF), which allows a user to log into an X-Server client, access the
submission host through the client, and run an interactive X-Window job, all through SSH.",70124,70356,231,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00557,doc_a6b1,557,"Authentication failure
If authentication fails (the user’s identity cannot be veriﬁed), LSF displays the following error message after a user issues an LSF command:",70356,70521,164,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00558,doc_a6b1,558,"User permission denied
This error has several possible causes depending on the authentication method used.",70521,70628,106,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00559,doc_a6b1,559,"Authentication
methodPossible cause of failure
eauth External authentication failed
identd The identiﬁcation daemon is not available on the local or submitting host
setuid The LSF applications are not installed setuid",70628,70846,217,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00560,doc_a6b1,560,"The NFS directory is mounted with the nosuid option
ruserok The client (local) host is not found in either the /etc/hosts.equiv or the $HOME/.rhosts ﬁle on the parent or remote
host
Operating system authorization
By default, an LSF job or command runs on the execution host under the user account that submits the job or command, with the permissions
associated with that user account.",70846,71231,385,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00561,doc_a6b1,561,"Any UNIX or Windows user account with read and execute permissions for LSF commands can use LSF to run jobs
—the LSF administrator does not need to deﬁne a list of LSF users.",71232,71406,174,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00562,doc_a6b1,562,"User accounts must have the operating system permissions required to execute
commands on remote hosts. When users have valid accounts on all hosts in the cluster, they can run jobs using their own account permissions on any
execution host.",71407,71647,239,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00563,doc_a6b1,563,"Windows passwords
Windows users must register their Windows user account passwords with LSF by running the command lspasswd. If users change their passwords,
they must use this command to update LSF. A Windows job does not run if the password is not registered in LSF. Passwords must be 31 characters or
less.",71647,71957,309,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00564,doc_a6b1,564,"For Windows password authorization in a non-shared ﬁle system environment, you must deﬁne the parameter LSF_MASTER_LIST in lsf.conf so that
jobs run with correct permissions.",71957,72131,174,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00565,doc_a6b1,565,"If you do not deﬁne this parameter, LSF assumes that the cluster uses a shared ﬁle system environment.",72132,72235,102,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00566,doc_a6b1,566,"LSF authorization
As an LSF administrator, you have the following authorization options:
Enable one or more types of user account mapping
Specify the user account that is used to run eauth and eexec executables or queue level commands for pre- and post-execution processing
Control user access to LSF resources and functionality
Enable user account mapping
You can conﬁgure different types of user account mapping so that a job or command submitted by one user account runs on the remote host under a
different user account.",72235,72760,524,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00567,doc_a6b1,567,"Type of account
mappingDescription
Between-host Enables job submission and execution within a cluster that has different user accounts assigned to different hosts.",72760,72923,163,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00568,doc_a6b1,568,"Using this
feature, you can map a local user account to a different user account on a remote host.",72924,73023,98,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00569,doc_a6b1,569,"Cross-cluster Enables cross-cluster job submission and execution for a MultiCluster environment that has different user accounts assigned to
different hosts.",73023,73180,157,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00570,doc_a6b1,570,"Using this feature, you can map user accounts in a local cluster to user accounts in one or more remote clusters.",73181,73295,113,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00571,doc_a6b1,571,"Type of account
mappingDescription
UNIX/WindowsEnables cross-platform job submission and execution in a mixed UNIX/Windows environment.",73295,73430,135,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00572,doc_a6b1,572,"Using this feature, you can map
Windows user accounts, which include a domain name, to UNIX user accounts, which do not include a domain name, for user
accounts with the same user name on both operating systems.",73431,73643,211,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00573,doc_a6b1,573,"For a detailed description of the user account mapping features and how to conﬁgure them, see UNIX and Windows user account mapping.",73643,73776,132,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00574,doc_a6b1,574,"Specify a user account
To change the user account for … Deﬁne the parameter …",73776,73853,77,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00575,doc_a6b1,575,"In the ﬁle …
eauth LSF_EAUTH_USER lsf.sudoers
eexec LSF_EEXEC_USER
Pre- and post execution commandsLSB_PRE_POST_EXEC_USER
Control user access to LSF resources and functionality
If you want to … Deﬁne … In the ﬁle … Section …
Specify the user accounts with cluster administrator privileges ADMINISTRATO
RSlsf.cluster.cluster_
nameClusterAdmins
Allow the root user to run jobs on a remote host LSF_ROOT_REX lsf.conf N/A
Allow user accounts other than root to start LSF daemons
Note:",73854,74335,480,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00576,doc_a6b1,576,"For information about how to conﬁgure the LSF daemon startup control feature, see LSF
daemon startup control.",74335,74444,109,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00577,doc_a6b1,577,"LSF_STARTUP_US
ERS
LSF_STARTUP_PA
THlsf.sudoers N/A
Authorization failure
Symptom Probable cause Solution
User receives an email notiﬁcation that LSF has
placed a job in the USUSP state.",74444,74630,186,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00578,doc_a6b1,578,"The job cannot run because the Windows password
for the job is not registered with LSF.The user should
Register the Windows password with
LSF using the command lspasswd.",74630,74800,169,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00579,doc_a6b1,579,"Use the bresume command to resume
the suspended job.",74800,74853,52,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00580,doc_a6b1,580,"LSF displays one of the following error
messages:
findHostbyAddr/<proc>: Host
<host>/<port> is unknown by
<myhostname>
function:
Gethostbyaddr_(<host>/<port>)
failed: error
main: Request from unknown host
<host>/<port>: error
function:",74853,75088,235,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00581,doc_a6b1,581,"Received request from
non-LSF host <host>/<port>The LSF daemon does not recognize host as part of
the cluster.",75089,75199,110,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00582,doc_a6b1,582,"These messages can occur if you add
host to the conﬁguration ﬁles without reconﬁguring
all LSF daemons.",75200,75303,103,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00583,doc_a6b1,583,"Run the following commands after adding a
host to the cluster:
lsadmin reconﬁg
badmin mbdrestart
If the problem still occurs, the host might
have multiple addresses. Match all of the
host addresses to the host name by either:",75303,75529,225,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00584,doc_a6b1,584,"Modifying the system hosts ﬁle
(/etc/hosts).",75529,75573,44,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00585,doc_a6b1,585,"The changes affect all
software programs on your system.",75574,75631,56,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00586,doc_a6b1,586,"Creating an LSF hosts ﬁle
(EGO_CONFDIR/hosts).",75631,75677,46,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00587,doc_a6b1,587,"Only LSF
resolves the addresses to the
speciﬁed host.",75678,75732,53,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00588,doc_a6b1,588,"Symptom Probable cause Solution
doacceptconn:
getpwnam(<username>
@<host>/<port>)
failed: error
doacceptconn: User <username>
has uid <uid1> on client host
<host>/<port>, uid <uid2> on
RES host; assume bad user
authRequest: username/uid
<userName>/<uid>@<host>/<port>
does not exist
authRequest: Submitter’s name
<clname>@<clhost> is different
from name <lname> on this hostRES assumes that a user has the same UNIX user
name and user ID on all LSF hosts. These
messages occur if this assumption is violated.",75732,76240,508,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00589,doc_a6b1,589,"If the user is allowed to use LSF for
interactive remote execution, make sure the
user’s account has the same user ID and
user name on all LSF hosts.",76240,76390,149,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00590,doc_a6b1,590,"doacceptconn: root remote
execution permission denied
authRequest: root job
submission rejectedThe root user tried to execute or submit a job but
LSF_ROOT_REX is not deﬁned in lsf.conf.",76390,76575,185,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00591,doc_a6b1,591,"To allow the root user to run jobs on a remote
host, deﬁne LSF_ROOT_REX in lsf.conf.",76575,76660,84,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00592,doc_a6b1,592,"resControl: operation
permission denied, uid = <uid>The user with user ID uid is not allowed to make
RES control requests.",76660,76782,122,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00593,doc_a6b1,593,"By default, only the LSF
administrator can make RES control requests.",76783,76852,69,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00594,doc_a6b1,594,"To allow the root user to make RES control
requests, deﬁne LSF_ROOT_REX in lsf.conf.
do_restartReq: Failed to get
hData of host
<host_name>/<host_addr>mbatchd received a request from sbatchd on host
host_name, but that host is not known to mbatchd.",76852,77101,248,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00595,doc_a6b1,595,"Either
The conﬁguration ﬁle has been changed but
mbatchd has not been reconﬁgured.",77101,77184,82,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00596,doc_a6b1,596,"host_name is a client host but sbatchd is
running on that host.",77184,77247,63,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00597,doc_a6b1,597,"To reconﬁgure mbatchd, run the command
badmin reconﬁg
To shut down sbatchd on host_name, run the
commandbctrld stop sbd host_name
External authentication
The external authentication feature provides a framework that enables you to integrate LSF with any third-party authentication product—such as DCE
Security Services—to authenticate users, hosts, and daemons.",77247,77608,361,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00598,doc_a6b1,598,"This feature provides a secure transfer of data within the authentication data stream
between LSF clients and servers.",77609,77727,118,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00599,doc_a6b1,599,"Using external authentication, you can customize LSF to meet the security requirements of your site.",77728,77829,100,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00600,doc_a6b1,600,External authentication with IBM Spectrum LSF (eauth),77829,77884,53,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00601,doc_a6b1,601,The external authentication feature uses an executable ﬁle called eauth.,77884,77956,72,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00602,doc_a6b1,602,"You can write an eauth executable that authenticates users, hosts,
and daemons that use a site-speciﬁc authentication method such as Kerberos or DCE Security Services client authentication.",77957,78146,189,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00603,doc_a6b1,603,"You can also
specify an external encryption key (recommended) and the user account under which eauth runs.",78147,78254,106,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00604,doc_a6b1,604,"Conﬁguration to enable external authentication
 During LSF installation, the parameter LSF_AUTH in the lsf.conf ﬁle is set to eauth, which enables external authentication.",78254,78425,171,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00605,doc_a6b1,605,"A default eauth
executable ﬁle is installed in the directory that is speciﬁed by the parameter LSF_SERVERDIR in the lsf.conf ﬁle.",78426,78556,129,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00606,doc_a6b1,606,"External authentication behavior
 Conﬁguration to modify external authentication
 You can modify external authentication behavior by writing your own eauth executable and by modifying conﬁguration parameters.",78556,78765,208,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00607,doc_a6b1,607,"External authentication commands
External authentication with IBM® Spectrum LSF (eauth)",78765,78853,87,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00608,doc_a6b1,608,The external authentication feature uses an executable ﬁle called eauth.,78853,78925,72,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00609,doc_a6b1,609,"You can write an eauth executable that authenticates users, hosts, and
daemons that use a site-speciﬁc authentication method such as Kerberos or DCE Security Services client authentication.",78926,79115,189,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00610,doc_a6b1,610,"You can also specify an
external encryption key (recommended) and the user account under which eauth runs.",79116,79223,106,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00611,doc_a6b1,611,"Important: LSF uses an internal encryption key by default. To increase security, conﬁgure an external encryption key by deﬁning the parameter
LSF_EAUTH_KEY in lsf.sudoers.",79223,79394,171,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00612,doc_a6b1,612,"To use the lsf.sudoers ﬁle, you must enable the setuid bit for the LSF administration commands. Run the hostsetup -
-setuid command option on the LSF management and candidate hosts. Since this allows LSF administration commands to run with root privileges,
do not enable the setuid bit if you do not want these LSF commands to run with root privileges.",79395,79748,352,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00613,doc_a6b1,613,"The hostsetup --setuid command enables the setuid bit for the following LSF executable ﬁles: badmin, lsadmin, egosh, utmpreg, swtbl_api,
ntbl_api, lstbl_nid, and swtbl_poe.",79748,79921,172,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00614,doc_a6b1,614,"During LSF installation, a default eauth executable is installed in the directory that is speciﬁed by the parameter LSF_SERVERDIR (set by cshrc.lsf and
proﬁle.lsf).",79921,80085,164,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00615,doc_a6b1,615,"The default executable provides an example of how the eauth protocol works. Write your own eauth executable based on this example to
meet the security requirements of your cluster.
Figure 1.",80086,80276,190,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00616,doc_a6b1,616,Default behavior (eauth executable provided with LSF),80277,80331,53,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00617,doc_a6b1,617,The eauth executable uses corresponding processes eauth -c host_name (client) and,80331,80412,81,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00618,doc_a6b1,618,"(server) to provide a secure data exchange between
LSF daemons on client and server hosts.",80422,80512,90,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00619,doc_a6b1,619,"The variable host_name refers to the host on which eauth -s runs; that is, the host called by the command.",80513,80620,106,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00620,doc_a6b1,620,"For bsub, for example, the host_name is NULL, which means the authentication data works for any host in the cluster.",80620,80737,116,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00621,doc_a6b1,621,"How eauth works
One eauth -s process can handle multiple authentication requests.",80747,80828,81,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00622,doc_a6b1,622,"If eauth -s terminates, the LSF daemon invokes another instance of eauth -s to
handle new authentication requests.",80829,80944,114,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00623,doc_a6b1,623,The standard input stream to eauth -s is a text string with the following format:,80944,81026,81,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00624,doc_a6b1,624,"uid gid user_name client_addr client_port user_auth_data_len eauth_client
eauth_server aux_data_file aux_data_status user_auth_data",81026,81158,131,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00625,doc_a6b1,625,"The following table explains the format of the text stream:
Variable Represents
uid User ID of the client user
gid Group ID of the client user
Variable Represents
user_name User name of the client user
client_addr IP address of the client host
client_port Port number from which the client request originates.",81158,81468,309,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00626,doc_a6b1,626,user_auth_data_,81468,81484,15,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00627,doc_a6b1,627,lenLength of the external authentication data that is passed from the client host.,81484,81567,82,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00628,doc_a6b1,628,eauth_client Daemon or user that invokes the eauth -cc command.,81567,81631,63,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00629,doc_a6b1,629,eauth_server,81631,81643,12,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00630,doc_a6b1,630,Daemon that invokes the eauth -s command.,81644,81686,41,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00631,doc_a6b1,631,"aux_data_ﬁle Location of the temporary ﬁle that stores encrypted authentication data.
aux_data_statusFile in which eauth -s stores authentication status. When used with Kerberos authentication, eauth -s writes the source of
authentication to this ﬁle if authentication fails.",81686,81961,275,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00632,doc_a6b1,632,"For example, if mbatchd to mbatchd authentication fails, eauth -s writes
""mbatchd"" to the ﬁle deﬁned by aux_data_status.",81962,82082,120,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00633,doc_a6b1,633,"If user to mbatchd authentication fails, eauth -s writes ""user"" to the
aux_data_status ﬁle.",82083,82175,91,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00634,doc_a6b1,634,user_auth_data External authentication data that is passed from the client host.,82175,82256,80,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00635,doc_a6b1,635,The variables that are required for the eauth executable depend on how you implement external authentication at your site.,82256,82378,122,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00636,doc_a6b1,636,"For eauth parsing,
unused variables are marked by empty quotation marks ("").",82379,82456,76,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00637,doc_a6b1,637,"User credentials
When an LSF user submits a job or issues a command, the LSF daemon that receives the request veriﬁes the identity of the user by checking the user
credentials.",82456,82632,176,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00638,doc_a6b1,638,"External authentication provides the greatest security of all LSF authentication methods because the user credentials are obtained from
an external source, such as a database, and then encrypted prior to transmission.",82633,82850,217,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00639,doc_a6b1,639,"For Windows hosts, external authentication is the only truly secure
type of LSF authentication.",82851,82947,95,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00640,doc_a6b1,640,"Host credentials
LSF ﬁrst authenticates users and then checks host credentials.",82947,83026,79,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00641,doc_a6b1,641,"LSF accepts requests that are sent from all hosts that are conﬁgured as part of the
LSF cluster, including floating clients and any hosts that are dynamically added to the cluster.",83027,83207,180,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00642,doc_a6b1,642,"LSF rejects requests sent from a host that is not
running LSF. If your cluster requires extra host authentication, you can write an eauth executable that veriﬁes both user and host credentials.",83208,83402,193,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00643,doc_a6b1,643,"Daemon credentials
Daemon authentication provides a secure channel for passing credentials between hosts, mediated by the management host. The management host
mediates authentication by using the eauth executable, which ensures secure passing of credentials between submission hosts and execution hosts,
even though the submission host does not know which execution host is selected to run a job.",83402,83799,396,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00644,doc_a6b1,644,"Daemon authentication applies to the following communications between LSF daemons:
mbatchd requests to sbatchd
sbatchd updates to mbatchd
mbatchd to mbatchd (for the LSF multicluster capability)
Scope
Applicability Details
Operating
systemUNIX
Allows Authentication of LSF users, hosts, and daemons
Authentication of any number of LSF users
Not required forAuthorization of users based on account permissions
Dependencies UNIX user accounts must be valid on all hosts in the cluster, or the correct type of account mapping must be enabled:",83799,84339,539,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00645,doc_a6b1,645,"For a cluster with a non-uniform user name space, between-host account mapping must be enabled.",84339,84435,95,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00646,doc_a6b1,646,"You must enable cross-cluster user account mapping if you use the LSF multicluster capability with a non-uniform
user name space.",84435,84565,129,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00647,doc_a6b1,647,User accounts must have the correct permissions to successfully run jobs.,84565,84639,73,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00648,doc_a6b1,648,The owner of lsf.sudoers on Windows must be Administrators.,84639,84699,59,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00649,doc_a6b1,649,"Conﬁguration to enable external authentication
During LSF installation, the parameter LSF_AUTH in the lsf.conf ﬁle is set to eauth, which enables external authentication.",84699,84869,170,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00650,doc_a6b1,650,"A default eauth executable
ﬁle is installed in the directory that is speciﬁed by the parameter LSF_SERVERDIR in the lsf.conf ﬁle.",84870,85000,129,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00651,doc_a6b1,651,The default executable provides an example of how the eauth protocol works.,85000,85075,75,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00652,doc_a6b1,652,"You can write your own eauth executable to meet the security
requirements of your cluster.",85076,85167,90,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00653,doc_a6b1,653,"Conﬁguration
ﬁleParameter and
syntaxDefault behavior
lsf.conf LSF_AUTH=eaut
hEnables external authentication
LSF_AUTH_DAE
MONS=1Enables daemon authentication when external authentication is enabled.",85167,85366,198,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00654,doc_a6b1,654,"Note: By default, daemon authentication is not enabled.",85366,85421,55,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00655,doc_a6b1,655,"If you enable daemon authentication and want
to turn it off later, you must comment out or delete the parameter LSF_AUTH_DAEMONS.",85422,85552,129,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00656,doc_a6b1,656,"lsf.sudoers LSF_EAUTH_US
ER=rootSpeciﬁes that the eauth binary ﬁle is run as the root account.",85552,85647,94,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00657,doc_a6b1,657,"Note:
Before enabling query command authentication in the LSF cluster, you must ensure that all hosts in the cluster (including management,
server, and client hosts), including all LSF command executable ﬁles, are updated to LSF, Version 10.1 Fix Pack 11, or newer.",85647,85912,265,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00658,doc_a6b1,658,"If you have any
commands that are built using the APIs from previous versions of LSF, you must also rebuild these commands with the APIs from this latest
version of LSF.",85913,86083,169,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00659,doc_a6b1,659,"If you are enabling query command authentication for the LSF multicluster capability, ensure that all LSF clusters use the same
LSF_EAUTH_KEY value in the lsb.sudoers ﬁle.",86083,86255,171,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00660,doc_a6b1,660,"External authentication behavior
The following example illustrates how a customized eauth executable can provide external authentication of users, hosts, and daemons.",86255,86421,166,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00661,doc_a6b1,661,"In this
example, the eauth executable has been customized so that corresponding instances of eauth -c and eauth -s obtain user, host, and daemon
credentials from a ﬁle that serves as the external security system.",86422,86634,212,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00662,doc_a6b1,662,"The eauth executable can also be customized to obtain credentials from an
operating system or from an authentication protocol such as Kerberos.",86635,86779,143,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00663,doc_a6b1,663,"Example of external authentication
Authentication failure
When external authentication is enabled, the message
User permission denied
indicates that the eauth executable failed to authenticate the user’s credentials.",86789,87006,216,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00664,doc_a6b1,664,"Security
External authentication—and any other LSF authentication method—depends on the security of the root account on all hosts within the cluster.",87006,87155,149,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00665,doc_a6b1,665,"Limit
access to the root account to prevent unauthorized use of your cluster.",87156,87234,77,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00666,doc_a6b1,666,"Conﬁguration to modify external authentication
You can modify external authentication behavior by writing your own eauth executable and by modifying conﬁguration parameters.",87234,87408,173,1,2026-01-29T16:24:27Z
doc_a6b1_sent_00667,doc_a6b1,667,"The conﬁguration parameters modify various aspects of external authentication behavior by:
Increasing security by using an external encryption key (recommended)
Specifying a trusted user account under which the eauth executable runs (UNIX and Linux only)",87408,87663,254,1,2026-01-29T16:24:27Z
