id,doc_id,sentence_id,sentence_text,subj_text,subj_canonical_id,subj_canonical_term,rel_text_raw,rel_key,obj_text,obj_canonical_id,obj_canonical_term,method,created_at
3880,doc_1041,doc_1041_sent_04211,"Information that is displayed includes token usage, reserved tokens, free tokens, demand for tokens, accumulated value of tokens, and scaled
accumulate value of tokens in each cluster.",Information,11,information,include,include,token usage,5376,token usage,openie_spacy,2026-01-30T04:00:21Z
3881,doc_1041,doc_1041_sent_04224,"For each combination of license and service domain, LSF License Scheduler
displays a line of summary information followed by rows of license project or cluster information.",LSF License Scheduler,4257,lsf license scheduler,display,display,a line,126,line,openie_spacy,2026-01-30T04:00:21Z
3882,doc_1041,doc_1041_sent_04246,PEAK is used in scheduling to estimate the cluster’s capacity to use licenses in this service domain.,PEAK,4795,peak,use in,use_in,scheduling,1729,scheduling,openie_spacy,2026-01-30T04:00:21Z
3883,doc_1041,doc_1041_sent_04325,Long format. Displays detailed information for each task in a multiline format.,Displays,889,display,detail,detail,information,11,information,openie_spacy,2026-01-30T04:00:21Z
3884,doc_1041,doc_1041_sent_04339,"Default Output
Displays the short format with the following information:
TID
Task ID that LSF License Scheduler assigned to the task.",LSF License Scheduler,4257,lsf license scheduler,assign to,assign_to,the task,325,task,openie_spacy,2026-01-30T04:00:21Z
3885,doc_1041,doc_1041_sent_04381,"port_number@host_name token_name user_name host_name display
Specify the -lm option to display the license manager system type and the necessary information that is used in a customized preemption
script.",port_number@host_name,5297,port_number@host_name,token_name,token_name,display,889,display,openie_spacy,2026-01-30T04:00:21Z
3886,doc_1041,doc_1041_sent_04383,"Each license feature from each license server
has one line of output, in the following format:
FLEXLM port_number@host_name token_name user_name host_name display
RLM host_name port_number vendor handle
If you use Reprise License Manager and you do not specify the -lm option, the output for the Reprise License Manager feature is NO TTY
feature_name.",FLEXLM port_number@host_name,5481,flexlm port_number@host_name,token_name,token_name,port_number vendor,5483,port_number vendor,openie_spacy,2026-01-30T04:00:21Z
3887,doc_1041,doc_1041_sent_04402,The keyword UNKNOWN means that the job requested a license from LSF License Scheduler but did not check out the license from FlexNet.,the job,17,job,request,request,a license,1546,license,openie_spacy,2026-01-30T04:00:21Z
3888,doc_1041,doc_1041_sent_04424,"When the host is released to EGO, the entry is removed from the host group.",the entry,5315,entry,remove from,remove_from,the host group,774,host group,openie_spacy,2026-01-30T04:00:21Z
3889,doc_1041,doc_1041_sent_04437,"Output
In the list of hosts, a name followed by a slash (/) indicates a subgroup.",Output,462,output,indicate,indicate,a subgroup,3930,subgroup,openie_spacy,2026-01-30T04:00:21Z
3890,doc_1041,doc_1041_sent_04455,"When you migrate a rerunnable job, LSF kills the job and restarts it from the beginning on the next available host.",LSF,27,lsf,kill,kill,the job,17,job,openie_spacy,2026-01-30T04:00:21Z
3891,doc_1041,doc_1041_sent_04456,"LSF sets the environment variable
LSB_RESTART to Y when a migrating job restarts or reruns.",LSF,27,lsf,set,set,the environment,265,environment,openie_spacy,2026-01-30T04:00:21Z
3892,doc_1041,doc_1041_sent_04456,"LSF sets the environment variable
LSB_RESTART to Y when a migrating job restarts or reruns.",LSF,27,lsf,set to,set_to,Y,8137,y,openie_spacy,2026-01-30T04:00:21Z
3893,doc_1041,doc_1041_sent_04468,"The wildcard character (*) can be used anywhere within a job name, but it cannot appear within an array index. For example, the pattern job*
returns jobA and jobarray[1].",the pattern job,3476,pattern job,return,return,jobA,4608,joba,openie_spacy,2026-01-30T04:00:21Z
3894,doc_1041,doc_1041_sent_04559,"Only the owner of the job, the user group administrator (for jobs that are associated with a user group), or LSF administrators can modify the options
of a job.",the user group administrator,818,user group administrator,modify,modify,the options,17874,options,openie_spacy,2026-01-30T04:00:21Z
3895,doc_1041,doc_1041_sent_04559,"Only the owner of the job, the user group administrator (for jobs that are associated with a user group), or LSF administrators can modify the options
of a job.",LSF administrators,358,lsf administrator,modify,modify,the options,17874,options,openie_spacy,2026-01-30T04:00:21Z
3896,doc_1041,doc_1041_sent_04570,"For the -J option, if you are changing only the job array limit, the option takes effect only on the submission cluster and not on the execution
cluster.",the option,40,option,take,take,effect,81,effect,openie_spacy,2026-01-30T04:00:21Z
3897,doc_1041,doc_1041_sent_04572,"Like bsub, the bmod command calls the parent esub (mesub).",the bmod command,8529,bmod command,call,call,the parent esub,5637,parent esub,openie_spacy,2026-01-30T04:00:21Z
3898,doc_1041,doc_1041_sent_04575,"An esub invoked by the bmod
command cannot change the job environment.",An esub,4013,esub,change,change,the job environment,5638,job environment,openie_spacy,2026-01-30T04:00:21Z
3899,doc_1041,doc_1041_sent_04577,"The -b option modiﬁes the job begin time. If the year ﬁeld is speciﬁed and the speciﬁed time is in the past, the start time condition is considered
reached and LSF dispatches the job if slots are available.",the job,17,job,begin,begin,time,601,time,openie_spacy,2026-01-30T04:00:21Z
3900,doc_1041,doc_1041_sent_04577,"The -b option modiﬁes the job begin time. If the year ﬁeld is speciﬁed and the speciﬁed time is in the past, the start time condition is considered
reached and LSF dispatches the job if slots are available.",LSF,27,lsf,dispatch,dispatch,the job,17,job,openie_spacy,2026-01-30T04:00:21Z
3901,doc_1041,doc_1041_sent_04584,"If the submission directory does not exist in the execution host, it tries the logical home directory. If
that fails, the tmp directory is used for the CWD.",the submission directory,1505,submission directory,exist in,exist_in,the execution host,1374,execution host,openie_spacy,2026-01-30T04:00:21Z
3902,doc_1041,doc_1041_sent_04584,"If the submission directory does not exist in the execution host, it tries the logical home directory. If
that fails, the tmp directory is used for the CWD.",the tmp directory,1406,tmp directory,use for,use_for,the CWD,1399,cwd,openie_spacy,2026-01-30T04:00:21Z
3903,doc_1041,doc_1041_sent_04585,The path can include the same dynamic patterns as described for the bsub -cwd command.,The path,307,path,include,include,command,45,command,openie_spacy,2026-01-30T04:00:21Z
3904,doc_1041,doc_1041_sent_04589,"If neither of the two
parameters is deﬁned, the submission directory is used for CWD.",the submission directory,1505,submission directory,use for,use_for,CWD,1399,cwd,openie_spacy,2026-01-30T04:00:21Z
3905,doc_1041,doc_1041_sent_04599,"If the job is already attached to the default user group, the bmod -Gn command has no effect on that job.",the job,17,job,attach to,attach_to,the default user group,522,user group,openie_spacy,2026-01-30T04:00:21Z
3906,doc_1041,doc_1041_sent_04600,"A job moved to a
user group where it cannot run (without shares in a speciﬁed fair share queue, for example) is transferred to the default user group where the job can
run.",A job,17,job,move to,move_to,"a
user group",522,user group,openie_spacy,2026-01-30T04:00:21Z
3907,doc_1041,doc_1041_sent_04610,This option supports the dynamic patterns for the output directory.,This option,40,option,support,support,the dynamic patterns,1361,dynamic pattern,openie_spacy,2026-01-30T04:00:21Z
3908,doc_1041,doc_1041_sent_04611,"For example, if user1 runs the command bmod -outdir ""/scratch/joboutdir/%U/%J_%I"" myjob, the system creates the directory
/scratch/joboutdir /user1/jobid_0 for the job output directory.",the system,564,system,create,create,the directory,349,directory,openie_spacy,2026-01-30T04:00:21Z
3909,doc_1041,doc_1041_sent_04611,"For example, if user1 runs the command bmod -outdir ""/scratch/joboutdir/%U/%J_%I"" myjob, the system creates the directory
/scratch/joboutdir /user1/jobid_0 for the job output directory.",the system,564,system,create for,create_for,the job output directory,1362,job output directory,openie_spacy,2026-01-30T04:00:21Z
3910,doc_1041,doc_1041_sent_04616,"The -rn option resets the rerunnable job setting that is speciﬁed by the bsub -rn or bsub -r option. The application proﬁle and queue level rerunnable
job setting if any is used. The bmod -rn command does not disable or override job rerun if the job was submitted to a rerunnable queue or
application proﬁle with job rerun conﬁgured.",The bmod,1323,bmod,disable,disable,job rerun,17306,job rerun,openie_spacy,2026-01-30T04:00:21Z
3911,doc_1041,doc_1041_sent_04616,"The -rn option resets the rerunnable job setting that is speciﬁed by the bsub -rn or bsub -r option. The application proﬁle and queue level rerunnable
job setting if any is used. The bmod -rn command does not disable or override job rerun if the job was submitted to a rerunnable queue or
application proﬁle with job rerun conﬁgured.",the job,17,job,submit to,submit_to,a rerunnable queue,1941,rerunnable queue,openie_spacy,2026-01-30T04:00:21Z
3912,doc_1041,doc_1041_sent_04616,"The -rn option resets the rerunnable job setting that is speciﬁed by the bsub -rn or bsub -r option. The application proﬁle and queue level rerunnable
job setting if any is used. The bmod -rn command does not disable or override job rerun if the job was submitted to a rerunnable queue or
application proﬁle with job rerun conﬁgured.",the job,17,job,submit with,submit_with,job rerun,17306,job rerun,openie_spacy,2026-01-30T04:00:21Z
3913,doc_1041,doc_1041_sent_04623,-Wen cancels the estimated job run time. The runtime estimate does not take effect for the job.,The runtime estimate,7482,runtime estimate,take,take,effect,81,effect,openie_spacy,2026-01-30T04:00:21Z
3914,doc_1041,doc_1041_sent_04623,-Wen cancels the estimated job run time. The runtime estimate does not take effect for the job.,The runtime estimate,7482,runtime estimate,take for,take_for,the job,17,job,openie_spacy,2026-01-30T04:00:21Z
3915,doc_1041,doc_1041_sent_04674,"LSF administrators can modify job groups of all
users.",LSF administrators,358,lsf administrator,modify,modify,job groups,2576,job group,openie_spacy,2026-01-30T04:00:21Z
3916,doc_1041,doc_1041_sent_04692,"If the job is already attached to the default SLA, the bmod -slan option has no effect on that job.",the job,17,job,attach to,attach_to,the default SLA,2681,sla,openie_spacy,2026-01-30T04:00:21Z
3917,doc_1041,doc_1041_sent_04705,"-aps ""admin=value"" job_ID
Set a nonzero ADMIN factor value for a pending job.",job_ID,1195,job_id,set for,set_for,a pending job,6041,pending job,openie_spacy,2026-01-30T04:00:21Z
3918,doc_1041,doc_1041_sent_04709,The ADMIN factor takes effect as soon as it is set.,The ADMIN factor,5731,admin factor,take,take,effect,81,effect,openie_spacy,2026-01-30T04:00:21Z
3919,doc_1041,doc_1041_sent_04710,"-apsn
Use the bmod -apsn option to cancel previous bmod -aps settings.",-apsn,4031,apsn,use,use,the bmod -apsn option,5732,bmod apsn option,openie_spacy,2026-01-30T04:00:21Z
3920,doc_1041,doc_1041_sent_04744,"Host names can be used multiple times, and the order of the hosts represents the placement of tasks.",the order,1091,order,represent,represent,the placement,26256,placement,openie_spacy,2026-01-30T04:00:21Z
3921,doc_1041,doc_1041_sent_04768,Long format. Displays detailed information about all the conﬁgurable parameters in the lsb.params ﬁle.,Displays,889,display,detail,detail,information,11,information,openie_spacy,2026-01-30T04:00:21Z
3922,doc_1041,doc_1041_sent_04779,"Options
Displays the output of the job by using the command tail -f. When the job is completed, the bpeek -f command exits.",Options,17874,options,display,display,the output,462,output,openie_spacy,2026-01-30T04:00:21Z
3923,doc_1041,doc_1041_sent_04786,"The wildcard character (*) can be used anywhere within a job name, but it cannot appear within an array index. For example, the pattern job*
returns jobA and jobarray[1].",the pattern job,3476,pattern job,return,return,jobA,4608,joba,openie_spacy,2026-01-30T04:00:21Z
3924,doc_1041,doc_1041_sent_04804,Root and the LSF administrators can send messages and data only to their own jobs.,Root,392,root,send,send,messages,59,message,openie_spacy,2026-01-30T04:00:21Z
3925,doc_1041,doc_1041_sent_04805,"A job can accept messages until it is cleaned from the system. If your application requires transfer of data from one job to another, use the -a option
of the bpost command to attach a data ﬁle to the job.",A job,17,job,accept,accept,messages,59,message,openie_spacy,2026-01-30T04:00:21Z
3926,doc_1041,doc_1041_sent_04816,"data_ﬁle
Attaches the speciﬁed data ﬁle to the job external storage. This option is ignored for LSF multicluster capability jobs; you can attach a ﬁle only
if the job runs in the local cluster.",the job,17,job,run in,run_in,the local cluster,116,local cluster,openie_spacy,2026-01-30T04:00:21Z
3927,doc_1041,doc_1041_sent_04828,"The length of a notiﬁcation must be less than 1024 bytes, otherwise LSF truncates the
message.",LSF,27,lsf,truncate,truncate,"the
message",59,message,openie_spacy,2026-01-30T04:00:21Z
3928,doc_1041,doc_1041_sent_04832,"The wildcard character (*) can be used anywhere within a job name, but it cannot appear within an array index. For example, the pattern job*
returns jobA and jobarray[1].",the pattern job,3476,pattern job,return,return,jobA,4608,joba,openie_spacy,2026-01-30T04:00:21Z
3929,doc_1041,doc_1041_sent_04854,"When a resizable job has a resize allocation request, bqueues displays pending requests. When LSF adds more resources to a running resizable job,
bqueues decreases job PEND counts and displays the added resources.",a resizable job,2608,resizable job,have,have,a resize allocation request,10133,resize allocation request,openie_spacy,2026-01-30T04:00:21Z
3930,doc_1041,doc_1041_sent_04860,"CPU time output is not consistent with the bacct command
The bacct command displays the sum of CPU time that is used by all past jobs in event ﬁles.",The bacct command,1585,bacct command,display,display,the sum,4527,sum,openie_spacy,2026-01-30T04:00:21Z
3931,doc_1041,doc_1041_sent_04861,"If you specify a begin and end time, the execution host
type and run time are also considered in the CPU time.","the execution host
type",8224,execution host type,consider in,consider_in,the CPU time,2686,cpu time,openie_spacy,2026-01-30T04:00:21Z
3932,doc_1041,doc_1041_sent_04872,"Queue description
Queue characteristics and statistics
(As of Fix Pack 15) CGROUP_CPU_SHARES_FACTOR percentage
Scheduling parameters
Resource usage limits
Scheduling policies
Users
Hosts
Associated commands
Dispatch and run windows
Success exit values
Host limits per parallel job
Pending time limits and eligible pending time limits
Job controls
User shares
Normalized fair share factors
Containers
If you speciﬁed an administrator comment with the -C option of the queue control commands (qclose, qopen, qact, and qinact), qhist
displays the comment text.",Job,17,job,control,control,User shares,3544,user share,openie_spacy,2026-01-30T04:00:21Z
3933,doc_1041,doc_1041_sent_04872,"Queue description
Queue characteristics and statistics
(As of Fix Pack 15) CGROUP_CPU_SHARES_FACTOR percentage
Scheduling parameters
Resource usage limits
Scheduling policies
Users
Hosts
Associated commands
Dispatch and run windows
Success exit values
Host limits per parallel job
Pending time limits and eligible pending time limits
Job controls
User shares
Normalized fair share factors
Containers
If you speciﬁed an administrator comment with the -C option of the queue control commands (qclose, qopen, qact, and qinact), qhist
displays the comment text.",qhist,2971,qhist,display,display,the comment text,1155,comment text,openie_spacy,2026-01-30T04:00:21Z
3934,doc_1041,doc_1041_sent_04884,"This option does not apply to output for bqueues options that do not use column headings, including the following: -json, -l, -r.",This option,40,option,apply to,apply_to,output,462,output,openie_spacy,2026-01-30T04:00:21Z
3935,doc_1041,doc_1041_sent_04893,Specify a hyphen (-) to set right justiﬁcation when bqueues displays the output for the speciﬁc ﬁeld.,bqueues,9380,run bqueue,display,display,the output,462,output,openie_spacy,2026-01-30T04:00:21Z
3936,doc_1041,doc_1041_sent_04898,"Output customization applies only to the output for certain bqueues options:
LSB_BQUEUES_FORMAT and bqueues -o both apply to output for the bqueues command with no options, and for bqueues options
with output that ﬁlter information, including the following options: -alloc, -m, -u.",Output customization,1042,output customization,apply to,apply_to,the output,462,output,openie_spacy,2026-01-30T04:00:21Z
3937,doc_1041,doc_1041_sent_04898,"Output customization applies only to the output for certain bqueues options:
LSB_BQUEUES_FORMAT and bqueues -o both apply to output for the bqueues command with no options, and for bqueues options
with output that ﬁlter information, including the following options: -alloc, -m, -u.",LSB_BQUEUES_FORMAT,5822,lsb_bqueues_format,apply to,apply_to,output,462,output,openie_spacy,2026-01-30T04:00:21Z
3938,doc_1041,doc_1041_sent_04899,"LSB_BQUEUES_FORMAT and bqueues -o do not apply to output for bqueues options that use a modiﬁed format, including the
following options: -l, -r, -w.",LSB_BQUEUES_FORMAT,5822,lsb_bqueues_format,apply to,apply_to,output,462,output,openie_spacy,2026-01-30T04:00:21Z
3939,doc_1041,doc_1041_sent_04900,"The bqueues -o option overrides the LSB_BQUEUES_FORMAT environment variable, which overrides the LSB_BQUEUES_FORMAT setting in
lsf.conf.",the LSB_BQUEUES_FORMAT,5822,lsb_bqueues_format,set in,set_in,lsf.conf,480,lsf conf,openie_spacy,2026-01-30T04:00:21Z
3940,doc_1041,doc_1041_sent_04926,"lost_and_found
If the LSF administrator removes queues from the system, LSF creates a queue that is called lost_and_found and places the jobs
from the removed queues into the lost_and_found queue.",the LSF administrator,358,lsf administrator,remove from,remove_from,the system,564,system,openie_spacy,2026-01-30T04:00:21Z
3941,doc_1041,doc_1041_sent_04926,"lost_and_found
If the LSF administrator removes queues from the system, LSF creates a queue that is called lost_and_found and places the jobs
from the removed queues into the lost_and_found queue.",LSF,27,lsf,create,create,a queue,375,queue,openie_spacy,2026-01-30T04:00:21Z
3942,doc_1041,doc_1041_sent_04930,"Open
The queue can accept jobs.",The queue,375,queue,accept,accept,jobs,2369,jobs,openie_spacy,2026-01-30T04:00:21Z
3943,doc_1041,doc_1041_sent_04931,"Closed
The queue cannot accept jobs.",The queue,375,queue,accept,accept,jobs,2369,jobs,openie_spacy,2026-01-30T04:00:21Z
3944,doc_1041,doc_1041_sent_04946,"This number includes job slots of dispatched jobs that are not yet
ﬁnished, and job slots reserved for some pending jobs.",This number,1336,number,include,include,job slots,1865,job slot,openie_spacy,2026-01-30T04:00:21Z
3945,doc_1041,doc_1041_sent_04947,The job slot limit per processor controls the number of jobs that are sent to each host.,The job slot limit,4829,job slot limit,control,control,the number,1336,number,openie_spacy,2026-01-30T04:00:21Z
3946,doc_1041,doc_1041_sent_04951,"This number includes the job slots of dispatched jobs that are not yet
ﬁnished, and slots that are reserved for some pending jobs. The job slot limit per host (JL/H) controls the number of jobs that are sent to each
host, regardless of whether a host is a uniprocessor host or a multiprocessor host. A dash (-) indicates no limit.",This number,1336,number,include,include,the job slots,1865,job slot,openie_spacy,2026-01-30T04:00:21Z
3947,doc_1041,doc_1041_sent_04951,"This number includes the job slots of dispatched jobs that are not yet
ﬁnished, and slots that are reserved for some pending jobs. The job slot limit per host (JL/H) controls the number of jobs that are sent to each
host, regardless of whether a host is a uniprocessor host or a multiprocessor host. A dash (-) indicates no limit.",The job slot limit,4829,job slot limit,control,control,the number,1336,number,openie_spacy,2026-01-30T04:00:21Z
3948,doc_1041,doc_1041_sent_04953,"This number includes slots for pending, running, and suspended jobs.",This number,1336,number,include,include,slots,8831,slot keyword,openie_spacy,2026-01-30T04:00:21Z
3949,doc_1041,doc_1041_sent_04958,"If the -alloc option is used, the total is allocated slots for the jobs in the queue.",the total,939,total,allocate,allocate,slots,8831,slot keyword,openie_spacy,2026-01-30T04:00:21Z
3950,doc_1041,doc_1041_sent_04964,The UNIX nice value at which jobs in the queue are run. The nice value reduces process priority.,The nice value,29480,nice job,reduce,reduce,process priority,29473,nice process,openie_spacy,2026-01-30T04:00:21Z
3951,doc_1041,doc_1041_sent_04980,"Schedule delay for a new job
The delay time in seconds for scheduling after a new job is submitted. If the schedule delay time is zero, a new scheduling session is started
as soon as the job is submitted to the queue. See the NEW_JOB_SCHED_DELAY parameter in the lsb.queues ﬁle.
Interval for a host to accept two jobs
The length of time in seconds to wait after a job is dispatched to a host and before a second job is dispatched to the same host. If the job
accept interval is zero, a host can accept more than one job in each dispatching interval. See the JOB_ACCEPT_INTERVAL parameter in the
lsb.queues and lsb.params ﬁles.",the job,17,job,submit to,submit_to,the queue,375,queue,openie_spacy,2026-01-30T04:00:21Z
3952,doc_1041,doc_1041_sent_04980,"Schedule delay for a new job
The delay time in seconds for scheduling after a new job is submitted. If the schedule delay time is zero, a new scheduling session is started
as soon as the job is submitted to the queue. See the NEW_JOB_SCHED_DELAY parameter in the lsb.queues ﬁle.
Interval for a host to accept two jobs
The length of time in seconds to wait after a job is dispatched to a host and before a second job is dispatched to the same host. If the job
accept interval is zero, a host can accept more than one job in each dispatching interval. See the JOB_ACCEPT_INTERVAL parameter in the
lsb.queues and lsb.params ﬁles.",a job,17,job,dispatch to,dispatch_to,a host,47,host,openie_spacy,2026-01-30T04:00:21Z
3953,doc_1041,doc_1041_sent_04985,"The maximum CPU time a job can use, in minutes, relative to the CPU factor of the named host. CPULIMIT is scaled by the CPU factor of
the execution host so that jobs are allowed more time on slower hosts.",a job,17,job,use in,use_in,minutes,530,minute,openie_spacy,2026-01-30T04:00:21Z
3954,doc_1041,doc_1041_sent_04995,"If SWAPLIMIT is reached, the system sends the following signals in sequence to all processes
in the job: SIGINT, SIGTERM, and SIGKILL.",the system,564,system,send in,send_in,the job,17,job,openie_spacy,2026-01-30T04:00:21Z
3955,doc_1041,doc_1041_sent_04998,"If PROCESSLIMIT is reached, the system sends the following
signals in sequence to all processes that belong to the job: SIGINT, SIGTERM, and SIGKILL.",the system,564,system,send in,send_in,sequence,17790,sequence,openie_spacy,2026-01-30T04:00:21Z
3956,doc_1041,doc_1041_sent_05000,"If THREADLIMIT is reached, the system sends the following
signals in sequence to all processes that belong to the job: SIGINT, SIGTERM, and SIGKILL.",the system,564,system,send in,send_in,sequence,17790,sequence,openie_spacy,2026-01-30T04:00:21Z
3957,doc_1041,doc_1041_sent_05001,"RUNLIMIT
The maximum wall clock time a process can use, in minutes. RUNLIMIT is scaled by the CPU factor of the execution host.",a process,19,process,use in,use_in,minutes,530,minute,openie_spacy,2026-01-30T04:00:21Z
3958,doc_1041,doc_1041_sent_05002,"When a job is
in RUN state for a total of RUNLIMIT minutes, LSF sends a SIGUSR2 signal to the job.",LSF,27,lsf,send,send,a SIGUSR2 signal,7440,sigusr2 signal,openie_spacy,2026-01-30T04:00:21Z
3959,doc_1041,doc_1041_sent_05002,"When a job is
in RUN state for a total of RUNLIMIT minutes, LSF sends a SIGUSR2 signal to the job.",LSF,27,lsf,send to,send_to,the job,17,job,openie_spacy,2026-01-30T04:00:21Z
3960,doc_1041,doc_1041_sent_05003,"If the job does not exit within 10 minutes, LSF
sends a SIGKILL signal to kill the job.",LSF,27,lsf,send,send,a SIGKILL signal,5872,sigkill signal,openie_spacy,2026-01-30T04:00:21Z
3961,doc_1041,doc_1041_sent_05008,"This limit restricts the amount of memory a process can use for local variables or
recursive function calls.",a process,19,process,use for,use_for,local variables,3319,local variable,openie_spacy,2026-01-30T04:00:21Z
3962,doc_1041,doc_1041_sent_05016,"HOSTLIMIT_PER_JOB
The maximum number of hosts that a job in this queue can use. LSF veriﬁes the host limit during the allocation phase of scheduling. If
the number of hosts that are requested for a parallel job exceeds this limit and LSF cannot satisfy the minimum number of request
slots, the parallel job pends.",a parallel job,534,parallel job,exceed,exceed,this limit,847,limit,openie_spacy,2026-01-30T04:00:21Z
3963,doc_1041,doc_1041_sent_05016,"HOSTLIMIT_PER_JOB
The maximum number of hosts that a job in this queue can use. LSF veriﬁes the host limit during the allocation phase of scheduling. If
the number of hosts that are requested for a parallel job exceeds this limit and LSF cannot satisfy the minimum number of request
slots, the parallel job pends.",LSF,27,lsf,satisfy,satisfy,the minimum number,4758,minimum number,openie_spacy,2026-01-30T04:00:21Z
3964,doc_1041,doc_1041_sent_05019,"The queue thresholds are used in combination with the thresholds that are deﬁned for hosts. If both queue level and host level
thresholds are conﬁgured, the most restrictive thresholds are applied.",The queue thresholds,9357,queue threshold,use in,use_in,combination,7360,combination,openie_spacy,2026-01-30T04:00:21Z
3965,doc_1041,doc_1041_sent_05020,"The loadSched and loadStop thresholds have the following ﬁelds:
r15s
The 15 second exponentially averaged effective CPU run queue length.",r15s,5885,r15,run,run,queue length,2036,queue length,openie_spacy,2026-01-30T04:00:21Z
3966,doc_1041,doc_1041_sent_05023,"ut
The CPU usage exponentially averaged over the last minute, expressed as a percentage between 0 and 1.
pg
The memory paging rate exponentially averaged over the last minute, in pages per second.",The CPU usage,4081,cpu usage,express as,express_as,a percentage,3276,percentage,openie_spacy,2026-01-30T04:00:21Z
3967,doc_1041,doc_1041_sent_05026,"it
On UNIX, the idle time of the host (keyboard has not been touched on all logged in sessions), in minutes.",the idle time,8978,idle time,log in,log_in,minutes,530,minute,openie_spacy,2026-01-30T04:00:21Z
3968,doc_1041,doc_1041_sent_05029,"swp
The amount of currently available swap space. By default, swap space is shown in MB. Use the LSF_UNIT_FOR_LIMITS in lsf.conf to
specify a different unit for display (KB, MB, GB, TB, PB, or EB).",swap space,5253,swap space,show in,show_in,MB,8988,mb unit,openie_spacy,2026-01-30T04:00:21Z
3969,doc_1041,doc_1041_sent_05030,"mem
The amount of currently available memory. By default, memory is shown in MB. Use the LSF_UNIT_FOR_LIMITS in lsf.conf to specify a
different unit for display (KB, MB, GB, TB, PB, or EB).",memory,2829,memory,show in,show_in,MB,8988,mb unit,openie_spacy,2026-01-30T04:00:21Z
3970,doc_1041,doc_1041_sent_05035,"If a dash (-) is displayed as the value,
it means that the threshold is not applicable. Jobs in the queue might be dispatched to a host if the values of all the load indices of the host
are within the corresponding thresholds of the queue and the host.",Jobs,2369,jobs,dispatch to,dispatch_to,a host,47,host,openie_spacy,2026-01-30T04:00:21Z
3971,doc_1041,doc_1041_sent_05048,"BACKFILL
A job in a backﬁll queue can use the slots that are reserved by other jobs if the job can run to completion before the slot-reserving jobs
start.",the job,17,job,run to,run_to,completion,1137,completion,openie_spacy,2026-01-30T04:00:21Z
3972,doc_1041,doc_1041_sent_05054,"Exclusive
execution means that the job is sent to a host with no other running batch jobs.",the job,17,job,send to,send_to,a host,47,host,openie_spacy,2026-01-30T04:00:21Z
3973,doc_1041,doc_1041_sent_05058,"This queue does not accept batch interactive jobs that are submitted with the -I, -Is, and -Ip options of the bsub command.",This queue,375,queue,accept,accept,batch interactive jobs,5919,batch interactive job,openie_spacy,2026-01-30T04:00:21Z
3974,doc_1041,doc_1041_sent_05061,"Jobs must be submitted with the -I, -Is, and -Ip options of the bsub command.",Jobs,2369,jobs,submit with,submit_with,the -I,101,i,openie_spacy,2026-01-30T04:00:21Z
3975,doc_1041,doc_1041_sent_05076,"A consumer receives a portion of the resources proportional to that consumer's share
that is divided by the sum of the shares of all consumers that are speciﬁed in the queue.",A consumer,5418,consumer,receive,receive,a portion,8017,portion,openie_spacy,2026-01-30T04:00:21Z
3976,doc_1041,doc_1041_sent_05094,A window is displayed in the format begin_time-end_time.,A window,1136,window,display in,display_in,the format,1226,format,openie_spacy,2026-01-30T04:00:21Z
3977,doc_1041,doc_1041_sent_05100,"USERS
A list of users who are allowed to submit jobs to this queue. LSF administrators can submit jobs to the queue even if they are not listed here.",LSF administrators,358,lsf administrator,submit,submit,jobs,2369,jobs,openie_spacy,2026-01-30T04:00:21Z
3978,doc_1041,doc_1041_sent_05100,"USERS
A list of users who are allowed to submit jobs to this queue. LSF administrators can submit jobs to the queue even if they are not listed here.",LSF administrators,358,lsf administrator,submit to,submit_to,the queue,375,queue,openie_spacy,2026-01-30T04:00:21Z
3979,doc_1041,doc_1041_sent_05102,"If the fair share scheduling policy is enabled, users and LSF administrators cannot submit jobs to the queue unless they also have a share
assignment.",users,175,user,submit,submit,jobs,2369,jobs,openie_spacy,2026-01-30T04:00:21Z
3980,doc_1041,doc_1041_sent_05102,"If the fair share scheduling policy is enabled, users and LSF administrators cannot submit jobs to the queue unless they also have a share
assignment.",users,175,user,submit to,submit_to,the queue,375,queue,openie_spacy,2026-01-30T04:00:21Z
3981,doc_1041,doc_1041_sent_05105,"NQS DESTINATION QUEUES
A list of NQS destination queues to which this queue can dispatch jobs.",this queue,375,queue,dispatch,dispatch,jobs,2369,jobs,openie_spacy,2026-01-30T04:00:21Z
3982,doc_1041,doc_1041_sent_05107,"Although the job runs on an NQS system outside the LSF cluster, it is still managed by LSF in almost the same way as jobs that run inside the
cluster.",the job,17,job,run on,run_on,an NQS system,5955,nqs system,openie_spacy,2026-01-30T04:00:21Z
3983,doc_1041,doc_1041_sent_05107,"Although the job runs on an NQS system outside the LSF cluster, it is still managed by LSF in almost the same way as jobs that run inside the
cluster.",the job,17,job,run outside,run_outside,the LSF cluster,146,lsf cluster,openie_spacy,2026-01-30T04:00:21Z
3984,doc_1041,doc_1041_sent_05113,"The PRE_EXEC command runs on the execution host before the job that is associated
with the queue is dispatched to the execution host (or to the ﬁrst host selected for a parallel batch job).",The PRE_EXEC command,3335,pre_exec command,run on,run_on,the execution host,1374,execution host,openie_spacy,2026-01-30T04:00:21Z
3985,doc_1041,doc_1041_sent_05113,"The PRE_EXEC command runs on the execution host before the job that is associated
with the queue is dispatched to the execution host (or to the ﬁrst host selected for a parallel batch job).",The PRE_EXEC command,3335,pre_exec command,run before,run_before,the job,17,job,openie_spacy,2026-01-30T04:00:21Z
